Smiles,NET_pIC50_rat,DAT_pIC50_rat,DAT_pIC50_human,B1_pEC50_human,B3_pEC50_human,A1a_pEC50_human,B2_pEC50_human
FC(F)Oc1ccccc1C2Cc3nccn3C2,,,,,,7.958607315,
O[C@@H](CNC1CCN(CC1)c2ccc(CC3=C(O)NC(=O)S3)cc2)COc4ccc(O)cc4,,,,5.543633967,7.920818754,,
Clc1cccc(OC([C@H]2CCNC2)c3ccccn3)c1Cl,,,5.974694135,,,,
CCN1CCc2c(sc3ccccc23)C(C1)c4cccc(c4)[N+](=O)[O-],,6.602059991,,,,,
CCC(=O)C1C2CCC(CC1c3ccc4ccc(I)cc4c3)N2C,,9.346787486,,,,,
CN(C)C[C@H]1C2CCC(CC2)[C@@H]1c3cccc(Cl)c3,,,6.782516056,,,,
CCN1CCCC[C@@H]1[C@H](C)c2ccccc2,,5.099086932,,,,,
N[C@H]1CC[C@@H](c2ccc(cc2)C(F)(F)F)c3ccccc13,5.124938737,5,,,,,
COc1ccc(cc1)S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2,,,,,8.366531544,,
CCOC(=O)COc1ccc2CCC[C@@H](Cc2c1)NC[C@H](O)c3cccc(Cl)c3,,,,,7.795880017,,
O[C@@H](CNCC1CCN(CC1)S(=O)(=O)c2ccc(NC(=O)NC3CCCCC3)cc2)COc4ccc(O)cc4,,,,5.993533958,7.22184875,,
CC(C)(C)c1ccc(cc1)C2CCC(CN)O2,,,5.366430557,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(Cc3nc(Cc4ccc5ccccc5c4)cs3)cc2)cc1)c6ccccc6,,,,,7.48148606,,
CO[C@H]1CC2C[C@@H](CC1N2C)OC(c3ccccc3)c4ccc(Cl)cc4,,7.494850022,,,,,
CN1C2CCC1CC(C2)OC(c3ccccc3)c4cccc(F)c4,,6.602059991,,,,,
CC(C)C(=O)NCC1(O)CCN(C1)c2nc(Oc3cccc(F)c3)cc(n2)C(F)(F)F,,,6.500312917,,,,
NC1(CCCC1)c2cc3ccccc3s2,,6.200659451,,,,,
CCCCCCCCNC(=O)N1CCC(CC1)Nc2ccc(CCNC[C@H](O)COc3ccc(O)c4NC(=O)CCc34)cc2,,,,7.055517328,7.180456064,,
O[C@@H](CNCCc1ccc(NC(=O)C(O)c2ccccc2)cc1)COc3ccc(O)cc3,,,,6.229147988,6.017728767,,
FC(F)(F)c1cccc(c1)c2nnnn2CCCN3CCC(Cc4ccccc4)CC3,,,5.427128398,,,,
NC1C[C@@H]2CCCC[C@H]2CC1c3ccccc3,,8.920818754,,,,,
Cc1cccc(Nc2nnc(c3ccc(cc3)C(=O)N4C[C@H]5C[C@H](C4)C6=CC=CC(=O)N6C5)c7ccccc27)c1,,,,,,,5.779891912
COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)cc1,,,,,,,9.119186408
CCC(=O)C1C2CCC(CC1c3ccc(cc3)C(=C)C)N2,,7.795880017,,,,,
COC(=O)[C@@H]([C@H]1CCCCN1)c2ccc(Br)cc2,,8.161150909,,,,,
CCC(=O)C1C2CCC(CC1c3ccc(cc3)C4CCCCC4)N2,,6.30980392,,,,,
COC(=O)[C@H](c1cccc(OC)c1)[C@@]2(C)CCCCN2,,6.540607512,,,,,
CCCNc1cc(Oc2ccc3CC[C@@H](Cc3c2)NC[C@H](O)c4cccc(Cl)c4)cc(c1)C(=O)O,,,,6.761953897,9.113509275,,
CN(CCCC(=O)Nc1ccc(CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)cc1)C(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6,,,,,,,8.522878745
OCc1cc(ccc1O)C(O)CNCCc2ccc(Nc3ccc4CCCc4c3)cc2,,,,,,,8.102372909
CS(=O)(=O)Nc1cc(ccc1O)C(O)CNC2CCN(CC2)c3ccc(C=C4SC(=NC4=O)O)cc3,,,,,8.22184875,,
CSc1ccccc1NCc2cnc[nH]2,,,,,,8,
CCc1ccc(cc1)[C@H]2C[C@H]3CCC(N3)C2C(=O)OC,6.913640169,7.301029996,,,,,
C[C@H](Cc1ccc(OCC(=O)[O-])cc1)NC[C@H](O)c2cccc(Cl)c2,,,,,7.602059991,,7.301029996
CCCCCCOC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2,,,,,7.958607315,,
CC(C)(CNCCCc1ccccc1)CNCCOC(c2ccccc2)c3ccccc3,,7.080921908,,,,,
C[C@H](Cc1cccc(CCNC(=O)c2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67,,,,,,,9
NC[C@@H]1C[C@@]1(C(=O)N2Cc3ccccc3C2)c4cccs4,,5.698970004,5.256568635,,,,
COc1ccc(OCc2onc(n2)c3ccc(cc3)S(=O)(=O)Nc4ccc(CCNC[C@H](O)c5cccnc5)cc4)cc1,,,,,8.22184875,,
CN(C)C1C2CCC(CC2OC(=O)c3ccccc3)C1c4ccccc4,5.131943638,6.568636236,,,,,
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNC2CCN(CC2)c3ccc(cc3)C(=O)NCCC(=O)O,,,,,6.585026652,,
COC(=O)C1C2CCC(CC1c3ccc(\C=C/C)cc3)N2,6.832682665,7.494850022,,,,,
C[C@@H](Cc1ccc(CNC(=O)c2cccc(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67,,,,,,,9
NC(=O)N1CCC(CC1)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2,,,,6.2915791,7.522878745,,
CC1(C)CN2C(=N1)c3ccccc3C2(O)c4ccc(Cl)cc4,,7.301029996,,,,,
COC(=O)C1C2CCC(CC1c3ccc(Cl)c(Cl)c3)N2,,,9.180456064,,,,
CN(C)CC1(CCCCC1)c2ccc(F)c(F)c2,,,7.244125144,,,,
CCCCCCC(=O)OC[C@@H]1[C@H]2CCC(C[C@@H]1c3ccc(Cl)c(Cl)c3)N2C,,,8.096910013,,,,
OC(CNCCc1ccc(Oc2ccc(OCC(=O)O)cc2)cc1)c3cccc(Cl)c3,,,,7.431798276,7.318758763,,
Clc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(c1)c4ccccc4,,,5.27335428,,,,
COC(=O)[C@@H]([C@H]1CCCCN1Cc2cccs2)c3ccccc3,,6.649751982,,,,,
Oc1ccccc1\C=C\CN2CCN(CCOC(c3ccccc3)c4ccccc4)CC2,,8.15490196,,,,,
O[C@@H](CNCCc1ccc(NC(=S)Nc2ccccc2[N+](=O)[O-])cc1)COc3ccccc3,,,,7.22184875,6.468521083,,7.698970004
C[C@H](N1N=CC=CC1=O)C(=O)Nc2ccc(C[C@@H]3CC[C@@H](N3)[C@H](O)c4cccnc4)cc2,,,,,8.585026652,,
CNC1CC(c2ccc(Cl)c(Cl)c2)c3ccc(F)cc13,7.853871964,9.920818754,,,,,
Cn1cc(CCC2CCNCC2)c3ccccc13,5.886056648,4.522878745,,,,,
CN1CC(c2ccccc2C1)c3cccc4sccc34,,,6.698970004,,,,
COc1cc(CCNC[C@H](O)c2cccc(Cl)c2)ccc1c3ccc(cc3)C(=O)O,,,,8.187086643,7.920818754,,
Cc1cc(Oc2cccc(c2)C#N)nc(n1)N3CCC4(CC3)CNCCO4,,,8.030118356,,,,
Oc1ccc2cccc(NCc3c[nH]cn3)c2c1,,,,,,7.200659451,
CCc1cc(OCC(O)CNC2CCN(CC2)c3ncnc4scc(c5ccccc5)c34)ccc1O,,,,,9.853871964,,
COC(=O)C1C2CCC(C2)CC1c3ccccc3,,,6.104025268,,,,
CN1[C@@H]2CCC1C([C@H](C2)OC(=O)c3ccccc3)C(=O)OCCCc4ccccc4,,6.8569852,,,,,
Clc1ccc(cc1)C(OCc2ccccc2)C3CNC3,,,6.537602002,,,,
Clc1ccc(cc1)C2CNC(=O)C2c3ccccc3,,,7.48148606,,,,
COC(=O)C1C2CCC(C[C@H]1c3ccc(OC)cc3)N2C,,8.096910013,,,,,
C[C@@]1(O)CC[C@](CN)(CC1)c2ccc(Cl)c(Cl)c2,,,6.28567024,,,,
CN(C)C(=N)NC1=NC(=O)C(=Cc2ccc(cc2)N3CCC(CC3)NC[C@H](O)c4ccc(O)c(NS(=O)(=O)C)c4)S1,,,,,8.522878745,,
Cc1nc(cs1)c2ccc(CCNC[C@H](O)c3cccnc3)cc2,,,,,5.866461092,,
Cc1ccccc1O[C@H]2C[C@H](N)c3ccccc23,,,6.22184875,,,,
COc1cc(ccc1CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)C(=O)NCCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6,,,,,,,8.795880017
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(O)cc13,,,6.443697499,,,,
CC(=O)NCc1cccc(OC[C@@H](O)CNCCc2ccc(NC(=O)c3ccccc3)cc2)c1,,,,4,,,5.217670731
CCC(=O)C1C2CCC(CC1c3ccc4c(CC)c(OC)ccc4c3)N2C,,7.511449283,,,,,
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(cc13)S(=O)(=O)NCCO,,,7,,,,
COC(=O)C1C(C[C@H]2CCC1N2C)OC(=O)Nc3ccc(cc3)N=C=S,,6.585026652,,,,,
O[C@H]1CNCCC12CCN(C2)c3nc(Oc4cccc(F)c4)cc(n3)C(F)(F)F,,,8.590066877,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3nc(cs3)c4ccc(F)cc4F)cc1)c5cccnc5,,,,,7.721246399,,
C[C@@H]1CN(CCOC(c2ccc(F)cc2)c3ccc(F)cc3)[C@@H](C)CN1CCOC(c4ccc(F)cc4)c5ccc(F)cc5,,7.443697499,,,,,
CN1C2CCC1[C@H]([C@H](C2)c3ccc(C)cc3)c4onc(C)c4c5ccc(F)cc5,,,7.119186408,,,,
COc1ccc(cc1)[C@](C)(NC[C@H](O)c2ccc(O)c(NS(=O)(=O)C)c2)C(=O)Nc3ccc(O)cc3,,,,6.522878745,,,
Fc1ccccc1N2CCN(CCCn3nnnc3C(c4ccccc4)c5ccccc5)CC2,,,5.876148359,,,,
CCCN1C2CCC1[C@H]([C@H](C2)c3ccc(SCC)cc3)C(=O)OC,,,6.045757491,,,,
Oc1ccccc1CCCN2CCN(CCOC(c3ccc(F)cc3)c4ccc(F)cc4)CC2,,7.823908741,,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(NC(=O)OCc3ccccc3)cc2)cc1)COc4ccc(O)cc4,,,,,9,,
O=C(N1CCCCC1)c2ccccc2NCC3=NCCN3,,,,,,6.400116928,
CSc1ccc(Cc2ccccc2CN(C)C)cc1,,,4.958607315,,,,
CN(C)Cc1ccccc1Cc2ccc(Cl)c(Cl)c2,,,6.494850022,,,,
N#Cc1ccc(cc1)c2cccc(O[C@@H]3C[C@H]4CC[C@@H](C3)N4)c2,,,6.761953897,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3coc(CCC4CCCC4)n3)cc1)c5cccnc5,,,,,7.823908741,,
C(CC1CCN(Cc2cc3ccccc3s2)CC1)OC(c4ccccc4)c5ccccc5,,6.76421913,,,,,
CCCCCCN1CCC(CNC[C@H](O)COc2cccc3[nH]c4ccccc4c23)CC1,,,,,6.177178355,,
Cc1cccc(n1)c2ccccc2OCC3=NCCN3,,,,,,6.899629455,
CC1CN(CCCn2c3ccccc3c4cc(ccc24)N=C=S)CC(C)N1C,,5.876148359,,,,,
CN(C)C(=N)NC1=NC(=O)C(=Cc2ccc(cc2)N3CCC(CC3)NC[C@H](O)COc4ccc(O)c5NC(=O)CCc45)S1,,,,,8.698970004,,
COc1cc(NC(=O)CCCCN(C)C(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)c(Cl)cc1CNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56,,,,,,,9
C[C@@H](Cc1cccc(CCNC(=O)Cc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67,,,,,,,9
C[C@@H](Cc1cccc(CNC(=O)Cc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67,,,,,,,9
COC(=O)C=C,,0.336,,,,,
Fc1cccc(Oc2cc(ccc2F)N3CCC4(CC3)CNCCO4)c1,,,6.779891912,,,,
Fc1ccc(cc1)N(CCCN2CCN(CCCc3ccc(SC#N)cc3)CC2)c4ccc(F)cc4,,7.000869459,,,,,
Brc1ccc(cc1)C(OCCC2CCN(CCCc3ccccc3)CC2)c4ccc(Br)cc4,,6.798602876,,,,,
COc1ccc(\C=C\CN2CCN(CCOC(c3ccccc3)c4ccccc4)CC2)cc1,,7.431798276,,,,,
Clc1ccc(cc1)C2C3CCC2CN(Cc4ccccc4)C3,,7.019996628,,,,,
COc1ccc(cc1)C(OC2CC3CCC(C2)N3C)c4ccccc4,,6.329754147,,,,,
COc1ccc(NC(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)cc1CCNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56,,,,,,,9.100000128
COC(=O)[C@H]([C@@H]1CCCCN1)c2ccccc2OC,,4.091514981,,,,,
CCOC(=O)CCC(=O)Nc1ccc(CCOC(=O)C2[C@H](C[C@H]3CCC2N3C)OC(=O)c4ccccc4)cc1,,7.065501549,,,,,
CN(C)CC1(CCCCC1)c2ccc3ccccc3c2,,,8.522878745,,,,
Oc1ccc(CCNCCS(=O)(=O)CCCOCCc2ccccc2)c3SC(=O)Nc13,,,,,,,9.200000237
Brc1ccc(cc1)[C@@H]2CC3CCC(S3)C2c4onc(c4)c5ccccc5,,,6.623423043,,,,
OCc1cc(ccc1O)C(O)CNCCc2ccc(cc2)N3CCC(CC3)c4ccccc4,,,,,,,6.400116928
CN1C2CCC1[C@H]([C@H](C2)c3ccccc3)c4ccccc4,,,7.899629455,,,,
CCCc1ccc(OCc2onc(n2)c3ccc(NC(=O)c4occc4)cc3)cc1,,,,,,,6.793174124
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)n3ncc(n3)c4cccc(F)c4)cc1)c5cccnc5,,,,,7.283996656,,
CN(CC(=O)N1CCN(CC1)c2ccccn2)S(=O)(=O)c3ccc(Cl)cc3,,,,,,,6.447331784
Fc1ccc(cc1)C(OCCN2CC3CCC(C2)N3C\C=C\c4cccnc4)c5ccc(F)cc5,,7.920818754,,,,,
Clc1ccc(cc1Cl)C2CNCc3cc(ccc23)c4ccc5ncnn5c4,,,7.511449283,,,,
Cc1cccc(OC(C2CCNCC2)c3cccnc3)c1C,,,5.896196279,,,,
COC(=O)[C@@H]1CN(C)CC[C@@H]1c2ccc(Cl)cc2,,7.420216403,,,,,
COc1cccc2C3=NCCN3C(O)(c4ccc(Cl)cc4)c12,,,7.22184875,,,,
CN1C2CCC1[C@@H]([C@@H](C2)c3ccc(C)cc3)c4ccc(C)cc4,,,6.468521083,,,,
CN1C2CCC1[C@H]([C@H](C2)c3ccc(C)cc3)c4ccccc4,,,8.707743929,,,,
Oc1cccc(CCCN2CCN(CCOC(c3ccccc3)c4ccccc4)CC2)c1,,8.060480747,,,,,
Fc1ccc(OC(CC2CNC2)c3ccc(Cl)c(Cl)c3)cc1,,,6.88941029,,,,
C[C@H](Cc1c[nH]c2c(OS(=O)(=O)c3ccccc3)cccc12)NC[C@H](O)c4cccc(NS(=O)(=O)c5cccs5)c4,,,,8.508638306,9.060480747,,8.508638306
COc1ccc(F)cc1CCC[C@@H]2CC[C@H](CN)O2,,,5.201487467,,,,
C(CN1CCCN(CCOC(c2ccccc2)c3ccccc3)CC1)Cc4ccccc4,,8.142667504,,,,,
Cn1ccnc1c2ccccc2C(=O)c3ccc(Cl)cc3,,5.366531544,,,,,
Clc1cc2OCOc2cc1CN3CCC(CC3)N4C(=O)C(=O)Nc5ccccc45,,,5.818156412,,,,
O[C@@H]([C@H]1CC[C@@H](Cc2ccc(NC(=O)CN3C=CC=CC3=O)cc2)N1)c4ccccc4,,,,,8.366531544,,
CN1CCN2CC1CCC2C(c3ccccc3)c4ccccc4,4.221125528,5.326979093,,,,,
CNCc1ccccc1Oc2ccc(Cl)cc2C,,,6.375717904,,,,
COc1cc(N(C)C(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)c(Cl)cc1CNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56,,,,,,,9.100000128
C(Nc1ccccc1c2conc2)C3=NCCN3,,,,,,7.337242168,
CCN(Cc1ccc(O)cc1Cl)C(=O)Cc2cccc(CC(C)(C)NC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3)c2,,,,,,,9.431798276
CSc1ccc(F)cc1NCC2=NCCN2,,,,,,8.638272164,
C(CN1CCC(COC(c2ccccc2)c3ccccc3)CC1)Cc4ccccc4,,7.838631998,,,,,
COc1c(O)c2c3ccccc3C[C@H]4N(C)CCc(c1OC)c24,,4.333482019,,,,,
CNC\C=C(/c1cccnc1)\c2ccc(Cl)cc2Cl,5.638272164,,,,,,
O[C@@H](CNC1Cc2ccccc2C1)c3ccc(O)c4NC(=O)C=Cc34,,,,,,,8.301029996
CN[C@H]1CC[C@@H](c2ccc(F)cc2)c3ccccc13,5.638272164,5.327902142,,,,,
Cl.CN1CCN2C(C1)c3ccccc3Cc4ccccc24,7.657577319,,,,,,
COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(cc3)S(=O)C)N2C,,,7.040958608,,,,
COC(=O)C1=C(CC2CCC1O2)c3ccc(cc3)c4cccs4,,,6.565431096,,,,
Cc1ccc(nc1)C(Oc2cccc(Cl)c2Cl)C3CCNCC3,,,5.459670525,,,,
Clc1cccc(OC(C2CCNCC2)c3ccccc3)c1Cl,,,6.698970004,,,,
CN1C2CCC1CC(C2)OC(c3ccc(F)cc3)c4cccc(C)c4,,6.966576245,,,,,
NCC1(O)CCN(CC1)c2cccc(Oc3ccccc3)c2F,,,7.809668302,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3noc(Cc4ccc(cc4)c5ccccn5)n3)cc1)c6cccnc6,,,,,8.698970004,,
OC[C@H](Cc1ccc(NC(=O)Nc2cccc(c2)[N+](=O)[O-])cc1)NC[C@H](O)COc3ccccc3,,,,9.045757491,9,,
Fc1ccc(cc1)[C@H]2CC3CCC(S3)C2c4onc(c4)c5ccccc5,,,7.30980392,,,,
CN1[C@@H]2CCC1C(C(C2)c3ccc(C)cc3)c4ccccc4,6.319664487,8.698970004,,,,,
CCOC(=O)C1[C@H](C[C@H]2CCC1N2C)OC(=O)c3ccccc3,,6.886056648,,,,,
CCn1ccc(n1)c2ccccc2NCC3=NCCN3,,,,,,7.602059991,
NC1CCN(c2ccc(Cl)c(Cl)c2)c3ccccc13,,,6.609064893,,,,
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCC2CCN(CC2)c3ccc(cc3)C(=O)N[C@@H](Cc4ccccc4)C(=O)O,,,,6.283996656,7.508638306,,4.698970004
COc1ccc2c(c1)c(C)c3N(C)CCc4cc5OCOc5c2c34,,4.331614083,,,,,
COC(=O)[C@H]1[C@@H](CC2CCC1O2)OC(c3ccc(F)cc3)c4ccc(F)cc4,,,6.283996656,,,,
CN(C)CCC=C1c2ccccc2CCc3ccccc13,5.602059991,,,,,,
Clc1ccc(cc1Cl)C2CNCc3cc(ccc23)N4C=CC=CC4=O,,,7.07211659,,,,
C[C@H](Cc1c[nH]c2c(OS(=O)(=O)C)cccc12)NC[C@H](O)c3cccc(CS(=O)(=O)c4ccccc4)c3,,,,,7,,
CCCC(N1CCCC1)C(=O)c2ccc(cc2)C#N,,,6,,,,
CC(C)N(C(C)C)C(=O)C1(CC1CNC(=O)CN)c2ccccc2,,,5.337242168,,,,
CN(C)C[C@@]1(CC[C@@](C)(O)CC1)c2ccc(Cl)c(Cl)c2,,,7.387216143,,,,
CSc1nc(SCCO)c2sc3nc(c4COC(C)(C)Cc4c3c2n1)c5occc5,,,,,,,5.742321425
CC(C)CC(C1CCCCN1)c2ccc(Cl)c(Cl)c2,,,8.259637311,,,,
CN1C2CCC1C(C(C2)c3ccc(Cl)cc3)C(=O)NCCCNC(=O)C4C5CCC(CC4c6ccc(Cl)cc6)N5C,,,7.283996656,,,,
NS(=O)(=O)c1ccccc1CCCCOCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2,,,,6.600326279,6.300162274,,9.100000128
CCCCCN1CCC(CNC[C@H](O)COc2cccc3[nH]c4ccccc4c23)CC1,,,,,6.496209317,,
CN1C2CCC1C=C(C2)c3c[nH]c4ccccc34,,,6.219682688,,,,
O[C@@H](CNCCc1cccc(Oc2ccc(cc2)C(=O)O)c1)c3cccc(Cl)c3,,,,,7.22184875,,
CC(C)OC(=O)C1C2CCC(CC1c3ccc(Cl)cc3)N2C,6.109020403,8.853871964,,,,,
COC(=O)C1C2CCC(CC1c3cccc(F)c3)N2,8.013228266,8.627087997,,,,,
C(O[C@@H]1CCNC1)c2ccc3ccccc3c2,,,5.420216403,,,,
CNC[C@H]1OCc2ccccc2[C@H]1Oc3cccc(C)c3C,,,5.585026652,,,,
CN[C@@H]1C[C@H](Oc2ccccc2)c3ccccc13,,,5.301029996,,,,
CN1C2CCC1[C@H]([C@H](C2)OC(c3ccc(F)cc3)c4ccc(F)cc4)C(=O)OCCc5ccc(cc5)[N+](=O)[O-],,8.48148606,,,,,
O[C@@H](CNCCc1ccc(NC(=O)Cc2ccc3ccccc3c2)cc1)COc4ccc(O)cc4,,,,6.823908741,6.619788758,,
Nc1ccc(OC[C@@H](O)CNCCc2ccc(NS(=O)(=O)c3ccc(I)cc3)cc2)cn1,,,,,8.107905397,,
CNCc1cc(ccc1Oc2ccc(Cl)cc2C)C(=O)NC,,,6.412289035,,,,
CC(NC1CCCC1)C(=O)c2cccc(Cl)c2,,,6.008773924,,,,
CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(C)cc3)C(=O)OC4CCC4,,,8.318758763,,,,
C(c1cccc2[C@@H](CCc12)c3ncc[nH]3)n4cccn4,,,,,,7.494850022,
CN1C2CCC1CC(C2)OC(c3ccccc3)c4ccc(F)cc4,,7.318758763,,,,,
CN(C)CC(c1ccc(C)cc1)C2(O)CCCCC2,6.27572413,,,,,,
CC(C)(Cc1cccc(CC(=O)NCc2cc(Cl)cc(Cl)c2O)c1)NC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3,,,,,,,9.886056648
Fc1ccc(cc1Cl)C23CCN(Cc4cc(ccc24)c5ccc(nn5)C(F)(F)F)C3,,,7.943095149,,,,
O[C@@H](CNCCc1ccc(NC(=O)Cc2ccccc2)cc1)COc3ccc(O)cc3,,,,6.119186408,5.769551079,,
CN1C2CC[C@@H]1[C@@H](COC(=O)CCC(=O)OC[C@@H]3C4CCC(C[C@@H]3c5ccc(Cl)c(Cl)c5)S4)[C@H](C2)c6ccc(Cl)c(Cl)c6,,,7.259637311,,,,
Cc1occ(n1)c2ccc(cc2)S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3,,,,,7.119186408,,
COc1ccc(CC(C)(C)NC[C@@H](O)c2cc(O)cc3NC(=O)COc23)cc1,,,,5.564633493,,,8.853871964
CN(CCOc1ccc(cc1)c2ccn(n2)S(=O)(=O)c3cccc4ccccc34)c5ccccn5,,,,,,,5.596879479
CN(CCCC(=O)Nc1ccc(CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)cc1C)C(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6,,,,,,,9
NC[C@@H]1C[C@@]1(C(=O)C2NCc3ccccc23)c4ccc5OCOc5c4,,,5.443697499,,,,
CCc1ccc(CC(C)(C)NCC(O)c2cc(Cl)c(N)c(Cl)c2)cc1,,,,6.158015195,,,
CCCCCCc1cccc(n1)N2CCc3cc(ccc23)S(=O)(=O)Nc4ccccc4,,,,,8.920818754,,
CC(C)(Cc1cccc(CC(=O)NCc2cccc(c2)c3ccc(O)cc3)c1)NC[C@H](O)c4ccc(O)c(NS(=O)(=O)C)c4,,,,,,,9.585026652
CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NC)nc(cc34)C#Cc5ccc(Cl)s5,,,6.787812396,,,,
Oc1cc2CCN[C@H](Cc3ccccc3)c2cc1O,,,,,,,7.055517328
Cl.COCC(C1CCNCC1)c2cccc(Cl)c2,,,5.585026652,,,,
COc1c(CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)ccc(NC(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6)c1C,,,,,,,9.599999383
CC(N(C)C)C1(CCCCC1)c2ccc3ccccc3c2,,,7.552841969,,,,
COc1ccc(OC)c2CC(N)CCCc12,,,,,,5.27572413,
[O-][S@+](Cc1cncs1)C(c2ccc(F)cc2)c3ccc(F)cc3,,,4.647817482,,,,
CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc3cccc(Cl)c3C#N,,,9.698970004,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)NC2CCCCC2)cc1)c3cccnc3,,,,,5.835647144,,
CN(C)C(=O)C1C2CCC(CC1c3ccc(Cl)cc3)N2C,6.025949097,8.853871964,,,,,
CNC(=O)C1[C@H](C[C@H]2CCC1N2C)OC(=O)c3ccccc3,,5.698970004,,,,,
COC(=O)[C@H]1C2CCC(C[C@H]1c3cc4ccccc4[nH]3)O2,,,6.455931956,,,,
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCC2CCN(CC2)S(=O)(=O)c3ccc(cc3)n4cc(cn4)C(=O)O,,,,6,7.366531544,,8
O[C@@H](CN[C@H]1CCc2ccc(cc2C1)c3ccc(s3)C(=O)O)c4cccc(Cl)c4,,,,,8.619788758,,
CN1[C@@H]2CCC1[C@H](C(C2)c3ccc(Cl)cc3)C(=O)O,,5.684029655,,,,,
CN(C)Cc1ccccc1Oc2ccc(F)cc2Cl,,,5.671620397,,,,
OC1CCCN(C1)C2(CCCCC2)c3cc4ccccc4s3,,8.756961951,,,,,
CN[C@H]1CCc2ccccc2[C@@H]1c3ccc(Cl)c(Cl)c3,,,7.040958608,,,,
COc1cc(CC2NCCc3cc(O)c(O)cc23)cc(OC)c1OC,,,,7.853871964,8.769551079,,8.455931956
Fc1ccc(cc1)C(OCCN2CCN(CCCc3occc3)CC2)c4ccc(F)cc4,,8.229147988,,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(NC(=O)CCCc3ccccc3)cc2)cc1)c4cccnc4,,,,,7.744727495,,
COc1cccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2)c1,,,,,,,9
CC(C)Oc1cc(ccc1C(=O)O)c2ccc3CC[C@@H](Cc3c2)NC[C@H](O)c4ccc(Cl)cc4,,,,6.508638306,9.15490196,,
Clc1cccc(CN(Cc2ccccn2)[C@@H]3CCNC3)c1Cl,,,6.903089987,,,,
