Smiles,NET_pIC50_rat,DAT_pIC50_rat,DAT_pIC50_human,B1_pEC50_human,B3_pEC50_human,A1a_pEC50_human,B2_pEC50_human
CN1C2CCC1[C@H]([C@H](C2)c3ccc(Cl)cc3)c4onc(Cc5ccc(F)cc5)c4,,,8.065501549,,,,
COC(=O)[C@@H]([C@H]1CCCCN1Cc2ccc(Cl)s2)c3ccccc3,,6.406713933,,,,,
CC(NC(C)(C)C)C(=O)c1cccc(C)c1,,,5.832682665,,,,
CCOC(=O)N1CCN(CC1)C(=O)CN(C)S(=O)(=O)c2ccc(Cl)cc2,,,,,,,6.00590291
C1NC[C@@]2(CC12)c3ccc4ccccc4c3,,,7.420216403,,,,
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3cc(C(=O)N)c(NS(=O)(=O)C)cc13,,,5.443697499,,,,
Oc1ccc(\C=C\CN2CCN(CCOC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)cc1,,7.698970004,,,,,
CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3cccnc3)cc2,,,,,8.420216403,,
Cc1noc2C(=NN(CCCN3CCN(CC3)c4cccc(Cl)c4)C(=O)c12)c5ccccc5,6.886056648,,,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3nc(cs3)c4ccccn4)cc1)c5cccnc5,,,,,7.657577319,,
CCc1ccc(cc1)[C@H]2C[C@H]3CCC(C2C(=O)OC)N3C,5.407823243,7.259637311,,,,,
CCN1CCc2c(sc3ccccc23)C(C1)c4cccc(Br)c4,,6.677780705,,,,,
COc1ccccc1OCCCC(=O)Nc2nccs2,,,,,,,5.2915791
Fc1ccc(N2c3ccccc3N(CC[C@@H]4CNCCO4)S2(=O)=O)c(F)c1,,,5.690369833,,,,
CN1[C@H]2CC[C@@H]1[C@@H](C#Cc3ccccc3)[C@H](C2)c4ccc(C)cc4,,,9.096910013,,,,
OCc1ccc(cn1)c2cccc3OC[C@H](Cc23)NC(=O)c4ccc(OCC(F)(F)F)nc4,,,5.698970004,,,,
Cc1ccc(OC(CC2CNC2)c3ccc(Cl)c(F)c3)cc1,,,6.958607315,,,,
CC(C)c1nc(C[S+]([O-])C(c2ccccc2)c3ccccc3)cs1,,,4.614393726,,,,
COc1c(O)c2c3ccccc3CC4N(C)CCc(c1OC)c24,,4.397940009,,,,,
CN1C2CCC1[C@H](C(C2)c3ccc(Cl)cc3)c4onc(n4)c5ccccc5,6.610833916,8.795880017,,,,,
CSc1ccc(Sc2ccc(cc2CN(C)C)N(C)S(=O)(=O)C)cc1,,,5.443697499,,,,
CC(NC1CCCC1)C(=O)c2cccc(C)c2,,,6.074687909,,,,
OCc1cc(ccc1O)C(O)CNCCc2ccc(NCC(O)c3ccccc3)cc2,,,,,,,9.499999679
CNCCC[C@H](c1cccs1)c2cccc3ccccc23,,6.331614083,,,,,
Clc1ccc2c(Cl)c(sc2c1)C(=O)Nc3cccc(c3)c4oc5cccnc5n4,,,,,,,5.141462802
C(CN1CCC2CCC(C1)N2)OC(c3ccccc3)c4ccccc4,,6.585026652,,,,,
NCCC1CCC(Cc2ccccc2)O1,,,6.247951552,,,,
COc1ccccc1CC(N2CCNCC2)c3ccccc3,,,4.958607315,,,,
O[C@@H](CNCCc1ccc(NC(=O)Cc2ccsc2)cc1)COc3ccc(O)cc3,,,,6.30980392,6.259637311,,
CNC[C@]1(O)Cc2ccccc2[C@@H]1Oc3ccc(C)cc3C,,,5.096910013,,,,
O[C@@H]([C@H]1CC[C@@H](Cc2ccc(NC(=O)CN3C=NC=CC3=O)cc2)N1)c4ccccc4,,,,,8.408935393,,
Clc1ccc(cc1Cl)[C@H]2CCCN3CCCC[C@H]23,,7.958607315,,,,,
CN1[C@H]2CC[C@@H]1[C@H](C=C(Br)Br)[C@H](C2)c3ccc(C)cc3,,,8.443697499,,,,
C(NC1(CCCCC1)c2cc3ccccc3s2)C4CCC4,,8.397940009,,,,,
CN1C2CCC1C3COC(=O)CCC4(CCC(=O)Nc5ccc(cc5)C3C2)c6ccccc6c7ccccc47,,,6.537602002,,,,
COc1ccc(cc1OC)S(=O)(=O)N2CCC(CC2)NC[C@H](O)COc3cccc4NC(=O)Nc34,,,,,7.045757491,,
COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1c3ccc(Cl)c(C)c3)N2C,,,8.698970004,,,,
CN[C@H]1CCc2ccccc2[C@H]1c3ccc(Cl)c(Cl)c3,,,5.791558644,,,,
CN[C@H]1CC[C@@H](c2cccc(c2)C(F)(F)F)c3ccccc13,5.568636236,5.602059991,,,,,
O[C@@H](CNC1CCN(CC1)c2ccc(CC3=C(O)NC(=O)S3)cc2)COC4=CC=CC5=NC(=O)N=C45,,,,7.677780705,7.619788758,,
CNC(C)C1(CCCCC1)c2ccc3ccccc3c2,6.920818754,7.657577319,7.200659451,,,,
CC(=O)CCCc1onc(n1)c2ccc(cc2)S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3,,,,,6.886056648,,
CC(C)(Cc1ccc(cc1)C(F)(F)F)NCC(O)c2ccc(O)c3NC(=O)COc23,,,,8.431798276,,,9.397940009
Clc1ccc(cc1)C2CNC(=O)C2c3cccc(Cl)c3,,,7.443697499,,,,
CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(c3ccccc3)c4cccc(Cl)c4,,6.642065153,,,,,
COC(=O)[C@@H]([C@H]1CCCCN1)c2cc(C)cc(C)c2,,5.328827157,,,,,
OC(CNC1CCN(CC1)c2ncnc3scc(c4ccccc4)c23)COc5cccc(c5)C(=O)N6CCOCC6,,,,,7.259637311,,
CC(C)C[C@H](NC(=O)c1ccc(cc1)N2CCC(CC2)NC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3)C(=O)O,,,,7.22184875,8.096910013,,7.096910013
CNC[C@H](CCN1c2ccccc2N(c3ccccc3)S1(=O)=O)OC,,,5.98505965,,,,
Cl.C(N(C1CNC1)c2ccccc2)c3ccc4ccccc4c3,,,6.168770306,,,,
CCCCCCN(C)C(=O)N1CCc2cc(ccc12)S(=O)(=O)Nc3ccccc3,,,,,7.327902142,,
Clc1ccc(cc1)C23CCN(CC2)Cc4cc(ccc34)c5cncnc5,,,6.806041022,,,,
COc1ccccc1C2Cc3nccn3C2,,,,,,7.657577319,
OC(CNCCNC(=O)Nc1ccc(O)cc1)COc2ccc(OCCOCCc3ccc(F)cc3)cc2,,,,8.638272164,5,,5
COC(=O)C1C2CCC(CC1c3ccc(Cl)c(Cl)c3)N2CCC[N+]45CCS[Re]46(=O)SCCN6C(=O)C5,,,7.974694135,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(CCc3nc(Cc4ccc5ccccc5c4)cs3)cc2)cc1)c6ccccc6,,,,,7.920818754,,
CC1(N2CCCN=C2c3ccccc13)c4ccc(Cl)cc4,,,6.903089987,,,,
CN[C@@H]1CC[C@@H](c2ccc(OC)cc2)c3ccccc13,6.823908741,6.397940009,,,,,
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccc(cc13)S(=O)(=O)N(C)C,,,5.823908741,,,,
CC(Sc1nc(cc(n1)C(F)(F)F)c2ccccc2)C(=O)N3CCCC3,,,,,,,6.614393726
C[C@@H](Cc1ccc(O)cc1)NC[C@H](O)c2cc(O)cc(O)c2,,,,,,,8.327902142
COc1cccc2Cc3ccccc3[C@H]4CN(C)CCN4c12,5.906578315,,,,,,
CCCC(N1CCCC1)C(=O)c2ccc(C)cc2,,,7.494850022,,,,
OC(CCN1CCC(=CC1)Cc2ccccc2)c3csc4ccccc34,,,6.247183569,,,,
NC[C@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,,,7.036212173,,,,
Fc1ccc(cc1)C(CCCN2CCC(CC2)NC(=O)OCCc3ccc(cc3)C#N)c4ccc(F)cc4,,,6.107348966,,,,
C(CN1CCN(CCOC(c2ccccc2)c3ccccc3)CC1)Cc4nc5ccccc5[nH]4,,7.769551079,,,,,
COCc1cc(F)cc2C(CCc12)c3ncc[nH]3,,,,,,7.229147988,
CCCCC(=O)Nc1ccc(cc1)C(=O)N(CC)c2ccccc2C,,,,,,,4.756961951
COC(=O)C1[C@@H](CC2CCC1N2Cc3ccccc3)OC(=O)c4ccccc4,,6.175223538,,,,,
CNC[C@H](O)CCN1c2ccccc2N(c3cc(F)ccc3F)S1(=O)=O,,,6.293282218,,,,
Clc1ccccc1[C@H]2CCCN3CCCC[C@H]23,,5.899629455,,,,,
CNC(=O)NC(c1ccc(F)cc1)c2onc(n2)c3ccc(cc3)S(=O)(=O)Nc4ccc(CCNC[C@H](O)c5cccnc5)cc4,,,,,8.522878745,,
C[C@H](Cc1cccc(CC(=O)NCc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67,,,,,,,9
CCC(=O)C1C2CCC(CC1c3ccc(CC)c4ccccc34)N2C,,7.124360063,,,,,
CCCC(N1CCCC1)C(=O)c2ccc(OC)cc2,,,6.548213564,,,,
CC(C)(Cc1cccc(c1)C(F)(F)F)NCC(O)c2ccc(O)c3NC(=O)COc23,,,,8.431798276,,,9.22184875
CN1[C@@H]2CCC1C(COC(=O)C)[C@H](C2)OC(=O)c3ccccc3,,6.565431096,,,,,
CC(C)N1CCN(CC1)C(CN2CCN(CCCc3c(C)cccc3c4ccccc4)CC2)c5ccc(F)cc5,5.619788758,,,,,,
CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)[C@H]2CCNC2,,,5.903089987,,,,
CN(C)C1CN(c2ccc(Cl)c(Cl)c2)c3ccccc3C1,,,6.913640169,,,,
COC(=O)C1=C(CC2CCC1C2)c3ccc(F)cc3,,,6.408935393,,,,
CN1C2CCC1C(C(C2)c3ccc(Cl)cc3)c4onc(c4)c5ccc(Cl)cc5,5.276544328,8.192464972,,,,,
COc1ccc(C[C@H](C)NC[C@H](O)c2cc(O)cc(O)c2)cc1,,,,,,,8.698970004
CCCCN(CCNC[C@H](O)c1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3,,,,,,,9.100000128
Cc1nc(C[S+]([O-])C(c2ccccc2)c3ccccc3)cs1,,,5.488116639,,,,
Oc1ccc2c(CCC3CCNCC3)c[nH]c2c1,6.22184875,6.823908741,,,,,
CCN(CC)CC1(CCCCC1)c2ccc(Cl)c(Cl)c2,6.148741651,8.22184875,,,,,
CN1C2CCC1CC(C2)OC(c3ccccc3)c4ccccc4F,,6.853871964,,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)n3ncc(Cc4c(F)cccc4F)n3)cc1)c5cccnc5,,,,,7.619788758,,
C[C@H](CNc1ccc(CC(=O)NS(=O)(=O)c2ccccc2)cc1)NC[C@H](O)c3cccc(Cl)c3,,,,6.100179498,9.102372909,,7.494850022
Clc1ccccc1Oc2nnc(cc2C#N)c3ccccc3,,,,,,,6.761953897
CN1C2CCC1CC(C2)OC(c3ccccc3)c4cccc(Cl)c4,,6.642065153,,,,,
CCCC(N1CCCC1)C(=O)c2ccc(cc2)c3cccs3,,,6.268411235,,,,
Fc1ccc(cc1)C(OCCN2CC3CCC(C2)N3Cc4cc5ccccc5[nH]4)c6ccc(F)cc6,,8.853871964,,,,,
O[C@@H](CNCCc1ccc(NC(=O)Cc2cccc(Cl)c2)cc1)COc3ccc(O)cc3,,,,7.080921908,6.050609993,,
CCCCCCCCc1cccc(c1)N2CCc3cc(ccc23)S(=O)(=O)Nc4ccccc4,,,,,8.886056648,,
C(Cc1cn(Cc2ccccc2)c3ccccc13)C4CCNCC4,5.301029996,6.522878745,,,,,
O[C@@H](CNCCc1cccc(CNCCCc2ccccc2)c1)c3ccc(O)c4NC(=O)Sc34,,,,,,,9.300000202
CNCCC[C@@H](c1ccc(Cl)c(Cl)c1)c2cccc3ccccc23,,6.679853714,,,,,
C[C@@H](Cc1c[nH]c2ccccc12)NC[C@H](O)c3cccc(Cl)c3,,,,8.026872146,7.886056648,,
Clc1ccc(cc1)C(CC2CCCCC2)C3CCCCN3,,,6.638272164,,,,
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4cc(ccc4C)C(=O)Nc5cccc(CCNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)c5,,,,,,,9
N#Cc1ccc(cc1)N2CCN3CC2CCC3C(c4ccccc4)c5ccccc5,,6.958607315,,,,,
COC(=O)C1[C@H](CC2CCC1N2CCCc3ccccc3)OC(c4ccc(F)cc4)c5ccc(F)cc5,,,7.657577319,,,,
COC(=O)c1ccc(cc1)C2(O)N3CCN=C3c4ccccc24,,5.48148606,,,,,
Cc1cc(on1)c2ccccc2NCC3=NCCN3,,,,,,7.408935393,
CNCCN(C)CCOC(c1ccccc1)c2ccccc2,,6.263603498,,,,,
CN1C2CCC1C(C(C2)c3ccc(C)cc3)c4onc(c4)c5ccc(F)cc5,6.037630664,8.190440285,,,,,
C(N(C1CCCCC1)C2CNC2)c3ccc4ccccc4c3,,,6.302770657,,,,
CNC1CC(c2ccccc2)c3ccccc13,6.494850022,5.853871964,,,,,
CN1C2CCC1[C@@H]([C@H](C2)c3ccc(Cl)cc3)C(=O)C(F)(F)F,,,6.42365865,,,,
CN[C@@H]1CC[C@@H](c2ccc(Br)cc2)c3ccccc13,7.522878745,7.096910013,,,,,
CN1C2CCC1C(C(C2)c3ccc(Cl)cc3)C(=O)Oc4ccccc4,5.528708289,8.70333481,,,,,
C(CN1CCN(CCc2cccc3ccccc23)CC1)OC(c4ccccc4)c5ccccc5,,7.37675071,,,,,
Cc1ncc(CN2CCCC(C2)C(=O)Nc3ccc(cc3)c4cccc(F)c4)s1,,,,,,,6.136082623
CC\C=C\CC\C=C\c1csc(Cc2ccc(cc2)S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4ccccc4)cc3)n1,,,,,7.292429824,,
CN1C2CCC1CC(C2)OC(c3ccc(F)cc3)c4ccc(F)cc4,,7.860120914,7.346787486,,,,
CN1CCN(CC1)[C@@H]2C[C@@H](c3ccc(F)cc3)c4ccc(F)cc24,4.920818754,5.769551079,,,,,
COc1cc(NC(=O)Cc2cccc(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c(Cl)cc1CNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67,,,,,,,9
CCCOc1cc(ccc1C(=O)O)c2ccc(OCCNC[C@H](O)c3cccc(Cl)c3)cc2,,,,6.920818754,9.677780705,,
CN1CC(c2ccc3sccc3c2)c4ccc(C)cc4C1,,,7.920818754,,,,
O[C@@H](CNCCc1ccc(NC(=O)CN2C=Nc3ccccc3C2=O)cc1)c4cccnc4,,,,,7.721246399,,
CN1CCN(C[C@H](c2csc(Cl)c2)C3(O)CCCCC3)CC1,,,6.673664139,,,,
CS(=O)(=O)c1ccc(Cl)cc1NCC2=NCCN2,,,,,,8.552841969,
CCC(C)C(=O)[C@@]12C(=C(CC=C(C)C)C(=O)[C@@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CCC=C(C)C)C2=O)O,,,5.698970004,,,,
CN1C2CCC1[C@@H](COC(=O)CCC(=O)OC[C@@H]3C4CCC(C[C@@H]3c5ccc(Cl)c(Cl)c5)N4C)[C@H](C2)c6ccc(Cl)c(Cl)c6,,,7.920818754,,,,
CN1C2CCC1CC(C2)OC(c3ccc(Cl)cc3)c4ccc(Cl)cc4,,7.630784143,,,,,
OCc1cc(ccc1O)[C@@H](O)CNCCCCCCOCCCCc2cccc(CN3C(=O)NC(=O)C3=O)c2,,,,7.301029996,7.602059991,,9.100000128
Cc1cc(C)n(CC(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)n1,,,,,6.910094889,,
CCC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2,,,,,8.853871964,,
Fc1ccc(CN2CCC(CCOC(c3ccccc3)c4ccccc4)CC2)cc1,,8.605548319,7.424812155,,,,
COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c3ccccc3)N2C,5.680893941,7.657577319,7.638272164,,,,
CCN(CC)C(=O)N1CCC(CC1)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2,,,,6.785156152,7.443697499,,
Nc1cnc(Oc2ccc3c(CN4CCC3(CC4)c5ccc(Cl)cc5)c2)cn1,,,6.98505965,,,,
CC(=O)NCc1cccc(OC[C@@H](O)CNCCc2ccc(NC(=O)Cc3ccccc3)cc2)c1,,,,5.207328211,,,4.797784224
CC(C)C1C(=O)Nc2cccc(OC[C@@H](O)CNC(C)(C)Cc3ccc(Oc4ccc(cn4)C(=O)N)cc3)c12,,,,,7.853871964,,
CS(=O)(=O)c1ccc(cc1)c2ccc3C(CNCc3c2)c4ccc(Cl)c(Cl)c4,,,7.113509275,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)N3CCN(CCC(=O)N4CCCC4)C3=O)cc1)c5cccnc5,,,,,6.886056648,,
COc1ccccc1CNC(=O)Cc2cccc(C[C@@H](C)NC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3)c2,,,,,,,10.39794001
CN(C)CC1(CCC(O)CC1)c2ccc(Cl)c(Cl)c2,7.173925197,6.431798276,,,,,
CN1C2CCC1CC(C2)OC(c3ccc(F)cc3)c4cccc(F)c4,,6.8569852,,,,,
CN1C2CCC1C(C(C2)c3ccc(Cl)cc3)C(=O)NCCCCCCNC(=O)C4C5CCC(CC4c6ccc(Cl)cc6)N5C,,,5.853561865,,,,
CN(CCCN(C)CCOC(c1ccccc1)c2ccccc2)CCCc3ccccc3,,,6.625251654,,,,
CCCCCCc1ccc(nc1)N2CCc3cc(ccc23)S(=O)(=O)Nc4ccccc4,,,,,8.795880017,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)N2CCCCC2)cc1)c3cccnc3,,,,,7.004364805,,
[O-][S+](Cc1cccs1)C(c2ccc(Cl)cc2)c3ccc(Cl)cc3,,,5.142667504,,,,
CN1C2CCC1[C@H]([C@H](C2)c3ccc(Cl)c(Cl)c3)C(=O)OCCc4ccccc4,,8.494850022,,,,,
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCC2CCN(CC2)c3ccc(cc3)C(=O)N[C@@H](CC(=O)O)C(=O)O,,,,6.236572006,8.22184875,,8.301029996
COC(=O)[C@H]([C@H]1CCCCO1)c2ccc(Cl)c(Cl)c2,,,6.133122186,,,,
Fc1ccc(CNC(=O)CCCCCN2C(=O)Nc3ccsc3C2=O)cc1,,,,,,,7.110138279
CC(C)Sc1cc(ccc1C(=O)NS(=O)(=O)C)c2ccc(CCNC[C@H](O)c3cnccc3N)cc2,,,,6.408935393,10.09691001,,5.920818754
C(Sc1nnnn1c2cccc3ccccc23)c4ccccn4,,,,,,,5.913640169
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3coc(Cc4ccc(F)c(F)c4)n3)cc1)c5cccnc5,,,,,8.397940009,,
CN1CCc2cc3OCOc3c4c2C1Cc5cccc(O)c45,,4.337242168,,,,,
COc1ccc(C[C@H]2N(C)CCc3cc(OC)c(OC)cc23)cc1Oc4ccc(C[C@H]5N(C)CCc6cc(OC)c(OC)cc56)cc4,,5.236572006,,,,,
Clc1ccc(cc1Cl)C2CNCc3cc(ccc23)c4cccc(c4)C#N,,,6.671620397,,,,
Cc1ocnc1c2ccc(OCCNC[C@H](O)c3cccnc3)cc2,,,,,6.510041521,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2cnc3ccccc3c2)cc1)COc4cccnc4,,,,,7.494850022,,
CCOCCOc1ccc(OCC(O)CNCCNC(=O)Nc2ccc(O)cc2)cc1,,,,7.638272164,5,,5
O[C@@H](CNCCc1ccc(NC(=O)c2cccc(c2)c3ncc[nH]3)cc1)c4cccnc4,,,,,8,,
CC(NC1CCCC1)C(=O)c2cccc(F)c2,,,6.159266765,,,,
CN(C)CC(c1ccc(Br)cc1)C2(O)CCCCC2,6.677780705,,,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3noc(Cc4ccc(F)cc4)n3)cc1)c5cccnc5,,,,,7.920818754,,
COCO[C@H]1CC2C[C@@H](CC1N2C)OC(c3ccccc3)c4ccc(Cl)cc4,,6.397940009,,,,,
N#Cc1ccc(CNC2CCC(OC2)C(c3ccccc3)c4ccccc4)cc1,5.801342913,7.27572413,,,,,
O[C@@H](CNCCc1ccc(cc1)c2ccc(OCC(=O)O)cc2)c3cccc(Cl)c3,,,,,7.744727495,,
CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc3ccc(CCC(=O)O)cc3C#N,,,8.552841969,,,,
CN(C)CCC(c1ccc2ccccc2c1)n3ncnn3,,,6.210419288,,,,
Clc1ccc(cc1Cl)[C@@]23CNC[C@@H]2C3,,6.48148606,6.88941029,,,,
CC(CCc1ccc(O)cc1)NCC(O)c2ccc(O)cc2,,,,,,,8.040958608
CN1C2CCC1C(C(C2)c3ccc(C)cc3)c4onc(c4)C(C)(C)C,5.477555766,7.585026652,,,,,
O[C@@H](CNCCc1ccc(Nc2ccc(OCCN3CCNCC3)cc2)cc1)c4ccc(O)c5NC(=O)C=Cc45,,,,8,7.397940009,,9.899998417
COC(=O)C1C2CC[C@H](C[C@@H]1c3ccc(Cl)c(C)c3)N2C,7.443697499,9.091514981,9.22184875,,,,
C(Cn1nnnc1C(c2ccccc2)c3ccccc3)N4CCN(Cc5ccccc5)CC4,,,5.640354207,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)N3C=CN(Cc4ccc(F)c(F)c4)C3=O)cc1)c5cccnc5,,,,,8.585026652,,
CS(=O)(=O)c1cccc2c(CCNC[C@H](O)c3cccc(NS(=O)(=O)c4cccc(N)c4)c3)c[nH]c12,,,,,9.508638306,,
Cc1cccc(CN(C2CCOCC2)[C@H]3CCNC3)c1C,,,6.138465589,,,,
CCCOc1cc(ccc1C(=O)O)c2ccc(CCCNC[C@H](O)c3cccc(Cl)c3)cc2,,,,6.744727495,9.15490196,,
CCCCOc1ccc(cc1)S(=O)(=O)N2CC(C2)NC[C@H](O)c3ccc(O)cc3,,,,5.795880017,7.522878745,,6.036212173
NCC1C2CCC(C2)C1c3ccc(Cl)c(Cl)c3,,7.48148606,,,,,
CN(C)C(=N)NC1=NC(=O)C(=Cc2ccc(cc2)N3CCC(CC3)NC[C@H](O)COc4ccc(O)cc4)S1,,,,,6.397940009,,
CNC[C@]1(O)Cc2ccccc2[C@@H]1Oc3ccc(F)cc3C,,,5.301029996,,,,
CN(C)CC1(O)CCN(CC1)c2nc(Oc3cccc(F)c3)cc(n2)C(F)(F)F,,,8.459670525,,,,
CN(C)Cc1cnc(C)cc1Oc2ccc(Cl)cc2C,,,5.774690718,,,,
Fc1ccc(cc1)[C@H]2C[C@H](N3CCN(CCN4CCNC4=O)CC3)c5cc(F)ccc25,7.769551079,7.173925197,,,,,
OCCN1CCN(CC1)C2CC(c3ccc(F)cc3)c4ccc(cc24)C(F)(F)F,,7.031517051,,,,,
OC1(CNC(=O)CC2CC2)CCN(CC1)c3nc(Oc4cccc(F)c4)cc(n3)C(F)(F)F,,,7.580044252,,,,
CN1[C@@H]2CCC1C([C@H](C2)c3ccc(Cl)cc3)C(=O)OCCc4ccc(N=[N+]=[N-])c(I)c4,,7.823908741,,,,,
Clc1ccc(cc1Cl)[C@]23CNCC2C3,,,7.017728767,,,,
CC(C)OC(=O)[C@H]1[C@H](C[C@H]2CCC1N2C)OC(=O)c3ccccc3,4.628064416,6.675717545,,,,,
Clc1cccc(c1)C2CNC(=O)C2c3ccc(Cl)c(Cl)c3,,,6.764471553,,,,
OCc1cc(ccc1O)[C@@H](O)CNCCCCCCOCCCCc2cccc(c2)S(=O)(=O)N3CCOCC3,,,,6.199970641,6.199970641,,8.886056648
COC(=O)[C@@H]1C2CCC(C2)CC1c3ccc(Cl)c(Cl)c3,,,7.37675071,,,,
CNC[C@]1(O)Cc2ccccc2[C@@H]1Oc3ccccc3F,,,5.397940009,,,,
Cc1oc(cc1)c2ccccc2NCC3=NCCN3,,,,,,8.568636236,
C[C@@H]1NC(C)(C)CO[C@@]1(O)c2cccc(c2)[N+](=O)[O-],,,7.920818754,,,,
COC(=O)C1=C(CC2CCC1N2CCCN3CCS[Re]4(=O)SCCN4C(=O)C3)c5ccc(Cl)c(Cl)c5,,,7.22184875,,,,
CCc1ccc(cc1)[C@H]([C@H]2CCCCN2)C(=O)OC,,6.132532512,,,,,
COc1ccc(cc1)[C@](C)(NC[C@H](O)c2ccc(O)c(NS(=O)(=O)C)c2)C(=O)Nc3cccc(OCC(=O)O)c3,,,,5.337242168,,,
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4cccc(CC(=O)Nc5cc(C)c(CNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)cc5C)c4,,,,,,,8.522878745
FC(F)Oc1ccc(nn1)c2ccc3c(CN4CCC3(CC4)c5ccc(Cl)cc5)c2,,,7.241845378,,,,
NCC1CCC(O1)c2cccc3ccccc23,,,6.334419009,,,,
OC[C@@H]1CNCCO[C@H]1c2ccc(Cl)c(Cl)c2,,,5.508638306,,,,
CN1C[C@@H](c2ccccc2)c3cccc(N)c3C1,8.180456064,7.318758763,,,,,
Fc1ccc(cc1)C(OCCN2CCN(Cc3cccc4ccccc34)CC2)c5ccc(F)cc5,,7.508638306,,,,,
Cn1cc(cn1)c2ccccc2[C@@H]3Cc4nccn4C3,,,,,,8.045757491,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3noc(COc4ccc(OC(F)(F)F)cc4)n3)cc1)c5cccnc5,,,,,8.096910013,,
CN1C2CCC1C(C(C2)c3ccc(C)cc3)c4onc(c4)c5ccccc5,6.400116928,8.801342913,,,,,
Nc1ccc(nn1)c2ccc3C(CNCc3c2)c4ccc(Cl)cc4,,,7.508638306,,,,
Oc1ccc(CCNCCNC(=O)CCOCCc2ccccc2)c3SC(=O)Nc13,,,,,,,8.795880017
O[C@@H](CNCCc1cccc(CNCc2ccccn2)c1)c3ccc(O)c4NC(=O)Sc34,,,,,,,9.200000237
Fc1cccc(Oc2cc(nc(n2)N3CCC4(CC3)CNCC(=O)N4)C(F)(F)F)c1,,,6.319664487,,,,
CNCC1(CCCCC1)c2ccc3ccccc3c2,,,7.045757491,,,,
COC(=O)[C@@H]1[C@H]2CC[C@H](C[C@@H]1c3ccc(OC)c(F)c3)N2C,,,7.795880017,,,,
CC(C)c1cc(on1)C2C3CCC(CC2c4ccc(C)cc4)N3C,5.598599459,8.346787486,,,,,
OCc1cc(ccc1O)C(O)CNCCc2ccc(NCc3ccc4ccccc4c3)cc2,,,,,,,6.801342913
CCN1C(=O)C=CC1=O,,4.329995489,,,,,
O[C@@H](CN[C@H]1CCc2ccc(cc2C1)c3ccc(OCC(=O)O)cc3)c4cccc(Cl)c4,,,,,8.236572006,,
C[C@@H](Cc1cccc(CCC(=O)NCc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67,,,,,,,7.958607315
Fc1ccccc1OC(CC2CNC2)c3ccc(Cl)c(F)c3,,,7.193820026,,,,
Fc1ccc(C2Cc3nccn3C2)c(c1)n4cccn4,,,,,,7.568636236,
