smiles,pEC50_GluN_e2z1_rat,pEC50_GluN_e3z1_rat,pEC50_GlyT1_human,pEC50_GlyT2_human,pIC50_GABAa1b2g2_human,pEC50_GluA_human,pKi_GABA_a1b3g2_human,pKi_GABA_a2b3g2_human,pKi_GABAa5b3g2_human,pKi_GABA_a3b3g2_human
COc1ccc(cc1)-c1cc(-c2cc(C)cs2)c(=O)n(C)c1-c1ccncc1,,,,,,,7.387216143,7.420216403,6.468521083,7.638272164
Clc1ccc(cc1)-c1c(o[nH]c1=O)C1CCNCC1,,,,,,,6.690369833,,,
CCCc1ncc2Cc3c(ncn3-c3ccc(F)cc3-c2n1)C(=O)OCC,,,,,,,,,8.096910013,
COC(=O)c1ccc(cc1)C1N(CCc2c[nH]c3ccccc23)C(=O)C(O)=C1C(=O)c1ccccc1,,4.769551079,,,,,,,,
COc1ccc(cc1)-n1nc2c(c[nH]c3ccc(Cl)cc23)c1=O,,,,,,,9.698970004,9.698970004,9.522878745,9.698970004
CS(=O)(=O)c1ccc(-c2ccccc2)c(c1)C(=O)N1CCN(CC1)c1ccc(cc1)C(F)(F)F,,,7.508638306,,,,,,,
Cc1cccc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ccccn2)n1,,,,,,,6.28567024,6.643400564,7.815308569,6.982966661
O=C1C[C@@]23[C@@H]4C[C@@H]5[C@@H]6[C@@H]2N(c2ccccc32)C(=O)C[C@@H]6OCC=C5CN14,,,,,,,,,,
CCC(=O)c1ncn-2c1Cn1ncnc1-c1cc(Cl)ccc-21,,,,,,,,,8.585026652,
CC(C)(O)c1cnn2c(cnc2n1)-c1ccc(F)c(c1)-c1ccc(F)cn1,,,,,,,8.838631998,8.638272164,8.906578315,8.557520231
CC(C)S(=O)(=O)NCC(C)c1ccc(cc1)-c1ccsc1,,,,,,6.180456064,,,,
CSc1sc(c2CC(C)(C)CC(=O)c12)-c1nccs1,,,,,,,7.214670165,7.356547324,8.657577319,7.327902142
Cc1ccc(cc1)C1CNC(=O)C11CCN(CC1)C1(CCCCC1)c1ccc(F)cc1,,,7.13667714,,,,,,,
OS(=O)(=O)C1CCNCC1,,,,,,,,6.970007825,,
Cc1cc(C)n(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ccccc2)n1,,,,,,,7.638272164,8.124938737,9.585026652,8.638272164
Cc1ccc(cc1)-n1nc2c3cc(CCc4ccccc4)ccc3[nH]c(=O)n2c1=O,,,,,,,8.443697499,7.187086643,7.180456064,8.013228266
Cc1nnc2ccc(nn12)-c1cccc(c1)C(F)(F)F,,,,,,,7.180456064,6.142667504,6.251037139,6.070581074
On1cc(C2CCNCC2)c(n1)-c1cn(Cc2ccccc2)c(n1)-c1ccccc1,,,,,6.669586227,,,,,
Cc1cccc-2c1N(Cc1c(ncn-21)-c1noc(n1)C1CC1)C(=O)N1CCOCC1,,,,,,,,7.522878745,,
Cc1ccc(cc1)C1(CCCCC1)N1CCC2(CC1)C(CNC2=O)c1ccc(F)cc1,,,6.377785977,,,,,,,
O=c1[nH]oc(C2CCNCC2)c1-c1ccc(Oc2ccccc2)cc1,,,,,,,8.096910013,,,
C=CCO\N=C1/[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N(c2ccccc62)C1=O,,,,,,,,,,
CCOc1ccc2C(COc3ccc(OC)cc3)N(CCc2c1)C(=O)c1cccc(Cl)c1,5.107905397,5.619788758,,,,,,,,
C(Cc1ccccc1)Oc1nn2c(nnc2c2ccccc12)-c1ccccc1,,,,,,,6.420216403,6.142667504,,6.142667504
CC(C)NC(=O)C(C=Nc1ccc(Cl)cc1)C(=O)c1ccccc1Cl,,,,,7.397940009,,,,,
FC(F)(F)COC(=O)c1ncn-2c1[C@@H]1CCCN1C(=O)c1cc(ccc-21)C#C,,,,,,,6.524328812,6.764471553,8.080921908,6.772113295
COc1ccc(cc1)-c1cc(-c2ccsc2)c(=O)n(C)c1-c1ccncc1,,,,,,,7.408935393,7.292429824,6.346787486,7.920818754
Clc1ccc(N\C=C(/C(=O)NC2CCC2)C(=O)c2ccccc2Cl)cc1,,,,,8.148741651,,,,,
CCCNC(=O)c1nnc2c(CC(C)C)cccc2c1N,,,,,,,,9,,
CC(Oc1ccc(cc1C(=O)N1CCN(CC1)c1cnc(nc1)C(F)(F)F)S(C)(=O)=O)C(F)(F)F,,,6.27572413,,,,,,,
CCN1CNC(=O)C11CCN(CC1)[C@H]1CCCC[C@H]1c1ccccc1,,,5.180456064,,,,,,,
CC[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)CCCCC(O)=O,4.764471553,,,,,,,,,
OC(=O)c1nc2n(n1)c1ccc(cc1[nH]c2=O)C(F)(F)F,,,,,,,,,,
CN1CCN(CC1)C(=O)Oc1n(-c2ccc(Cl)cn2)c(=O)c2ncc[nH]c12,,,,,,,,6.790484985,,
Oc1cccnc1COc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1,,,,,,,6.568636236,6.327902142,7.468521083,6.744727495
Clc1ccc(cc1)C(NC(=O)CNC(=O)c1ccncc1)c1ccccc1,,,6.698970004,,,,,,,
[O-][N+](=O)c1ccc(N2CCOCC2)c(c1)C(=O)N1CCN(CC1)c1ccc(Cl)cc1,,,6.508638306,5.931814138,,,,,,
CN(Cc1ccccc1)C(=O)[C@H]1CCCN(C1)C(=O)C(=O)c1c[nH]c2ccccc12,,,,,,,,6.602059991,,6.173925197
Cc1nc(co1)-c1nnc2c3C4CCC(CC4)c3c(OCc3cccc(C)n3)nn12,,,,,,,6.552841969,7.244125144,8.167491087,7.337242168
C(Oc1nn2c(nnc2c2ccccc12)C1CC1)c1ccccn1,,,,,,,7.795880017,8.236572006,9.13076828,8.585026652
CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(ccc-21)C#C[Si](C)(C)C,,,,,,,6.91721463,6.847711656,8.301029996,6.70333481
CCOC(=O)c1ncn-2c1Cc1cnc(nc1-c1ccccc-21)-c1ccccc1,,,,,,,,,6.768020973,
CCCn1nnc(n1)-c1o[nH]c(=O)c1CC(N)C(O)=O,,,,,,3.346787486,,,,
COc1ccc-2c(c1)-c1ncnn1Cc1c(C)ncn-21,,,,,,,,,8.113509275,
CN1Cc2c(CCl)ncn2-c2ccc(Cl)cc2C1=O,,,,,,,,,7.537602002,
C[Si](C)(C)C#Cc1ccc(cc1)-n1[nH]c2c(cnc3ccccc23)c1=O,,,,,,,8.522878745,8.431798276,7.619788758,8.327902142
Fc1ccc2c(c1)[nH]c1c2[nH]cc2nc3ccccc3c12,,,,,,,8.292429824,8,6.585026652,7.744727495
O=C(NCc1ccccc1)C1CCCN(C1)C(=O)C(=O)c1c[nH]c2ccccc12,,,,,,,,6.013228266,,5.823908741
O=c1[nH]oc(C2CCNCC2)c1-c1csc(c1)-c1ccccc1,,,,,,,8.045757491,,,
C[C@H](Oc1ccc(cc1C(=O)N1Cc2ccc(cc2C1)C(F)(F)F)S(C)(=O)=O)C(F)(F)F,,,7.677780705,,,,,,,
O\N=C1/[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N(c2ccccc62)C1=O,,,,,,,,,,
C[C@@H]1C(=O)OC2[C@@H]3OCO[C@H]4C(=O)OC5OC6(C(=O)OC7C[C@@H](C(C)(C)C)C45[C@]367)[C@@]12O,,,,,,,,,,
CC(C)Oc1ccc2C(COc3ccc(OC(F)(F)F)cc3)N(CCc2c1)C(=O)c1cccc(F)c1,5.494850022,5.602059991,,,,,,,,
CC(C)Nc1sc(-c2cc[nH]n2)c2CC(C)(C)CC(=O)c12,,,,,,,7.142667504,7.356547324,8.408935393,7.060480747
C[C@H](Oc1ccc(cc1C(=O)N1Cc2cc(cnc2C1)C(F)(F)F)S(C)(=O)=O)C(F)(F)F,,,7.301029996,,,,,,,
CC(C)(Cc1ccccc1)N1CCC2(CC1)N(CNC2=O)c1ccccc1,,,5.031517051,,,,,,,
Clc1ncn-2c1Cn1ncnc1-c1cc(Br)ccc-21,,,,,,,7.48148606,7.619788758,8.853871964,8.055517328
Fc1ccc(c(c1)C#N)-c1cc(ccc1F)-c1cnc2nc(cnn12)C(F)(F)F,,,,,,,9.602059991,9.096910013,,
FC(F)(F)c1ccc(cc1)C1(CCCCC1)N1CCC2(CC1)C(CNC2=O)c1ccccc1,,,5.156829535,,,,,,,
C[C@H](OC(=O)c1cc2c(cn1)[nH]c1ccccc21)C(F)(F)F,,,,,,,7.045757491,6.031050319,5.733533105,6.764471553
CCNC(=O)c1nnc2c(c(F)ccc2c1N)-c1cc(OC)ccc1OC,,,,,,,,8.240332155,,
Cc1ncn-2c1Cn1ncnc1-c1cc(Br)ccc-21,,,,,,,6.866461092,6.730487056,8.207608311,6.879426069
Cc1noc(n1)-c1nnc2c3C4CCC(CC4)c3c(OCc3cccc(C)n3)nn12,,,,,,,7.12090412,7.769551079,8.853871964,8.119186408
COc1ccc(OC)c(c1)-c1cccc2c(N)c(nnc12)C(=O)NC(C)C,,,,,,,,7.250031916,,
COc1ccc(OCC2N(Cc3cccc(F)c3)C(=O)Cn3cccc23)cc1,,5.500038134,,,,,,,,
