smiles,pEC50_GluN_e2z1_rat,pEC50_GluN_e3z1_rat,pEC50_GlyT1_human,pEC50_GlyT2_human,pIC50_GABAa1b2g2_human,pEC50_GluA_human,pKi_GABA_a1b3g2_human,pKi_GABA_a2b3g2_human,pKi_GABAa5b3g2_human,pKi_GABA_a3b3g2_human
Clc1cccc(c1)[C@@H]1CCCC[C@@H]1N1CCC2(CC1)N(CNC2=O)c1ccccc1,,,6.886056648,5.585026652,,,,,,
CC(C)(O)c1ccn2c(cnc2n1)-c1ccc(F)c(c1)-c1ccncc1C#N,,,,,,,9.22184875,9.552841969,9.853871964,9.552841969
COc1ccc(cc1)N1CCN(CC1)C(=O)c1cc(ccc1N1CCOCC1)[N+]([O-])=O,,,5.886056648,4.943095149,,,,,,
COc1cc(ccn1)-c1cnc2nc(ccn12)C(F)(F)F,,,,,,,7.537602002,,,
Fc1ccc(cc1)[C@H]1CNC(=O)C11CCN(CC1)[C@H]1CCCC[C@H]1c1ccc(F)cc1,,,5.887394998,5.077793723,,,,,,
CC1(C)Cc2c(sc(Sc3nccs3)c2C(=O)C1)-c1nccs1,,,,,,,7.619788758,7.408935393,8.853871964,7.552841969
OC1(CCCCC1N1CCC2(CC1)C(CNC2=O)c1ccc(F)cc1)c1ccc(cc1)C(F)(F)F,,,5.881735274,,,,,,,
CN(C)Cc1nnc2c3ccccc3c(OCc3ccccn3)nn12,,,,,,,6.853871964,6.207608311,6.795880017,6.075720714
COCc1c([nH]cc2nc3ccc(OCc4ccccc4)cc3c12)C(=O)OC(C)C,,,,,,,7.906578315,7.815308569,8.22184875,8.124938737
O=C1NCN(c2ccccc2)C11CCN(CC1)[C@H]1CCCC[C@H]1c1ccccn1,,,5.180456064,,,,,,,
O=C1N2[C@H]3[C@H]4[C@H]5C[C@@H]6N(CC[C@]36c3ccccc23)CC5=CCO[C@H]4\C1=N/OCc1ccccc1,,,,,,,,,,
Cc1noc(n1)-c1nnc2c3C4CCC(CC4)c3c(OCc3cc4ccccc4cn3)nn12,,,,,,,7.367542708,7.534617149,9.040958608,8.387216143
COc1ccc(OCC2N(CCc3cc(C)ccc23)C(=O)c2ccccc2)cc1,,4.619788758,,,,,,,,
Fc1ccc(cc1)C1CNC(=O)C11CCN(CC1)C1(CCCCC1)c1ccc(F)cc1,,,7.022276395,,,,,,,
O[C@]1(CCCC[C@H]1N1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccc(Cl)cc1,,,7.096910013,4.795880017,,,,,,
C[C@H](Oc1ccc(cc1C(=O)N1Cc2ccc(cc2C1)-c1ccccc1)S(C)(=O)=O)C(F)(F)F,,,7.886056648,4.920818754,,,,,,
O=C(OCc1ccccc1)C1CCCN(C1)C(=O)C(=O)c1c[nH]c2ccccc12,,,,,,,,6.744727495,,7.040958608
OC1(CCCCC1N1CCC2(CC1)C(CNC2=O)c1ccccc1)c1ccc(F)cc1,,,7.15490196,,,,,,,
COc1ccc(OCC2N(CCc3cc(OC(C)C)ccc23)C(=O)c2cccc(F)c2)cc1,4.823908741,5.229147988,,,,,,,,
Cc1noc(n1)-c1nnc2c3C4CCC(CC4)c3c(OCc3ccccc3C#N)nn12,,,,,,,7.756961951,8.537602002,9.356547324,8.769551079
CN1Cc2c(ncn2-c2ccc(cc2C1=O)N1CCCCC1)C(=O)OC(C)(C)C,,,,,,,8.193820026,6.829738285,8.37675071,6.829738285
CN1Cc2c(ncn2-c2ccc(I)cc2C1=O)C(=O)OC(C)(C)C,,,,,,,8.013228266,7.958607315,9.420216403,7.958607315
CCOC(=O)c1ncn-2c1Cc1cncnc1-c1cc(Br)ccc-21,,,,,,,,,7.694648631,
Cn1ncnc1COc1nn2c(nnc2cc1C(C)(C)C)-c1cc(F)ccc1F,,,,,,,9.096910013,9.15490196,8.638272164,9.15490196
O[C@]1(CCCC[C@@H]1N1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccccc1,,,7.251811973,4.585026652,,,,,,
Cc1ccccc1[C@@H]1CCCC[C@@H]1N1CCC2(CC1)N(CNC2=O)c1ccccc1,,,6.292429824,4.886056648,,,,,,
COc1ccc(OCC2N(CCc3ccsc23)C(=O)c2cccc(Cl)c2)cc1,,5.400007822,,,,,,,,
Clc1cc2c(c[nH]1)nc1ccccc21,,,,,,,7.22184875,6.903089987,6,6.899629455
CCCNC(=O)c1nnc2c(c(F)ccc2c1N)-c1ccc(OC)cc1OC,,,,,,,,9.390405591,,
CC(=O)c1ccc(N2CCN(CC2)C(=O)c2cc(ccc2N2CCOCC2)[N+]([O-])=O)c(F)c1,,,7.823908741,5.318758763,,,,,,
Clc1ccc(cc1)C(NC(=O)CNC(=O)c1ccc(cc1)C#N)c1ccccc1,,,6.638272164,4.718966633,,,,,,
CCOC(=O)c1ncc2[nH]c3cccc(OCc4ccccc4)c3c2c1COC,,,,,,,,6.241845378,,
C[C@]12CC(=O)[C@H]3[C@@H](CC[C@@H]4C[C@H](O)CC[C@]34C)[C@@H]1CC\C2=C/C#N,,,,,5.017728767,,,,,
CC(C)(O)c1ccn2c(cnc2n1)-c1ccc(F)c(c1)-c1ccc(F)cc1C#N,,,,,,,8.568636236,8.48148606,10,8.886056648
CC(C)S(=O)(=O)N[C@@H]1CCC[C@@H]1c1ccc(Br)cc1,,,,,,6.832682665,,,,
C(Oc1nn2c(nnc2c2C3CCC(CC3)c12)C1CC1)c1ccccn1,,,,,,,6.886056648,7.619788758,8.744727495,7.744727495
COc1ccc(cc1)[C@]1(O)CCCC[C@H]1N1CCC2(CC1)N(CNC2=O)c1ccccc1,,,6.583359493,4.173925197,,,,,,
CN1CCc2cc3OCOc3cc2[C@H]1[C@@H]1OC(=O)c2c1ccc1OCOc21,,,,,,,,5.550000452,,
C(Oc1nn2c(nnc2cc1-c1ccccc1)-c1ccccc1)c1ccccn1,,,,,,,8.958607315,8.537602002,,8.744727495
OC1(CCCCC1N1CCC2(CC1)C(CNC2=O)c1ccccc1)c1cccc(F)c1,,,5.58519372,,,,,,,
On1ncc(C2CCNCC2)c1-c1c[nH]c(n1)-c1ccccc1,,,,,6.159893906,,,,,
CCOC(=O)c1ncn-2c1[C@@H]1CCN1C(=O)c1cc(Br)ccc-21,,,,,,,7.769551079,7.886056648,9.522878745,8.173925197
CCC12CC3CC(N)(C1)CC(CO[N+]([O-])=O)(C3)C2,,,,,,,,,,
Fc1ccc(cc1)-c1nnc2c3ccccc3c(OCc3ccccn3)nn12,,,,,,,8.408935393,8.431798276,8.769551079,8.619788758
Cc1csc(n1)-c1cc(-c2ccc(Cl)cc2)c2-c3cnccc3CCCn2c1=O,,,,,,,9.698970004,9.397940009,,9.397940009
OCCCCOc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1,,,,,,,7.148741651,7.468521083,8.070581074,7.721246399
C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@@]34[C@H]5[C@@H](Cl)[C@@H](C(C)(C)C)[C@@]33[C@@H](O)C(=O)O[C@H]3O[C@]4(OC5=O)[C@@]12O,,,,,,,,,,
Cn1ncnc1COc1nn2c(nnc2cc1C(C)(C)C)-c1ccccc1,,,,,,,9.443697499,9.853871964,,9.853871964
CCCCP(O)(=O)CCCN,,,,,3.294136288,,,,,
Cn1ccnc1COc1nn2c(nnc2c2ccccc12)-c1ccccc1,,,,,,,9.292429824,9.15490196,9.769551079,9.657577319
CC(C)(C)OC(=O)c1ncn-2c1[C@@H]1CCCN1C(=O)c1cc(ccc-21)-c1ccccc1,,,,,,,7.552841969,6.88941029,7.886056648,7.229147988
CC(C)Oc1ccc(OCC2N(CCc3cc(OC(C)C)ccc23)C(=O)c2cccc(c2)C(F)(F)F)cc1,5.823908741,6.036212173,,,,,,,,
CCc1c(C#N)c(c(C(O)=O)n1C)-c1ccc(cc1)-c1cccc(F)c1,,,,,,6.651695137,,,,
CCCOc1ccc2[nH]c3cnc(N)c(COC)c3c2c1,,,,,,,7.346787486,6.26760624,6.420216403,6.15490196
COc1ccc(OC)c(c1)-c1cccc2c(N)c3c(cn(C4CCC4)c3=O)[nH]c12,,,,,,,,8.329754147,,
CCOC(=O)c1cc2c(c[nH]1)nc1ccc(OCc3ccccc3)cc21,,,,,,,8.142667504,6.772113295,6.567030709,6.54668166
Fc1cnc(c(F)c1)-c1cc(cnn1)-c1ccc(F)c(c1)-c1ncccc1F,,,,,,,9.301029996,8.698970004,8.552841969,8.698970004
CCc1sc(-c2cc[nH]n2)c2CC(C)(C)CC(=O)c12,,,,,,,6.675717545,6.790484985,7.958607315,6.619788758
CC(C)S(=O)(=O)N[C@@H]1CCC[C@@H]1c1ccc(I)cc1,,,,,,7.645891561,,,,
CCN1CCCC(C1)(NC(=O)c1c(OC)cc(cc1C(F)(F)F)C(F)(F)F)c1ccccc1,,,6.638272164,,,,,,,
CCOc1ccc(OCC2N(CCc3cc(OC(C)C)ccc23)C(=S)c2cccc(c2)C(F)(F)F)cc1,6.142667504,6.455931956,,,,,,,,
CCOC(=O)c1ncn-2c1[C@@H]1CCN1C(=O)c1cc(ccc-21)C#C[Si](C)(C)C,,,,,,,7.080921908,7.22184875,8.585026652,7.318758763
Cc1ccc(cc1)-c1nnc2c3ccccc3c(OCc3ccccn3)nn12,,,,,,,7.744727495,7.795880017,8.397940009,7.958607315
c1ccc(cc1)-c1cnnc(c1)-c1ccccc1,,,,,,,7.443697499,7.346787486,7.537602002,7.346787486
CCCn1cnc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ccccc2)n1,,,,,,,7.107905397,7.301029996,8.045757491,7.397940009
CC1CC2(CCN1C1CCCCC1(O)c1cccc(F)c1)C(CNC2=O)c1ccc(F)cc1,,,6.324221658,,,,,,,
C(Oc1nn2c(Cc3ccccc3)nnc2c2ccccc12)c1ccccn1,,,,,,,6.585026652,6.468521083,7.744727495,6.721246399
COC(=O)c1ccc(cc1)C1N(CCc2c[nH]c3ccccc23)C(=O)C(O)=C1C(=O)c1cccc(F)c1,,4.958607315,,,,,,,,
On1cc(C2CCNCC2)c(n1)-c1cccc(c1)-c1ccccc1,,,,,6.677780705,,,,,
CSc1c(C#N)c(c(C(O)=O)n1C)-c1ccc(cc1)C(C)(C)C,,,,,,5.8467951,,,,
CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(Br)ccc-21,,,,,,,7.585026652,7.568636236,9.15490196,7.886056648
CC(C)(C)c1s[nH]c(=O)c1C[C@H](N)C(O)=O,,,,,,4.698970004,,,,
COc1ccc(OC)c(c1)-c1c(F)ccc2c(N)c3c(cn(C4CCC4)c3=O)[nH]c12,,,,,,,,9,,
CCCCCc1ccc2cc(ccc2c1)C(O)=O,,3.946921557,,,,,,,,
CC(=O)c1ccc(N2CCN(CC2)C(=O)c2cc(ccc2OCC2CC2)S(C)(=O)=O)c(F)c1,,,7.823908741,,,,,,,
O=c1[nH]oc(C2CCNCC2)c1Cc1ccc2ccccc2c1,,,,,5.744727495,,6.431798276,,,
Fc1cnc(c(F)c1)-c1cc(ccc1F)-c1cnnc(c1)-c1c(F)cc(F)cc1F,,,,,,,8.585026652,8.337242168,8.292429824,8.301029996
COc1ccc(cc1)-n1[nH]c2c(cnc3cc(OC)ccc23)c1=O,,,,,,,9.468521083,9.102372909,9.283996656,9.102372909
C(Oc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1)c1nc2ccccc2s1,,,,,,,,6.602059991,7.638272164,6.602059991
C=Cc1nnc2c3ccccc3c(OCc3ccccn3)nn12,,,,,,,7.30980392,7.552841969,8.494850022,7.958607315
CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(ccc-21)C#C,,,,,,,7.54668166,7.669586227,9.30980392,7.588380294
CC1CC(=O)c2c(SCc3cnn[nH]3)ccc(-c3nccs3)c2C1,,,,,,,7.036212173,7.244125144,8.585026652,7.443697499
CC(Oc1ccc(cc1C(=O)N1CCN(CC1)c1ccc(C)cc1)S(C)(=O)=O)C(F)(F)F,,,6.508638306,,,,,,,
CC(C)(C)OC(=O)c1cc2c(cn1)[nH]c1ccccc21,,,,,,,9.142667504,7.823908741,6.95546024,7.723538196
Cc1csc(n1)-c1cc(-c2cccnn2)c2-c3cnccc3CCCn2c1=O,,,,,,,7.585026652,7.769551079,,7.769551079
Clc1ccc-2c(c1)N(Cc1c(ncn-21)-c1noc(n1)C1CC1)C(=O)N1CCOCC1,,,,,,,,8.698970004,,
CC(C)(C)OC(=O)c1ccc2[nH]c3ccc(cc3c2c1)C#Cc1ccc2[nH]c3ccc(cc3c2c1)C(=O)OC(C)(C)C,,,,,,,7.522878745,6.906578315,,7
O=c1[nH]sc(C2CCNCC2)c1CC(c1ccccc1)c1ccccc1,,,,,,,6.142667504,,,
Cc1ccnc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ccccc2)c1C,,,,,,,7.958607315,8.397940009,9,8.769551079
COc1ccc(OCC2N(CCn3cccc23)C(=O)c2cccc(c2)C(F)(F)F)cc1,,5.799970733,,,,,,,,
CC[C@H](C)OC(=O)c1cc2c(cn1)[nH]c1ccccc21,,,,,,,8.113509275,7.488116639,7.161150909,7.366531544
COc1ccc(OCC2N(CCc3cc(OC)c(OC)cc23)C(=S)Nc2cccc(C)c2)cc1,,5.283996656,,,,,,,,
COc1ccc(OCC2N(CCc3cc(OC(C)C)ccc23)C(=O)c2cccc(c2)[N+]([O-])=O)cc1,5.27572413,5.552841969,,,,,,,,
C[C@]12CC(=O)[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@]34C)[C@@H]1CC\C2=C\C#N,,,,,7.602059991,,,,,
COc1ccc2CN(Cc2c1)C(=O)c1cc(ccc1O[C@@H](C)C(F)(F)F)S(C)(=O)=O,,,6.744727495,,,,,,,
COC(=O)c1ccc(cc1)C1N(CCc2c[nH]c3ccccc23)C(=O)C(O)=C1C(=O)c1ccncc1,,5.050609993,,,,,,,,
O=C1NCN(c2ccccc2)C11CCN(CC1)[C@@H]1CCCC[C@H]1c1ccccc1,,,7.13667714,4.987162775,,,,,,
CC(=O)c1ccc(N2CCN(CC2)C(=O)c2cc(ccc2-c2ccccc2)S(C)(=O)=O)c(F)c1,,,7.161150909,,,,,,,
CS(=O)(=O)c1ccc(-c2ccc(F)cc2)c(c1)C(=O)N1CCN(CC1)c1ccc(cc1)C(F)(F)F,,,7.537602002,,,,,,,
COc1ccc(cc1)-c1cc(-c2nc(C)cs2)c(=O)n(C)c1-c1ccncc1,,,,,,,7.769551079,8.065501549,6.494850022,8.468521083
[O-][N+](=O)c1ccc(N2CCOCC2)c(c1)C(=O)N1CCN(CC1)c1ccc(cc1F)C(F)(F)F,,,7.387216143,4.537602002,,,,,,
CC(=O)C1CCC2C3CC[C@H]4C[C@H](O)CC[C@]4(C)C3CC[C@]12C,,,,,,,,5.721246399,,
COc1ccccc1-c1nnc2c3C4CCC(CC4)c3c(OCc3ccccn3)nn12,,,,,,,,,6.769551079,
[O-][N+](=O)c1ccc2[nH]c3c[nH]c4c5ccccc5nc4c3c2c1,,,,,,,6.612610174,6.301029996,5.806875402,6.274088368
Cc1cc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ccccc2)sn1,,,,,,,6.677780705,6.886056648,7.958607315,7.004364805
CCn1ccn2c(cnc2c1=O)-c1ccc(F)c(c1)-c1ccc(F)cc1C#N,,,,,,,9.552841969,9.045757491,9.823908741,9.045757491
Fc1cccc(c1)-c1cc(cnn1)-c1cccc(c1)C#N,,,,,,,,8.142667504,8.397940009,8.142667504
CC(Oc1ccc(cc1C(=O)N1CCN(CC1)c1ncc(cc1Cl)C(F)(F)F)S(C)(=O)=O)C(F)(F)F,,,7.522878745,,,,,,,
OC(=O)c1cc(O)c2c(Cl)cc(Cl)cc2n1,,,,,,,,,,
OCc1ccc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ccccc2)cc1,,,,,,,6.283996656,7.119186408,7.958607315,7.356547324
CN1CCCC(C1)(NC(=O)c1ccc(cc1C)C(F)(F)F)c1ccccc1,,,6.494850022,,,,,,,
Cc1onc(c1COc1ccc(cn1)C(=O)N1CCS(=O)(=O)CC1)-c1ccc(F)cc1,,,,,,,,6.310691141,,
Nc1c2c(cn(C3CCC3)c2=O)[nH]c2c(cccc12)-c1cncnc1,,,,,,,,8.823908741,7.920818754,
COc1ccc(OCC2N(CCc3cc(OC(C)C)ccc23)C(=O)c2cccc(Cl)c2)cc1,5.283996656,5.7000571,,,,,,,,
CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(CC)ccc-21,,,,,,,7.698970004,7.568636236,8.823908741,7.585026652
Cc1cccc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ccsc2)n1,,,,,,,6.568636236,6.958607315,8.431798276,7.318758763
CSc1cc(ccc1C(=O)NC1(CCCN(C)C1)c1ccccc1)C(F)(F)F,,,7.173925197,,,,,,,
N#Cc1cccc(c1)-c1cnnc(OCc2ccccc2)c1,,,,,,,,7.22184875,7.769551079,7.22184875
Cc1ccccc1-c1nn(O)cc1C1CCNCC1,,,,,5.585026652,,,,,
C(Oc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1)c1ncccc1OC1CCC1,,,,,,,7.494850022,7.366531544,8.37675071,7.420216403
CCCc1nnc2c3ccccc3c(OCc3ccccn3)nn12,,,,,,,6.795880017,6.920818754,7.721246399,7.283996656
CCc1c(C#N)c(c(C(O)=O)n1C)-c1ccc(cc1)-c1ccccc1Cl,,,,,,6.804100348,,,,
COc1ccc(cc1)[C@@H]1CCCC[C@@H]1N1CCC2(CC1)N(CNC2=O)c1ccccc1,,,6.214670165,4.619788758,,,,,,
CCCCCO\N=C1/[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N(c2ccccc62)C1=O,,,,,,,,,,
CCOC(=O)c1ncn-2c1[C@@H]1CCCN1C(=O)c1cc(Br)ccc-21,,,,,,,7.30980392,7.537602002,9,7.823908741
Cc1ncn-2c1Cn1ncnc1-c1ccccc-21,,,,,,,,,8.585026652,
Cc1cnn2c(cnc2c1)-c1cccc(c1)-c1ccccc1C#N,,,,,,,7.886056648,7.721246399,,
CP(O)(O)C1=CCNCC1,,,,,,,3.508638306,3.22184875,3.37675071,3.522878745
COC(=O)c1ccc(cc1)C1N(CCc2c(C)[nH]c3ccccc23)C(=O)C(O)=C1C(=O)c1cccnc1,,4.886056648,,,,,,,,
CCCc1c(s[nH]c1=O)C1CCNCC1,,,,,,,6.638272164,,,
C(Oc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1)c1ccncn1,,,,,,,7.657577319,8.091514981,9.255707017,8.508638306
CC(C)S(=O)(=O)N[C@@H]1CCC[C@@H]1c1cc(F)cc(F)c1,,,,,,6.928117993,,,,
COc1ccc(OCC2N(CCc3cc(OC)c(OC)cc23)C(=O)c2cccc(I)c2)cc1,,5.397940009,,,,,,,,
CCOC(=O)c1cc2c(cn1)[nH]c1ccccc21,,,,,,,8.920818754,8.30980392,7.571865206,8.244125144
CNC(=O)C(=C/Nc1ccc(Cl)cc1)\C(=O)c1ccccc1Cl,,,,,6.801342913,,,,,
COc1ccc(cc1)-n1[nH]c2c(cnc3ccc(Cl)cc23)c1=O,,,,,,,9.698970004,9.698970004,9.494850022,9.698970004
COc1ccc(OCC2N(CCc3cc(NC(C)C)ccc23)C(=O)c2cccc(Cl)c2)cc1,5.031517051,5.327902142,,,,,,,,
CC(OC(=O)c1cc2c(cn1)[nH]c1ccccc21)C(Cl)(Cl)Cl,,,,,,,5.698970004,5.698970004,5.698970004,5.698970004
COC(=O)c1ccc(cc1)C1N(CCc2c[nH]c3ccccc23)C(=O)C(O)=C1C(=O)c1cccc(Cl)c1,,5.060480747,,,,,,,,
C[C@H](Oc1ccc(cc1C(=O)N1Cc2ccc(cc2C1)N1CCN(C)CC1)S(C)(=O)=O)C(F)(F)F,,,5.681936665,,,,,,,
CSc1sc(c2CC(C)(C)CC(=O)c12)-c1ccc[nH]1,,,,,,,,,7.070581074,
c1ccc2c(c1)[nH]c1cnc3c(nc4ccccn34)c21,,,,,,,6.978810701,6.642065153,,6.54668166
CC(C)Oc1ccc(cc1C(=O)N1CCN(CC1)c1ccc(cc1)C(F)(F)F)S(C)(=O)=O,,,7.086186148,,,,,,,
CCOC(=O)c1nc2n(n1)c1ccc(Cl)cc1[nH]c2=O,,,,,,,,,,
CN1Cc2c(ncn2-c2ccc(cc2C1=O)N=[N+]=[N-])C(=O)OC(C)(C)C,,,,,,,8.13667714,7.657577319,9.522878745,8.008773924
COc1ccc(OCC2N(CCc3cc(OC)c(OC)cc23)C(=O)c2cccc(c2)[N+]([O-])=O)cc1,,4.958607315,,,,,,,,
Cn1ncnc1COc1nn2c(nncc2c1-c1ccccc1F)-c1ccoc1,,,,,,,,9.214670165,,9.214670165
CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(C=C)ccc-21,,,,,,,8.080921908,8,9.397940009,8.161150909
CC(Oc1ccc(cc1C(=O)N1CCN(CC1)c1ncc(cn1)C(F)(F)F)S(C)(=O)=O)C(F)(F)F,,,7,,,,,,,
Cc1cc(Cc2nc3-c4cc(O)ccc4-n4cnc(C)c4Cn3n2)on1,,,,,,,,,8.920818754,
CCOc1ccc(OCC2N(CCc3cc(OC4CCCC4)ccc23)C(=O)c2cccc(Cl)c2)cc1,5.397940009,5.37675071,,,,,,,,
Clc1ccccc1COc1nn2c(nnc2c2ccccc12)-c1ccccc1,,,,,,,,6.236572006,6.251811973,6.585026652
CC(C)(O)c1ccn2c(cnc2c1)-c1ccc(F)c(c1)-c1ccccc1C#N,,,,,,,8.361510743,8.287350298,,8.287350298
C(Cc1ccccn1)Oc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1,,,,,,,6.318758763,6.568636236,7.356547324,6.698970004
COc1ccc(OCC2N(CCc3cc(OC(C)C)ccc23)C(=S)c2cccc(F)c2)cc1,5.853871964,6.013228266,,,,,,,,
O=c1[nH]oc(C2CCNCC2)c1Cc1ccc2ccccc2c1-c1ccccc1,,,,,,,6.70333481,,,
CN(C)c1ccc(cc1C(=O)N1CCN(CC1)c1ccc(cc1F)C(C)=O)[N+]([O-])=O,,,6.301029996,5.698970004,,,,,,
Fc1ccc(c(F)c1)-c1cc(cnn1)-c1ccc(F)c(c1)-c1ncc(F)cc1F,,,,,,,,8.508638306,8.853871964,8.508638306
COc1ccc(OC)c(c1)-c1cccc2c(N)c(nnc12)C(=O)NC1(C)CCC1,,,,,,,,5.450000476,,
Cc1noc(n1)-c1nnc2c3C4CCC(CC4)c3c(OCc3ncc[nH]3)nn12,,,,,,,6.799696817,7.444905551,8.420216403,7.71219827
O=C1NCN(c2ccccc2)C11CCN(CC1)[C@H]1CCC[C@H]1c1ccccc1,,,5.958607315,,,,,,,
C(Oc1cccnc1COc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1)C1CC1,,,,,,,8.161150909,8.251811973,9.124938737,8.638272164
COCc1ncn-2c1CN(C)C(=O)c1cc(Cl)ccc-21,,,,,,,,6.484126156,7.408935393,
FC(F)(F)COC(=O)c1cc2c(cn1)[nH]c1ccc(cc21)-c1cccs1,,,,,,,8.036212173,7.886056648,6.347753659,7.142667504
N#Cc1ccccc1-c1cnnc(c1)-c1ccccc1,,,,,,,,6.356547324,6.490797478,6.356547324
Cc1noc(n1)-c1nnc2c3C4CCC(CC4)c3c(OCc3cccnc3)nn12,,,,,,,7.571865206,8.244125144,9.031517051,8.37675071
O=C1NCC(c2ccccc2)C11CCN(CC1)C1(CCCCC1)c1ccccc1,,,7.113509275,,,,,,,
CCOC(=O)c1ncn-2c1Cn1ncnc1-c1cc(ccc-21)C1CC1,,,,,,,,,9.22184875,
COc1ccc(OCC2N(Cc3cccc(Cl)c3)C(=O)Cc3cc(OC)c(OC)cc23)cc1,,5.299988938,,,,,,,,
CC(Oc1ccc(cc1C(=O)N1CCN(CC1)c1ccc(cn1)C(F)(F)F)S(C)(=O)=O)C(F)(F)F,,,7.431798276,4.616184634,,,,,,
Cc1cnc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ccccc2)[nH]1,,,,,,,7.070581074,7.823908741,9.045757491,8.107905397
COc1cc(cnn1)-c1cccc(Br)c1,,,,,,,,6.688246139,7.26760624,6.688246139
CC(C)(O)c1cnn2c(cnc2n1)-c1ccc(F)c(c1)-c1cccnc1,,,,,,,9.091514981,8.787812396,9.301029996,8.787812396
Cc1cc(no1)-c1nnc2c3C4CCC(C4)c3c(OCc3cccc(C)n3)nn12,,,,,,,6.831797253,7.415668776,8.050609993,7.474955193
Nc1cccc(c1)-c1ccc(=N)n(CCCC(O)=O)n1,,,,,4.499996932,,,,,
Brc1ccc-2c(c1)-c1ncnn1Cc1c(ncn-21)-c1cccs1,,,,,,,,,8.397940009,
Cn1ncnc1COc1nn2c(nncc2c1-c1ccccc1F)-c1ccco1,,,,,,,,9.070581074,,9.070581074
COc1sc(-c2cc[nH]n2)c2CC(C)(C)CC(=O)c12,,,,,,,,,7.173925197,
Fc1ccc(c(c1)C#N)-c1cc(ccc1F)-c1cnc2nc(ccn12)C(F)(F)F,,,,,,,8.920818754,9,9.301029996,9.13667714
CC(C)(C)OC(=O)c1cc2c(cn1)[nH]c1ccc(cc21)C#CC#Cc1ccc2[nH]c3cnc(cc3c2c1)C(=O)OC(C)(C)C,,,,,,,6.920818754,5.97510404,5.301029996,5.40428338
CC(C)(C)OC(=O)c1cc2c(cn1)[nH]c1ccc(cc21)C#C,,,,,,,9.012333735,6.954677021,6.681936665,6.991399828
Cc1cccc(COc2nn3c(nnc3c3ccccc23)-c2ccccc2)n1,,,,,,,8.075720714,8.096910013,8.602059991,8.920818754
OC1(CCCCC1N1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccccc1,,,7.356547324,4.142667504,,,,,,
CS(=O)(=O)c1ccc(N2CCOCC2)c(c1)C(=O)N1CCN(CC1)c1ccc(cc1)C(F)(F)F,,,7.346787486,,,,,,,
Cc1cnc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ccccc2)c(C)c1,,,,,,,8.468521083,8.468521083,9.698970004,9.148741651
c1ccc2c(c1)[nH]c1c[nH]c3c4ccncc4nc3c21,,,,,,,8.522878745,7.619788758,6.619788758,7.508638306
Fc1ccc(cc1)C1CNC(=O)C11CCN(CC1)C1(CCCCC1)c1cccc(F)c1,,,6.40560745,,,,,,,
COC(=O)c1ccc(cc1)C1N(CCc2c[nH]c3ccccc23)C(=O)C(O)=C1C(=O)C(C)(C)C,,4.283996656,,,,,,,,
Cc1csc(n1)-c1cc(-c2ccncc2)c(-c2ccncc2)n(C)c1=O,,,,,,,7.619788758,7.698970004,6.568636236,8.173925197
CN1CCCC(C1)(NC(=O)c1ccc(cc1F)C(F)(F)F)c1ccccc1,,,5.004364805,,,,,,,
CCOC(=O)c1ncn-2c1[C@@H]1CCN1C(=O)c1cc(ccc-21)C#C,,,,,,,7.677780705,7.920818754,9.431798276,8
CC1(C)Cc2c(sc(NCCO)c2C(=O)C1)-c1cc[nH]n1,,,,,,,,,7.107905397,
Fc1ccc-2c(c1)-c1ncnn1Cc1c(Cl)ncn-21,,,,,,,,,9.522878745,
C[C@H](Oc1ccc(cc1C(=O)N1Cc2ccc(cc2C1)N1CCCC1)S(C)(=O)=O)C(F)(F)F,,,6.744727495,4.844663963,,,,,,
CCOc1ccc(OCC2N(CCc3cc(OC(C)C)ccc23)C(=S)c2cccc(F)c2)cc1,6.259637311,5.853871964,,,,,,,,
COc1ncccc1-c1cccc2c(N)c3c(cn(C4CCC4)c3=O)[nH]c12,,,,,,,,8.619788758,,
