smiles,pKi_hm,pKi_hd,pKi_hk,pEC50_hm,pEC50_hd,pEC50_hk
CCCCC(N1CC[C@H]1[C@@H](N)c2cccc(Cl)c2)c3ccccc3,5.648203693,5.054580657,5.433680378,,,
CCN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2CC3CCC3)c4cnc(nc4)C(F)(F)F)c5ccccc5,6.13667714,,,,,
COC(=O)[C@@H]1C[C@H](O[C@H]2CCCCO2)C(=O)[C@H]3[C@@]1(C)CC[C@H]4C(=O)O[C@@H](C[C@]34C)c5cocc5,,,6.522878745,,,
CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](N)Cc2ccccc2)C(=O)N[C@H](CCCCN)C(=O)NCC(=O)NCC(=O)NCC(=O)NCCSC3CC(=O)N(CCC(=O)NCCOCCOCCC(=O)Nc4ccc(CCC(=O)N5CCC5=O)cc4)C3=O,,,,,,6.754487332
O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC6CCC6)c45,9.050609993,6.619788758,8.657577319,7.468521083,,7.600326279
Cc1ccccc1C(N2CCC(O)(CC2)c3ccccc3)c4ccccc4,7.455931956,6.298432015,6.530177984,,,
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]2CCNc3ccc(Cc4oc5ccccc5c4)cc23.OC(=O)C(F)(F)F,,,7.397940009,,,
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2ccc3nc(N)sc3c2)C(=O)O,7,9,,6.455931956,7.619788758,
COc1ccc2C[C@H](C3C=C[C@H](O)[C@@H]4Oc1c2[C@]34C)N(C)C,5.709297757,,4.551804005,4.982215647,,
CN1CCC23C4CCC(O)C2Oc5cccc(CC14)c35,,5.279840697,5.308918508,,,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@@H]7CS(=O)Cc8ccccc8)OC,7.853251986,6.419371494,9.366531544,7.297914279,6.635786816,8.041914151
COCOC(=O)[C@@H]1C[C@H](OC(=O)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)c4cocc4,,,7,,,7.236572006
CN(C)CC1(C[C@@H]2CC[C@@H](C1)N2C(c3ccccc3Cl)c4ccccc4Cl)c5ccccn5,6.105130343,,,,,
COC(=O)[C@@H]1C[C@H](OC(=O)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)c4ccoc4c5cccc(c5)[N+](=O)[O-],,,,,,6.346787486
CNC(=O)CN1C(=O)N(C2CCN(CC2)C3CCCCCCCCC3)c4ccccc14,7.958607315,,,,,
CN1CCC23[C@@H](CCC[C@@H]2Oc4c(cccc34)C(=O)N)C1,7.638272164,,,6.721246399,,
CN([C@H](CN1CC[C@@H](O)C1)c2ccccc2)C(=O)CNC(=O)c3ccc(Cl)c(Cl)c3,,,9.080921908,,,9.119186408
CNC(=O)CN1c2ccccc2N(C3CCN(CC3)C4CCCCCC4)S1(=O)=O,5.497982785,,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CCC(=O)Nc3cncnc3)C(=O)N2CC4(O)CCC4)c5ccccc5,6.494850022,,,,,
CNC(=O)C(C)(C)N(C)C(=O)CN1C[C@@]2(CC[C@](CC2)(N(C)C)c3ccccc3)N(CC4CCC4)C1=O,6.408935393,,,,,
O=C1N(C2CCN(CC2)C3CCCCCCC3)c4ccccc4N=C1N5CCc6ccccc6C5,6.092051478,4.410597798,6.264241463,,,
CO[C@]12CC[C@@]3(C[C@]1(C)[C@H](O)c4ccc(C)cc4)[C@H]5Cc6ccc(O)c7O[C@@H]2[C@]3(CCN5CC8CC8)c67,,,9.795880017,,,
Oc1ccc2CC3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7[nH]c8ccc(cc8c7C[C@@]36O)C(=O)NCCCCc9ccccc9,7.431798276,7.229147988,8.207608311,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)NCC(=O)N)C(=O)N2CC3(C)CCC3)c4ccccc4,7.139661993,,,,,
CO[C@H]1C[C@@H]([C@H](C[C@H]1OC)N2CCCC2)N(C)C(=O)Cc3cccc4occc34,6.086186148,,7.795880017,,,
COC12CCC3(CC1C(C)(C)O)C4Cc5ccc(O)c6OC2C3(CCN4CC7CC7)c56,,9.522878745,,,,
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]3CCCN3C(=O)[C@@H]([NH3+])Cc4ccccc4,9.161150909,4.602059991,,7.508638306,,
CCc1ccc(cc1)C(=O)NCC2N(C)CCc3ccccc23,8.638272164,,,8,,
CN([C@H](CN1CCCC1)c2ccccc2)C(=O)Cc3ccccc3[N+](=O)[O-],,,9.387216143,,,
OC[C@@H]1CC[C@H](N1)C(=O)N2CCC[C@H]2C#N,4.870632404,4.117264912,,,,
CC(CCCCC(C)C(=O)Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2c1)C(=O)Oc6ccc7C[C@@H]8[C@@H]9CCCC[C@]9(CCN8CC%10CCC%10)c7c6,8.537602002,7.301029996,8.657577319,,,
OC(=O)C1=Nc2ccccc2N([C@H]3C[C@H]4CC[C@@H](C3)N4C5CCCCCCCCCCC5)C1=O,5.84284556,4.740406121,7.119186408,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3cnc(N4CCOCC4)c(F)c3)c5ccccc5,5.347753659,,,,,
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3cccc4ccccc34,,,,,9.045757491,
CN(C)C1(CC2(CN(C(=O)N2)c3cnc(cc3C)N4CCC4)C1)c5ccccc5,7.744727495,,,,,
CC(C)C(CCN1CCC(CC1)N2C(=O)Nc3ccccc23)Oc4cc(C)ccc4Cl,7.187086643,,,,,
CCSc1ccc(cc1)C(C)N2CCC(CC2)N3C(=O)Nc4cc(Cl)ccc34,,,,6.536107011,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)Nc3ccn(C)n3)C(=O)N2CC4CCC4)c5ccccc5,7.148741651,,,,,
NC(=O)c1ccc2N(CCCc2c1)c3ccc(CNC4Cc5ccccc5C4)c(c3)C(F)(F)F,7.301029996,7.200659451,6.199970641,,,
CNC(=O)CCCN1C[C@@]2(CC[C@](CC2)(N(C)C)c3ccccc3)N(CC4CCC4)C1=O,7.392544977,,,,,
CC(C)C[C@H](NC1(COC1)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)O.OC(=O)C(F)(F)F,,7.366531544,,,,
CCCCC1(O)CCN(CC1)C(c2ccccc2)c3ccccc3,6.565431096,4.725842151,5.340749531,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2CC3CCC3)c4cnc(nc4)C#N)c5ccccc5,6.920818754,,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3cnc(nc3)N(C)C4CCOCC4)c5ccccc5,5.152735898,,,,,
CC(N1CCC(CC1)N2C(=O)Cc3ccccc23)c4ccc5c(Cc6ccccc56)c4,7.698970004,,7.13076828,,,
CC(C)(C)C1CCC(CC1)N2CCC3(CC2)C(=O)NCc4cc(F)ccc34,5.28777133,,5.438779321,,,
Cc1ccc(cc1)S(=O)(=O)N2CCc3cc(ccc3C2)C(=O)NCCN(Cc4ccccc4)C(C)(C)C,5.757210191,5.633017024,,,,
COc1ccc(CN2CC[C@](C)([C@@H](C)C2)c3cccc(c3)C(=O)N)cc1,8.259637311,,6.657577319,,,
CC1(C)CC(CCNCc2ccccc2)(CCO1)c3ccc(F)cc3,,,,5.799970733,,
CC[C@@]1([C@@H]2CN(CC(O)Cc3ccccc3)C[C@H]12)c4cccc(NS(=O)(=O)C)c4,8.602059991,,,,,
C[C@H]1CN2C[C@@H](Cc3ccccc3)NC[C@H]2C[C@@]1(C)c4cccc(O)c4,7.602059991,6.387216143,6.886056648,,,
COc1ccc2C[C@@H]3[C@@H]4Cc5sc(NC(=O)C)nc5C[C@]4(CCN3CC6CC6)c2c1,8.180456064,8.337242168,8.045757491,7.096910013,,6.853871964
COc1ccc2C[C@@H]3[C@@H]4C[C@@H](F)[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,,,,4.397940009,4.102372909,
Oc1ccc2C[C@H]3N(CC[C@@]45C(Oc1c24)[C@@H](CC[C@@]35O)NC(=O)c6ccc7[nH]ccc7c6)C8CC8,9.586700236,7.752026734,9.290730039,,,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@H](CC[C@@]36O)NC(=O)c7cc8ccccc8cn7,9.259637311,6.876148359,7.585026652,8.356547324,,7.958607315
Cc1cc(F)ccc1c2cnc3[C@@H]4Oc5c(O)ccc6C[C@H]7N(CC8CC8)CC[C@@]4(c56)[C@]7(Cc3c2)OCCCc9ccccc9,7.522878745,8.420216403,6.88941029,7.602059991,,
COC(=O)CC(=O)N1CCN(C2C(CCCC12)N3CCC(O)C3)C(=O)Cc4ccc(Cl)c(Cl)c4,5.22184875,,,,,6.769551079
CCOc1ccc(CN2CC3CC3C2)cc1CNC(=O)[C@@H](N)Cc4c(C)cc(O)cc4C.OC(=O)C(F)(F)F,7.698970004,7.301029996,6.607303047,6.004364805,6.337242168,
NC(=N)Nc1ccc2c3C[C@@]4(O)[C@H]5Cc6ccc(O)c7O[C@@H](c3[nH]c2c1)[C@]4(CCN5CC8CC8)c67,,,,,,8.958607315
C[C@@H](O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc3ccc(O)cc3)NC(=O)[C@H](CS)NC(=O)[C@H](N)Cc4ccccc4)[C@@H](C)O)C(C)(C)S)C(=O)O,8.698970004,5.841336019,5.994390555,,,
CCCCN1CCCc2cc(Oc3ccc(cn3)C(=O)N)ccc2C1,7.677780705,6.297569464,,,,
C[C@H]1[C@H]2Cc3ccc(cc3[C@]1(C)CCN2CC=C(C)C)C(=O)N,8.677780705,6.657577319,8.251811973,6.958607315,,
CC(C)[C@H](NC(=O)[C@@H](NC(=O)C(C)(C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)C)C(=O)N[C@@H](CCC(=O)NCC(=O)N(C3CCN(CCc4ccccc4)CC3)c5ccccc5)C(=O)N,,9.552841969,,,8.769551079,
O=C(Nc1nc2ccccc2n1CCN3CCCC3)c4ccc[nH]4,,,,5.167491087,5.552841969,8.096910013
Cl.Oc1cccc(CCN(CCc2cccc(O)c2)CC3CCCC3)c1,6.233587153,5.556737013,9.508638306,,,7.853871964
COC(=O)CN1C(=O)N(C2CCN(CCC(Oc3cc(OC)ccc3C)C(C)C)CC2)c4ccccc14,6.567030709,5.510885631,,,,
COC(=O)[C@H](CCOC(=O)C)[C@]1(C)CC[C@H]2C(=O)O[C@@H](C[C@]2(C)[C@H]1C(=O)OC)c3cocc3,,,,,,7.886056648
COc1ccc(C)c(OC(CCN2CCC(CC2)N3C(=O)N(Cc4nnn[nH]4)c5ccccc35)C(C)C)c1,5.990124366,,,,,
Clc1ccc(CC(=O)N2C[C@@H]3CC[C@H]([C@H]2CN3Cc4ccccc4)N5CCCC5)cc1Cl,5.93930216,,6.036212173,,,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@@H]7[C@](O)(CC(O)CO)c8ccccc8)OC,7.302073555,,7.889747083,6.70688063,,6.912609055
NC1CCN(CC1)C2=Nc3ccccc3N(C4CCN(CC4)C5CCCCCCC5)C2=O,5.517555208,4.712041594,7.517126416,,,
COC(=O)[C@@H]1C[C@H](OC(=O)c2cccc(OC)c2)C(=O)[C@H]3[C@@]1(C)CC[C@H]4C(=O)O[C@@H](C[C@]34C)c5cocc5,7.522878745,5.943095149,6.259637311,5.777283529,,5.444905551
CCN(CC)C(=O)c1ccc(cc1)C(N2CCNCC2)c3cccc(OC)c3,,,,,7.37675071,
CN[C@@]1(CC[C@]2(CC1)CN(C(=O)N2CC3(O)CCC3)c4cnc(nc4)N5CCNCC5)c6ccccc6,9,,,,,
OC(=O)C1=Nc2ccccc2N([C@H]3C[C@H]4CCC[C@@H](C3)N4C5C6CC7CC(CC5C7)C6)C1=O,4.842422359,5.148741651,4.989700043,,,
CCC1C(=O)N(C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)c5ccccc15,8.698970004,,7.055517328,7.397940009,,
CC1=C(C)N=C(CCCNC(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)C(=O)N1,8.050609993,6.57024772,,,,
CN(C)C1(CC2(CN(C(=O)N2)c3cnc(nc3C)N4CCOCC4)C1)c5ccccc5,7.886056648,,,,,
CN1CC[C@@]23[C@@H](CCC[C@@H]2Oc4c(cccc34)C(=O)N)C1,7.638272164,,,6.721246399,,
C[C@@H]1C[C@@H]2C[C@H](C1)C[C@H](C2)N3[C@@H]4CCC[C@H]3C[C@H](C4)N5C(=O)C(=Nc6ccccc56)CCP(=O)(O)O,6.88941029,5.228559513,7.107905397,4.698970004,,4.698970004
CN(C)C1(CCC2(CCN(CC3CCCC3)C2)CC1)c4cccs4,8.958607315,,,,,
CC[C@]12CCN(CC3CC3)C([C@@H]1C)C(=O)c4ccc(Nc5ccccc5)cc24,,7.431798276,,7.657577319,,8.229147988
CN(C)[C@@]1(C[C@@]2(CN(C(=O)N2CC3CC3)c4ccc(nc4)C5CC5)C1)c6ccccc6,7.301029996,,,,,
Cc1ccc(Cl)cc1NC(=S)N(Cc2cccs2)C3CCCC3,,,,,,4.853639989
C[C@H](C1CC1)N2CC[C@]34CCCC[C@H]3[C@H]2Cc5ccc(cc45)C(=O)N,10.08092191,,,8.886056648,,
CN(C)C1(CCC(CC1)(N(C)C)c2ccccc2)c3ccccc3,6.22184875,,5.935542011,,,
CS(=O)(=O)N1CCN([C@@H]2[C@H](CCC[C@H]12)N3CC[C@H](O)C3)C(=O)Cc4ccc(Cl)c(F)c4,,,,,,8.096910013
COCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3C)c45,7.658169943,5.584859648,6.393264034,7.030118356,,6.19314197
COc1ccccc1C(N2CCC(O)(CC2)c3ccccc3)c4ccccc4OC,6.074172425,4.740884156,6.514278574,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)Nc3ncccc3F)C(=O)N2CC4CCC4)c5ccccc5,7.346787486,,,,,
O=C1Cc2ccccc2N1C3CCN(Cc4ccccc4)CC3,7.040958608,,7.070581074,,,
CC1[C@H]2Cc3ccc(cc3[C@@]1(C)CCN2CC=C(C)C)C(=O)N,8.677780705,,,6.958607315,,
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc3ccccc3)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc4ccc(O)cc4)C(=O)N[C@@H](Cc5c[nH]c6ccccc56)C(=O)OCc7cc(cc(c7)C(F)(F)F)C(F)(F)F,,7.031517051,,,7.769551079,
Oc1cccc(c1)n2cnnc2c3cccc(c3)c4ccccc4,6,6.853871964,,,,
C[C@H]1CN(CCO)CCN1c2cc3[nH]c(SC(C)(C)C)nc3cc2Cl,,,,,7.853871964,7.744727495
CC(C)[C@@H]1CC[C@@H](CC1)N2CCC(CC2)n3cc(CN4CC[C@@H](O)C4)c5ccccc35,6.514278574,,,,,
Oc1ccc2O[C@H]3CN(CCc4ccccc4F)CC[C@@]3(CCCCCc5ccccc5)c2c1,8.236572006,7.26760624,6.752026734,,,
O=C1N(C2CCN(CC2)C3CCCCCCC3)c4ccccc4N=C1C#N,5.779107751,4.80732106,6.27083521,,,
Cl.Cl.C[C@@H](O)CN1CC[C@]23Cc4nc5ccccc5cc4C[C@@]2(O)[C@H]1Cc6ccc(O)cc36,,,,,8.180456064,6.588380294
C[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H]5CCCN5C1=O,7.657577319,,8.283996656,,,
CN(C)C(=O)[C@@H]1Cc2ccccc2N1C(=O)CCN3CC4CCC(C3)C4c5ccccc5,7.54668166,,,,,
Fc1ccc(cc1)n2ccc(n2)N(C3CCN(Cc4ccccc4)CC3)C(=O)c5oncc5,6.522878745,,,,,
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)OCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,,6.508638306,,,6.552841969,
CC(C)C[C@H](NC(=O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc3ccc(O)cc3)[C@@H](C)O)C(=O)N,7.585026652,7.508638306,7.853871964,,,
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]2CCN(C(=O)C3CC3)c4ccc(Cc5ccc6OCCOc6c5)cc24.OC(=O)C(F)(F)F,,,6.385102784,,,
NC(=O)[C@H]1CC(=O)NCCC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](Cc4ccccc4)C(=O)N1,8.229147988,,,,,
CN(C)C(=O)CN1C(=O)N(C[C@@]12CC[C@](CC2)(N(C)C)c3ccccc3)c4ccnc(n4)C#N,7.552841969,,,,,
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCCN)C(=O)N,9.844663963,,,,,
CN(C)[C@@]1(C[C@@]2(CN(C(=O)N2CC3CC3)c4cnc(cc4C)C5CC5)C1)c6ccccc6,6.732828272,,,,,
COC1(C2CCCC1CN(CC3CCOCC3)C2)c4cccc(c4)C(=O)N,8.522878745,,,,,
COc1ccc2C[C@H]3N(C)CC[C@@]45C(Oc1c24)C6(CCC35CC6COCC=C)OC,7.229147988,5.898252926,8.187086643,,,
CC1(C)CC(=O)c2c(C1)n(nc2C(F)(F)F)c3ccc(Cl)cc3Cl,,,,5.812479279,,
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2ccc(N)cc2)C(=O)O,5.853871964,7.721246399,,,7.13076828,
CN(C)[C@@]1(CC[C@@]2(CC1)CN(C(=O)N2)c3cnc(nc3)C(F)(F)F)c4cccs4,8.301029996,,,,,
COC(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,9.638272164,,,,,
CC(C)[C@H]1CN2C[C@H](C)[C@@](C)(C[C@@H]2CN1)c3cccc(O)c3,6.420216403,,7.244125144,,,
CCOC(=O)[C@@H]1CN(CCNC2=Nc3ccccc3N([C@H]4C[C@H]5CC[C@@H](C4)N5C6CCCCCCC6)C2=O)CC1C(=O)OCC,5.147398031,4.173264535,7.505845406,,,
C[C@H]1OC2(CCN(CCc3ccccc3)CC2)CN(C1=O)c4ccccc4,8.096910013,,,7.795880017,,
Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)\C(=N\N=C\6/CC[C@@]7(O)[C@H]8Cc9ccc(O)c%10O[C@@H]6[C@]7(CCN8CC=C)c9%10)\CC[C@@]35O,8.853871964,,,,,
CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)Cc4ccc(Cl)c(Cl)c4,7.677780705,6,10.52287875,,,7.744727495
CN(CC(=O)N(C)[C@H](CN1CC[C@H](O)C1)c2ccccc2)c3ccc(cc3)C#N,,,9,,,8.638272164
Clc1ccc(cc1)C2CC=CCN(C(CN3CCCC3)c4ccccc4)C2=O,,,8.698970004,,,
COCCOCCOCCOCCOCCOCCNC(=O)CN1C[C@@]2(CC[C@](CC2)(N(C)C)c3ccccc3)N(CC4CCC4)C1=O,6.518557371,,,,,
CCC(=O)N(C1CCN(CC1)C(=O)CC(N)c2ccc(Cl)cc2)c3ccccc3,,5.619788758,,,,
COC(=O)[C@@H]1C[C@H](OC(=O)C=C)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)c4cocc4,6.009217308,,7.744727495,,,6.863279433
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2CC3(O)CCC3)c4cccc(c4)C#N)c5ccccc5,7.263603498,,,,,
CCOC(=O)C1(CCc2ccccc2)CCN(Cc3ccc(NC(=O)C)cc3)CC1,,,,5.080921908,5.346594509,
CS[C@@H]1Cc2ccc(O)cc2C(C)(C)[C@@H]1N,8.958607315,6.457174573,7.180456064,,,
CCC(=O)N(c1ccccc1)C2(CCN(CC(=O)c3ccccc3)CC2)C(=O)OC,,,,9.698970004,,
OC(=O)CNCCNC1=Nc2ccccc2N([C@H]3C[C@H]4CC[C@@H](C3)N4C5CCCCCCC5)C1=O,5.494850022,,6.150580586,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)Nc3cccc(O)n3)C(=O)N2CC4CCC4)c5ccccc5,7.638272164,,,,,
COc1ccc(CN2C[C@@]3(CC[C@](CC3)(N(C)C)c4ccc(OC)cc4)N(CC5CCC5)C2=O)cc1,6.903089987,,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CCC(=O)Nc3cccnc3)C(=O)N2CC4(O)CCC4)c5ccccc5,6.853871964,,,,,
O[C@H]1[C@@H]2CCC[C@]1(CCN2CCc3ccccc3)c4cccc(O)c4,7.26760624,5.563042669,6.628932138,,,
COCCN1CCC23CCCC[C@H]2[C@H]1Cc4cc(O)ccc34,,9.26760624,,,,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7ncc(cc7C[C@@]36OCCCC8CCCCC8)c9ccccc9,7.022276395,7.886056648,7.236572006,7.619788758,,7.455931956
NC(=O)c1ccc2N(CCCc2c1)c3ccc(CNCC4CCCCC4)cc3,7.397940009,6.400116928,6.500312917,,,
OC1(CCN(CC1)C(c2ccccc2)c3ccccc3)c4ccccc4F,6.229884705,5.251037139,5.759950228,,,
COCCCN1C(=O)N(CCC(=O)N2CCNC(=O)C2)C[C@@]13CC[C@](CC3)(N(C)C)c4ccccc4,6.351639989,,,,,
CCCC[C@@H](NC(=O)[C@@H](N)Cc1c(C)cc(O)cc1C)C(=O)NCC(=O)N[C@@H](Cc2ccc(Cl)cc2)C(=O)N3CCC(CC3)N(C(=O)CC)c4ccccc4,,10.09691001,,,10.15490196,
COC(=O)c1cccc(c1)N2C[C@@]3(CC[C@](CC3)(N(C)C)c4ccccc4)NC2=O,5.605548319,,,,,
CCC(=O)N(CC1CCCCN1Cc2ccc3[C@H](N)CCCc3c2)c4ccccc4.OC(=O)C(F)(F)F,,5.283996656,,,,
Oc1ccc2O[C@H]3CN(CCc4ccccc4F)CC[C@@]3(CCCc5ccccc5)c2c1,7.769551079,7.886056648,6.795880017,,,
CC(C)[C@@H]1CC[C@@H](CC1)N2CCC(CC2)n3cc(CCCNC(=S)N)c4ccccc34,6.417936637,,6.080921908,,,
CC(C)CNC(=O)C[C@H]1C[C@@]2(O)[C@H]3Cc4ccc(O)cc4[C@@]2(CCN3C)CC1=O,,,,5.632457726,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2CC3(C)CCC3)c4cnc(nc4)C#N)c5ccccc5,6.657577319,,,,,
COC1(C2CCCC1CN(C2)[C@H]3CCCOC3)c4ccnc(c4)C(=O)N,8.522878745,,,,,
C[C@H](NC(=O)C1=CC2=C(C[C@]34CCN(CC5CC5)[C@H](Cc6ccc(O)cc36)[C@@H]4C2)NC1=O)C(=O)N,9.251811973,,,,,
COC(=O)[C@@H]1C[C@H](OC(=O)\C(=C\C)\C)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)c4cocc4,,,6.815308569,,,6.321481621
COc1ccc(C)c(OC(CCN2CCC(CC2)N3C(=O)N(Cc4cnccn4)c5ccccc35)C(C)C)c1,7.119186408,,,,,
Cc1ccccc1n2nc(C)c3C(=O)CC(C)(C)Cc23,,,,5.326058001,,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@]7(C)OC(=O)c8ccc(cc8)C(F)(F)F)OC,8.148741651,6.795880017,6.772113295,,,
CN(C)C1(CC2(CN(Cc3ccc(cc3)N4CCOCC4)C(=O)N2)C1)c5cccc(F)c5,6.332547047,,,,,
C[C@H](C1CC1)N2CC[C@]34CC(=O)CC[C@@]3(O)[C@H]2Cc5ccc(C(=O)N)c(O)c45,8.236572006,,,,,
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N3CCC[C@@H]3C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O,8.096910013,8.080921908,9.638272164,,,
C[C@@]1(O[C@@H]2N3[C@H](CO[C@@H]13)O[C@@]2(C)c4cccc(O)c4)c5cccc(O)c5,,,,,7.075720714,7.301029996
CN1CC[C@]23[C@H]4Oc5c(O)ccc(CC1[C@]2(O)CC6(Cc7ccccc7C6)C4=O)c35,7.48148606,8.769551079,6,,,
CCCC[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H](CCCC)NC(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc4ccccc4)C(=O)N,,7.698970004,,,8.387216143,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)N)C(=O)N2CC3(O)CCC3)c4ccccc4,7.088842391,,,,,
COCC1OC2(CCN(CCc3ccccc3)CC2)CN(C1=O)c4ccccc4,7.886056648,,,7.494850022,,
CN([C@H](CN1CC[C@H](O)C1)c2ccccc2)C(=O)CNc3ccc(Cl)c(Cl)c3,,,9.958607315,,,9.568636236
CCNC(=O)c1ccc(cc1)C(=C2CC3CCC(C2)N3Cc4cccs4)c5ccc(O)cc5,8.167491087,9.602059991,,,,
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]2CSCc3ccccc3CSC[C@@H](NC(=O)[C@@H](N)Cc4ccc(O)cc4)C(=O)NCC(=O)N[C@@H](Cc5ccc(F)cc5)C(=O)NNC(=O)[C@H](Cc6ccc(F)cc6)NC(=O)CNC2=O.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F,7.795880017,8.30980392,6.53313238,8.124938737,6.847711656,6.093664958
CN1C[C@@H]2Oc3c(O)cccc3[C@@]24CCC[C@@H]1C4,,5.46470588,5.316952962,,,
