smiles,pKi_hm,pKi_hd,pKi_hk,pEC50_hm,pEC50_hd,pEC50_hk
COC(=O)[C@@H]1C[C@H](NC(=O)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)c4cocc4,5.378823718,,7.522878745,,,6.725842151
NC(=O)[C@@]1(C[C@H]2CC[C@@H](C1)N2C(c3ccccc3Cl)c4ccccc4Cl)c5ccc(Br)nc5,7.337242168,,,,,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@@H](CC[C@@]36O)NC(=O)c7ccncn7,8.677780705,6.468521083,8.920818754,8.124938737,,
CCC(N1CCC(O)(CC1)c2ccccc2)c3ccccc3,5.638649976,4.68006156,5.845576027,,,
CO[C@]12CC[C@@]3(C[C@@H]1CNC(=O)CNC(=O)C)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56,,,9.657577319,,,
CCN(C)[C@@]1(CC[C@]2(CC1)CN(Cc3ccc(OC)cc3)C(=O)N2CC4CCC4)c5ccccc5,6.974694135,,,,,
Cc1cc(C)nc(SCc2ccc(cc2)C(=O)NN\C=C\3/C=CC=C(O)C3=O)n1,,4.238515699,,,,
CO[C@@]12C=C[C@]3([C@H]4Cc5ccc(O)c6O[C@@H]1[C@]3(CCN4C)c56)[C@H]7[C@@H]2C(=O)N(CCCCCCNC(=O)OC(C)(C)C)C7=O,6.580044252,,,,,
COC(=O)[C@@H]1C[C@H](OC(=O)\C=C\c2ccc(OC)cc2OC)C(=O)[C@H]3[C@@]1(C)CC[C@H]4C(=O)O[C@@H](C[C@]34C)c5cocc5,,,6.790484985,,,7.568636236
Oc1ccc2CC3N(CC4CC4)CCC56C(Oc1c25)C(CCC36O)N(CCCl)CCCl,9.045757491,6.93930216,10.09691001,,,
COC1(C2CCCC1CN(CC3(O)CC3)C2)c4ccnc(c4)C(=O)N,8.522878745,,,,,
CC1OC2(CCN(CCc3ccccc3NC(=O)C)CC2)CN(C1=O)c4ccccc4,6.721246399,,,6.465973894,,
Oc1ccc2c(C[C@@H]3[C@@H]4CCCC[C@]24CCN3C\C=C/I)c1,,7.48148606,,,,
OC(=O)[C@@H]1CN(CCNC2=Nc3ccccc3N([C@H]4C[C@H]5CC[C@@H](C4)N5C6CCCCCCC6)C2=O)C[C@H]1C(=O)O,4.429328659,,6.172307711,,,
COc1ncc(CNC(=O)CN2C[C@@]3(CC[C@](CC3)(N(C)C)c4ccccc4)N(CC5CCC5)C2=O)cn1,7.530177984,,,,,
O=S(=O)(N1CCCC1)c2ncccc2c3ccc(CN4C[C@@H]5CCC[C@H]4C5)cc3,6.133712661,,7.27572413,,,
CC(NCc1nccn1C)c2cccc(O)c2,,,6.809668302,,,5.091514981
Oc1ccc2CC3[C@@H]4Cc5c([nH]c6ccccc56)[C@@H]7Oc1c2[C@]47CCN3CCc8ccccc8,,7.657577319,,,,
COC(=O)[C@@H]1C[C@H](OC(=O)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)c4ccoc4c5ccccc5N,,,,,,6.366531544
C[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCC(=O)Nc4cccc5cnccc45,,,5.537602002,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3ccc4[nH]c(nc4c3)N5CCOCC5)c6ccccc6,6.033858267,,,,,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@]56[C@@H]7[C@@H]8O[C@]35CC[C@@]7(OCOc1c26)N(C8=O)c9ccccc9,,,,8.045757491,9.008773924,8.187086643
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3cnc(nc3)N4CCNC(=O)C4)c5ccccc5,5.305394801,,,,,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]5(C[C@@H](C[C@@]35O)C(=O)NCc6ccc(Cl)c(Cl)c6)c2c1,,,,8.559090918,,10.52287875
CC(=O)Nc1ccc(cc1)c2cnc3[C@@H]4Oc5c(O)ccc6C[C@H]7N(CC8CC8)CC[C@@]4(c56)[C@]7(Cc3c2)OCCCc9ccccc9,6.798602876,6.404503778,7.823908741,,,
CC(C)(C)NC(=O)NC[C@@H]1Cc2ccccc2CN1C(=O)NC[C@H]3CCCO3,6.406713933,6.187755303,,,,
CCCCCN1C[C@H](C)[C@@](C)(C[C@H]1CCC)c2cccc(O)c2,6.420216403,,6.244125144,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CCC(=O)N3C[C@@H](O)[C@@H](O)C3)C(=O)N2CC4CCC4)c5ccccc5,7.508638306,,,,,
COC(=O)[C@@H]1C[C@H](OC(=O)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)c4ccoc4c5cccc(F)c5,,,,,,7.920818754
OC(=O)c1ccccc1C(N2CCC(O)(CC2)c3ccccc3)c4ccccc4,5.543026986,,5.093826636,,,
CCc1ccccc1OC(CCN2CCC(CC2)N3C(=O)Nc4ccccc34)C(C)C,7.638272164,,,,,
CC(C)(CCCCCCC(C)(C)C(=O)Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2c1)C(=O)O,7.327902142,6.408935393,7.744727495,,,
COCCOCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3C)c45,7.295334815,5.209292713,6.239592597,6.568636236,,5.376957566
CN(C)c1nnc(c2ccc(cc2)C(C)(C)C)n1c3cccc(O)c3,5.397940009,7.301029996,,,,
Oc1ccc2O[C@H]3CN(CCc4ccccc4C(F)(F)F)CC[C@@]3(CCCCCc5ccccc5)c2c1,6.798602876,6.14327111,5.951169913,,,
Oc1ccc2C[C@]34CCC(=O)C[C@]3(CCN(CC5CC5)C4)c2c1,7.236572006,6.348721986,7.769551079,,,
NC(=Nc1ccc2[nH]c3[C@@H]4Oc5c(O)ccc6C[C@H]7N(CC8CC8)CC[C@@]4(c56)[C@@]7(O)Cc3c2c1)N,,,9.823908741,,,
COc1cccc(CN2C[C@@]3(CC[C@](CC3)(N(C)C)c4ccccc4)N(CC5CCC5)C2=O)c1,8.366531544,,,,,
CC(=O)CN1CN(c2ccccc2)C3(CCN(CC3)C4CCC(C)(C)c5ccccc45)C1=O,7.853871964,6.099632871,7.251811973,,,
CO[C@@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C)[C@H]4Cc5ccc(C(=O)N)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56,9.113509275,7.26760624,8.677780705,,,
O[C@H]1CC[C@H]2CN(CC3CC3)CC[C@]24[C@H]1Oc5c(O)cccc45,,7.823908741,,,,
COCCOCCOCCOCCOCCOCCO[C@H]1C=CC2[C@@H](Cc3ccc(OC)c4O[C@@H]1[C@]2(C)c34)N(C)C,4.847619913,,,4.01152577,,
COc1ccc2CC3N(CCc4ccccc4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36OCCCc7ccccc7,,,8.853871964,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CCC3(O)CCS(=O)(=O)CC3)C(=O)N2CC4CCC4)c5ccccc5,7.769551079,,,,,
COC(=O)[C@@H]1C[C@H](OC(=O)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)c4ccoc4C5CC5,,,,,,9
CCN(CC)C(=O)c1ccc(cc1)N(C2CCN(CCc3cccc(F)c3)CC2)c4cccc(O)c4,6.326058001,9.15490196,5.86710023,,8.585026652,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@@H]7c8ccc(NCCCN(C)C)cc8)OC,,,7.229147988,,,
O[C@H]1CCN(C[C@@H](N2CC=CC[C@H](C2=O)c3ccc(Cl)c(Cl)c3)c4ccccc4)C1,,,9.698970004,,,
COc1cccc(CSc2nnc(c3ccccn3)n2Cc4occc4)c1,,,,,,4.815308569
CCN(CC)C(=O)c1ccc(cc1)\C(=C/2\C[C@H]3CC[C@@H](C2)N3C)\c4ccccc4,,8.346787486,,,6.826813732,
CC(N(C)Cc1nccn1CC(F)(F)F)c2cccc(O)c2,,,6.821023053,,,
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2cccc(c2)C(=O)N)C(=O)O,6.251811973,6.769551079,,,5.769551079,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)NCCO)C(=O)N2CC3CCC3)c4cccc(F)c4,6.869666232,,,,,
CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)CC6=C4N(Cc7ccccc7)C(=O)[C@@H](CCO)C6)c35,8.522878745,8.537602002,7.795880017,7.022276395,7.958607315,
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@H](Cc4cccc5ccccc45)C(=O)NCC(=O)NCCC(=O)NCCCC[C@@H](NC(=O)CCCNC(=O)CNC(=O)[C@H]6Cc7ccccc7CN6C(=O)[C@@H](N)Cc8ccc(O)cc8)C(=O)O,,7.008773924,,,,
CC1(C)SSC[C@@H](NC(=O)[C@@H]2NCC[C@@H]2c3ccc(O)cc3)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H]1C(=O)O,,7.075720714,,,,
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](CO)NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H]([C@@H](C)O)C(=O)O,8.161150909,9.301029996,7.392544977,,,
NC(=O)c1ccc(Oc2ccc(CCN3CCc4ccccc4C3)cc2)nc1,8.292429824,6.841637508,6.725842151,,,
COc1cccc(c1)c2cnc3[C@@H]4Oc5c(O)ccc6C[C@H]7N(CC8CC8)CC[C@@]4(c56)[C@]7(Cc3c2)OCCCc9ccccc9,7.040958608,7.318758763,6.987162775,7.886056648,,
COC(=O)[C@@H]1C[C@H](OC(=O)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)C(=O)c4occc4,5.008773924,,7.096910013,,,5.671620397
Oc1ccc2CC3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7[nH]cc(c7C[C@@]36O)c8ccccc8,7.677780705,8.568636236,7.346787486,,,
CN(C)C(=O)[C@@H]1Cc2ccccc2N1C(=O)CCN3CCC(CC3)c4c(C)cccc4C,7.085656843,,,,,
CCC(=O)N(CCCCCCCCNC(=N)N)C1CCN(CCc2ccccc2)CC1,7.431798276,,,,,
O=C(Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2c1)[C@@H]6C[C@@H]6C(=O)Oc7ccc8C[C@@H]9[C@@H]%10CCCC[C@]%10(CCN9CC%11CCC%11)c8c7,9.552841969,7.795880017,9.769551079,,,
COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)[C@@]6(CC[C@@]35C[C@@H]6CNC(=O)\C=C\c7ccc(Cl)cc7)OC,8.585026652,6.539102157,6.809668302,,,
Cc1cc2N=CC(=O)N(CC(=O)N3CCCC(C3CN4CCCC4)c5ccccc5)c2cc1C,,,,,,5.200659451
CN([C@H](CN1CC[C@H](O)C1)c2ccccc2)C(=O)Cc3ccc(CNS(=O)(=O)C)cc3,6.821023053,6.777283529,9.22184875,,,8.920818754
CN(CC(=O)N1CCN(CC1CN2CCCC2)C(=O)c3ccc(cc3)C#N)c4ccc(Cl)c(Cl)c4,,,,,,5.494850022
OC1(CCN(CCC(c2ccccc2)c3ccccc3)CC1)c4ccc(Cl)cc4,7.431798276,,,,,
CN(C)C1(CCC2(CC1)N(CCc3c2[nH]c4cc(F)ccc34)C(=O)C)c5ccccc5,8.769551079,,,,,
Clc1ccccc1CSc2nnc(c3ccccn3)n2Cc4occc4,,,,,,5
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3ccc(cc3F)C#N)c4ccccc4,5.45655282,,,,,
CN([C@H](CN1CC[C@H](O)C1)c2ccccc2)C(=O)CNc3ccccc3C#N,,,9.408935393,,,9.37675071
CO[C@]12CC[C@@]3(C[C@@H]1CNS(=O)(=O)C)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56,,,9.13076828,,,
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc2ccc(I)cc2)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](N)Cc3c(C)cc(O)cc3C)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)NCc6cc(cc(c6)C(F)(F)F)C(F)(F)F,8.22184875,7.886056648,,,,
Cl.O[C@@H]1[C@H]2CCC[C@@]1(CCN2CCc3ccc(cc3)C(F)(F)F)c4cccc(O)c4,,,,,,6.118615343
CN1CC[C@]23CCCCC2[C@H]1Cc4cc5sc(N)nc5cc34,8.958607315,5.958607315,7.537602002,,,
COC12CC[C@@]3(C[C@]1(C)COCc4cocc4)[C@H]5Cc6ccc(O)c7O[C@@H]2[C@]3(CCN5C)c67,,,,8.460923901,,
CN([C@H](CN1CCCC1)c2cccc(NC(=O)C)c2)C(=O)Cc3ccc(Cl)c(Cl)c3,,7.853871964,,,,
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H]1CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)N1)NC(=O)CNC(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O,,5.552841969,,,,
COC[C@H](C)NCc1ccc(cc1)c2ccccc2S(=O)(=O)N3CCCC3,6.363512104,,8.065501549,,,
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](Cc5c[nH]c6ccccc56)C(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N7CCC[C@@H]7C(=O)N[C@@H](CCCCN)C(=O)O,6.480172006,,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3ccc4nc(ncc4c3)N(C)CCO)c5ccccc5,5.764471553,,,,,
CN([C@H](CN1CCCC1)c2ccccc2)C(=O)Cc3ccccc3C(F)(F)F,,,9.886056648,,,
C(c1ccccc1)n2ccnc2C3(CCN(CC3)c4nc5ccccc5s4)c6ccccc6,,7.13667714,,,7.585026652,
CO[C@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)CCC4CCCCC4)[C@H]5Cc6ccc(O)c7O[C@@H]2[C@]3(CCN5CC8CC8)c67,,,9.795880017,,,9.337242168
CC1(C)SC[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H]1NC(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)O,6.200659451,9.031517051,,,,
CN(C)C(=O)CN1C(=O)N(C[C@@]12CC[C@](CC2)(N(C)C)c3ccccc3)c4ccccc4,6.449771647,,,,,
CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N,,4.850780887,,,,
CCOC(=O)N1CCC(CC1)(c2ccccc2)c3nccn3C(C)c4ccccc4,,8.920818754,7.207608311,,,
OC1(CCN(CC1)C(c2ccccc2)c3ccccc3Cl)c4ccccc4,6.215382707,5.776244546,5.944621669,,,
O=C1CC(=O)N(C2CCN(CC2)C3CCCCCCC3)c4ccccc4N1,4.863279433,4.790484985,6.449771647,,,
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)C\C=C(/F)\[C@@H](N)Cc2ccc(C)cc2)C(=O)O,,,,7.22184875,8.301029996,
Cc1cccc2C(O)CC(CN3CCC(CC3)c4c(Cl)cccc4Cl)CCc12,7.236572006,,,,,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)Cc7ccc(Cl)cc7,9.13667714,8.823908741,9,,,
CCOc1ccc(Cc2nc3cc(ccc3n2CCC4CCCN4C)N=C(N)c5cccs5)cc1,6.769551079,,,5.657577319,,
CNC(=O)CN1C(=O)N(C2CCN(CCC(C)(C)C)CC2)c3ccccc13,5.567511744,,,,,
COc1ccc2[nH]c3c(CCO[C@@]34CC[C@](CC4)(N(C)C)c5ccccc5)c2c1,8.958607315,,,,,
COCO[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@H](C[C@]3(C)[C@H]2C1=O)c4cocc4,,,8.356547324,,,
COc1cccc2c1O[C@H]3CCC[C@H]4CN(C)CC[C@]234,5.118615343,,5.140861703,,,
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]2CCCc3ccc(Cc4ccccc4)cc23,,,7.721246399,,,
COCCCCN1C(=O)N(C[C@@]12CC[C@](CC2)(N(C)C)c3cccc(F)c3)c4cnc(nc4)C#N,6.420216403,,,,,
COC[C@@H]1CCCN1S(=O)(=O)c2ccccc2c3ccc(CN4C[C@@H]5CCC[C@H]4C5)cc3,6.684029655,,8.431798276,,,
CC1CC(CC(C)N1Cc2ccccc2)N(C(=O)c3cccs3)c4ccn(n4)c5ccccc5,6.522878745,,,,,
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N3CCC[C@@H]3C(=O)N[C@@H](CCCCN)C(=O)N,7.173925197,6.390405591,9.823908741,,,8.214670165
Oc1ccc(cc1Cl)C(=O)NCCN2CCc3ccccc3C2,5.88941029,,,,,
Clc1ccc(cc1)C(=O)Nc2nc3ccccc3n2CCN4CCCC4,,,,5.214670165,5.698970004,4.748159886
CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)c2cccc(O)c2)NC(=O)[C@H]3Cc4ccc(O)cc4CN3,9.017728767,7.522878745,11,6.920818754,6.420216403,8.22184875
CN1CCCCC1[C@H]2C[C@H]3CC[C@@H](C2)N3C(c4ccccc4Cl)c5ccccc5Cl,6.22475374,,,,,
CN(C)[C@@]1(CC[C@@]2(CC1)N(CC3(O)CCC3)C(=O)N(CC(=O)N4CCS(=O)(=O)CC4)C2=O)c5ccccc5,7.420216403,,,,,
COCCOCCOCCOCCOCCNc1ccc2C(=O)[C@@H]3[C@H](C)[C@](C)(CCN3CC4CC4)c2c1,,,6.260427656,,,
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](Cc6ccccc6)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](Cc7ccccc7)C(=O)N[C@@H](CCCCN)C(=O)N,8.301029996,,,,,
C[C@H]1CN(CCc2ccccc2)[C@H](CCCc3ccccc3)C[C@@]1(C)c4cccc(O)c4,6.638272164,6.494850022,6.585026652,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2CC3CCC3)c4cccc(c4)C#N)c5ccccc5,6.628932138,,,,,
Cc1ccc(cc1)C(=O)NCC2N(CCCl)CCc3ccccc23,,,,7.522878745,,
CCC(=O)N(CCCCCCCNC(=O)c1nn(c2ccc(Cl)cc2Cl)c(c1C)c3ccc(Cl)cc3)C4CCN(CCc5ccccc5)CC4,5.18422308,,,,,
CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](N)Cc2ccccc2)C(=O)N[C@H](CCCCN)C(=O)N3CCC(CC3)N4C=C(NC4=O)c5ccccc5,,,,,,9.888401475
Cc1c(CSc2nnc(c3ccccn3)n2Cc4occc4)cccc1[N+](=O)[O-],,,,,,5.085656843
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7ncc(cc7C[C@@]36OCCCc8ccccn8)c9ccccc9,8.397940009,8.229147988,8.27572413,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3ccnc4[nH]ccc34)c5ccccc5,5.989276135,,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)NCC3(O)CCCC3)C(=O)N2CC4CCC4)c5ccccc5,7.823908741,,,,,
CN(C)C1(CCC2(CC1)NCCc3c2[nH]c4ccc(F)cc34)c5ccccc5,9.15490196,,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CCC(=O)Nc3cccnn3)C(=O)N2CC4(O)CCC4)c5ccccc5,6.387216143,,,,,
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](CCC(=O)N[C@H]2CC[C@@]3(O)C4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4C)c56)NC(=O)[C@@H](N)Cc7ccc(O)cc7)C(=O)O,,7.585026652,,,,
OC(=O)c1ccc(CNC(=O)C2=Nc3ccccc3N([C@H]4C[C@H]5CC[C@@H](C4)N5C6CCCCCCC6)C2=O)nc1,5.714442691,5.111820506,6.078313525,,,
Fc1ccc2[nH]cc(C3CCN(CC3)C4Cc5cccc6cccc4c56)c2c1,6.301029996,,5.723538196,,,
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NC[C@@H](N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O,,8.086186148,,,,
NC(=O)c1ccc2C[C@H]3N(CC4CC4)CC[C@@]5(Cc6[nH]c7ccccc7c6C[C@@]35O)c2c1O,9.292429824,10.60205999,9.091514981,,,
CCN(CC)C(=O)c1ccc(cc1)C(=C2CC3CCC(C2)N3CCOc4ccccc4)c5ccccc5,6.200659451,9.420216403,,,6.205511953,
COc1ccc(CN2C[C@@]3(CC[C@](CC3)(N(C)C)c4ccccc4)N(CC(C)(C)C)C2=O)cc1,7.408935393,,,,,
CCCSCCCN[C@]12Cc3c([nH]c4ccccc34)[C@@H]5Oc6c(O)ccc7CC1N(CC8CC8)CCC25c67,,8.744727495,,,,
CCCCNCCN1CN(c2ccccc2)C3(CCN(CC3)C4CCCc5ccc(Cl)cc45)C1=O,6.527243551,5.973875483,7.958607315,,,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C7(CC[C@@]36C[C@]7(C)COCc8ccccc8)OC,,,,7.238824187,,10.07058107
CN(C)[C@@]1(CC[C@]2(CC1)CN(Cc3ccccn3)C(=O)N2)c4ccccc4,6.721246399,,,,,
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CO)C(=O)N,8.795880017,,,8,,
OC(=O)CCN1CCC[C@H]1Cc2nc3ccccc3n2[C@H]4C[C@H]5CCC[C@@H](C4)N5[C@@H]6C[C@@H]7CCCC[C@@H](C7)C6,5.363010898,4.698970004,6.35261703,,,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@@H]7COCc8ccccc8C)OC,8.809668302,,10.15490196,,,
CC(C)C1CCC(CC1)N2CCC(CC2)(C(=O)NCc3ccccc3)c4ccccc4,5.585026652,,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2CC3(O)CCC3)c4cnc(C)nc4)c5ccccc5,7.214670165,,,,,
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc4ccc(OC(=O)Nc5ccc(I)cc5)cc34,9.468521083,6.795880017,8.283996656,,,
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N,5.630784143,5.219682688,8.468521083,,,
CCN(CC)C(=O)c1ccc(cc1)C(N2CCNCC2)c3cccc4cccnc34,,,,,8.443697499,
Fc1ccc(Cn2ccnc2C3(CCN(CC3)C(=O)Nc4ccccc4)c5ccccc5)cc1,,6.692503962,5.666351243,,,
COc1cccc(CC(=O)NC2CCC3(O)C4Cc5ccc(O)c6OC2C3(CCN4CC7CC7)c56)c1,9.886056648,7.801342913,9.346787486,,,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36OC(=O)c7cccnc7,8.795880017,6.769551079,7.318758763,,,
Oc1ccc2O[C@H]3CN(CCc4ccc(cc4)C(F)(F)F)CC[C@@]3(CCCc5ccccc5)c2c1,7.568636236,7.744727495,6.8569852,,,
Oc1cc2c(C[C@@H]3[C@@H]4CCCC[C@]24CCN3CC5CCC5)cc1CNC(=O)CCCCC(=O)NCc6cc7C[C@@H]8[C@@H]9CCCC[C@]9(CCN8CC%10CCC%10)c7cc6O,7.443697499,6.200659451,7.522878745,,,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@@H](CC[C@@]36O)NC(=O)c7ccncc7Br,9.346787486,6.89279003,8.552841969,8.886056648,,
COc1ccc(CN2CCN(CC2)c3ncccn3)c(C)c1C,,,,4.033999142,,
CC(C)CN(C)Cc1ccc(cc1)c2ccccc2S(=O)(=O)N3CCCC3,6.164943898,,7.124938737,,,
COCO[C@@]12C=C[C@@H](OC1=O)[C@H]3[C@]4(C)C[C@@H](OC(=O)[C@@H]4CC[C@@]23C)c5cocc5,,,,,,4.920818754
CN(C)C(=O)CC1OC2(CCN(CCc3ccccc3)CC2)CN(C1=O)c4ccccc4,6.196542884,,,,,
CN1CC[C@]2(CCc3ccccc3)[C@H](C1)Oc4c(O)cccc24,6.13076828,,5.540607512,,,
CCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)NCc6cc(cc(c6)C(F)(F)F)C(F)(F)F,,,,,10,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7oc8ccccc8c7C[C@@]36O,7.920818754,11,8.387216143,,,
CC(=O)N[C@@]1(C[C@H]2CC[C@@H](C1)N2C(c3ccccc3Cl)c4ccccc4Cl)c5ccc(F)cn5,6.221125528,,,,,
