smiles,pEC50_rM1,pEC50_hM1,pEC50_hM2,pEC50_hM4,pEC50_rM4,pEC50_hM5,pKi_rM1,pKi_hM2,pKi_hM3,pIC50_hM2,pIC50_rM2,pIC50_hM3,pIC50_hM4,pIC50_hM5,pKi_hM4,pKi_hM5,pIC50_hM1,pIC50_rM1,pKi_hM1,pKi_rM2,pKi_rM3,pIC50_AChE_HouseMouse,pIC50_AChE_human,pIC50_AChE_Cow,pIC50_AChE_eel,pIC50_AChE_BrownRat,pIC50_BChE_human,pKi_AChE_eel,pKi_AChE_human,pKi_BChE_human
CN(CCCCCOc1ccc(cc1)c2oc3ccccc3c2)Cc4ccccc4,,,,,,,,,,,,,,,,,,,,,,,3.6675615400844,,,,,,,
CCCn1ncc(n1)C2=CCCN(C)C2,,,,,,,7.82390874094432,,,,,,,,,,,,,,,,,,,,,,,
CN(C)S(=O)(=O)N[C@H]1CCc2cc(O)ccc2C1,,,,,,,,,,,,,,,,,,,,,,,7.55284196865778,,,,,,8.92081875395237,
CC(C1=C(CCN(C)C)Cc2cc(C)ccc12)c3ccccn3,,,,,,,,,,,,,,,,5.84013215290743,,,6.25026368443094,,,,,,,,,,,
Cc1nc2oc3c(ncnc3c2c(C)c1Cl)N4CCCC4,,,,5.59687947882418,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(cc1OC)C2C(=C(NC(=O)CN3CCOCC3)OC4=C2C(=O)Oc5ccccc45)C#N,,,,,,,,,,,,,,,,,,,,,,,,,5.48811663902113,,,,,
CC(C)(C)c1cc(\C=C\C(=O)NCCC2CCN(Cc3cccc(c3)[N+](=O)[O-])CC2)cc(c1O)C(C)(C)C,,,,,,,,,,,,,,,,,,,,,,,5.46092390120722,,5.91721462968355,,,,,
Cc1c(cnc2cc(nn12)c3cccc(c3)C(F)(F)F)C(=O)NCCC4(O)CCN(Cc5ccccc5)CC4,,,,,,,,6.25963731050576,,,,,,,,,,,6.25963731050576,,,,,,,,,,,
[O-][N+](=O)c1ccc2NC(=S)CN=C(c3ccccc3)c2c1,,5.34881893755531,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fc1ccc(CN2CCC(CCC(=O)c3ccc4NCCc4c3)CC2)cc1,,,,,,,,,,,,,,,,,,,,,,,7.05060999335509,,,7.05060999335509,,,,
C[C@@H](NC(=O)OCC(Cl)(Cl)Cl)c1nc2ccc(F)cc2s1,,,,,,,,,,,,,,,,,,,,,,,,,4.03526907894637,,5.08039897621589,,,
CC[N+](C)(CC)CCc1ccncc1,,,,,,,,,,,,,,,,,,,,,,,,,,3.69897000433602,,,,
CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]4[C@H]5[C@@H](CC[C@@]5(CC[C@@]34C)C(=O)NCCN)C(=O)C)C1(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.16557929631847,,
Fc1cccc(\C=N\N=C\c2cccc(F)c2)c1,,,,,,5.58502665202918,,,,,,,,,,,,,,,,,,,,,,,,
Cc1oc(C[N+](C)(C)C)cc1,,,,,,,,6.02000117602626,5.21000000131112,,,,,,5.20000023710935,5.15999998174446,,5.85078088734462,5.1000001283342,,,,,,,,,,,
CC(=O)NCCCC(=O)NCCN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1,,,,,,,5.01547268665621,,,,,,,,,,,,,5.05453141486818,4.96657624451305,,,,,,,,,
COP(=O)(OC)O\C(=C\1/CCOC1=O)\C,,,,,,,,,,,,,,,,,,,,,,,4.15490195998574,,,,,,,
CCN(CC)CCCCCOc1ccc(CN(CC)CC)cc1,,,,,,,,,,,,,,,,,,,,,,,,,5.07727454200674,,5.35457773065091,,,
CC(C)c1ccc(C)cc1OC(=O)Nc2ccc(cc2)C(F)(F)F,,,,,,,,,,,,,,,,,,,,,,,,,4.00643151721027,,,,,
CCCCS(=O)(=O)N1CCC(CC1)N2CCN([C@@H](C)c3ccc(cc3)S(=O)(=O)c4ccc5OCOc5c4)[C@H](C)C2,,,,,,,,9.69897000433602,,,,,,,,,,,,,,,,,,,,,,
C[C@H](N1CCN(CC1)C2CCN(CC2)C(=O)c3c(C)cccc3C)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,
C[N+]1([SiH3])CCN(CC(O)(C2CCCCC2)c3ccccc3)CC1,,,,,,,8.69897000433602,7.45593195564972,8.92081875395237,,,,,,8.49485002168009,8.69897000433602,,,,,,,,,,,,,,
O=C(C1CCN(CC1)c2cc(Oc3ccc4OCOc4c3)ncn2)N5CCc6ccccc6C5,,,,,,,,,,,,,6.29242982390206,,,,,,,,,,,,,,,,,
CC(C)Sc1ccc(CC2CCN(CC2)C3CCN(CC3)C(=O)c4ccccc4c5ccccc5)cc1,,,,,,,,6.60205999132796,,,,,,,,,,,,,,,,,,,,,,
O=C(C[C@@H]1CCCN2CCCCC12)N3c4ccccc4C(=O)Nc5cccnc35,,,,,,,,,,,5.22184874961636,,,,,,,6.95860731484177,,,,,,,,,,,,
O=C(O[C@@H]1CN2CCC1CC2)[C@H]3COCC(O3)(c4ccccc4)c5ccccc5,,,,,,,,,,,,,,,,5.95000714307986,,,6.71896663275227,,,,,,,,,,,
COc1cc2CC3(C(C4CSCN4C35C(=O)Nc6ccccc56)c7ccccc7Cl)C(=O)c2cc1OC,,,,,,,,,,,,,,,,,,,,,,,,,5.07987667370928,,,,,
Nc1nc2ccccc2nc1NCc3ccc(CN4CCCCC4)cc3,,,,,,,,,,,,,,,,,,,,,,,,,,6.32239304727951,,,,
COC(=O)C1=C(C)Oc2nc3CCCCCc3c(N)c2C1c4cc5ccc(OC)cc5nc4Cl,,,,,,,,,,,,,,,,,,,,,,,,,5.7281583934635,,,,,
CC(C)[C@H]1N[C@H]2CC[C@]34C[C@@]35[C@@H](CC[C@H]4[C@]2(C)CO1)[C@]6(C)C[C@@H](O)[C@H]([C@H](C)N(C)C)[C@@]6(C)CC5=O,,,,,,,,,,,,,,,,,,,,,,,,,6.08618614761628,,,,,
OC(C(=O)O[C@H]1CN2CCC1CC2)(c3cccs3)c4cccs4,,,,,,,,,,9.58502665202918,,9.63827216398241,,,,,9.69897000433602,,,,,,,,,,,,,
COc1ccc(Cl)cc1C(=O)N2CCN(CC2)c3oc4ccc(N)cc4n3,,,,,,,,,,,,,,,,,,,,,,,,,6.49349496759513,,,,,
Cl.CC1=CC2CC(C1)c3c(C2)nc4cc(Cl)ccc4c3NCCCCCCCNC(=O)c5cc(O)c6C(=O)c7c(O)cccc7C(=O)c6c5,,,,,,,,,,,,,,,,,,,,,,,8.49485002168009,,,,,,,
C(N1C2CC3CC(CC1C3)C2)c4ccccc4,,,,,,,,5.36612773734167,,,,,,,5.7486051499599,5.18402399902801,,,,,,,,,,,,,,
COc1ccc(cc1OC)[C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c3ccc(CNC4CC(C4)(C(=O)O[C@H]5CN6CCC5CC6)c7ccccc7)s3,,,,,,,,,,,,8.25963731050576,,,,,,,,,,,,,,,,,,
C1CN[C@H](C1)c2occc2,,,,,,,,4.11000000930342,4.60000007460618,,,,,,4.05000001858206,4.4999999533289,,,4.33000003833538,,,,,,,,,,,
O=C1N(CCCCCCCCN2CCN(Cc3ccccc3)CC2)C(=O)c4ccccc14,,,,,,,,,,,,,,,,,,,,,,,,,6.6903698325741,,,,,
Clc1ccc(\C=C\2/CN(C[C@@]3(C[C@H]4CCCN4[C@@]35C(=O)Nc6ccccc56)C2=O)C(=O)C[C@H]7C[C@H]8CCCN8[C@]79C(=O)Nc%10ccccc9%10)c(Cl)c1,,,,,,,,,,,,,,,,,,,,,,,5.15739076038944,,,,5.02456819149074,,,
[I-].C[N+](C)(C)C[C@@H]1CO[C@@H](CO1)c2ccc(Cc3ccccc3)cc2,,,,,,,,,,,,,,,,5.53003079050004,,,,,,,,,,,,,,
C[C@@H]1C[C@H]1c2nc(NC3CC3)cc(n2)N4CCCCCC4,,,,,,,,,6.40011692792631,,,,,,,,,,,,,,,,,,,,,
COc1ccc(cc1)C(=O)NC(=S)NCCOCCN(C)Cc2ccccc2,,,,,,,,,,,,,,,,,,,,,,,7.58502665202918,,,7.58502665202918,,,,
C[C@]1(COCC(O1)(c2ccccc2)c3ccccc3)C(=O)O[C@H]4CN5CCC4CC5,,,,,,,,,,,,,,,,6.32975414692588,,,6.92081875395237,,,,,,,,,,,
COc1cc(\C=C\c2oc(nn2)c3ccc(cc3)[N+](=O)[O-])cc(OC)c1OC,,,,,,,,,,,,,,,,,,,,,,,,,4.30971529748737,,,,,
Fc1ccc(CNC(=O)CC2N(C(=Nc3ccccc23)N4CCN(CCN5CCCC5)CC4)c6ccc(cc6)C7CCCCC7)cc1,,,,,,,,,,,,,,,,,,,,,,,,,5.09691001300806,,,,,
CCOC(=O)C1CN(CC)CC=C1c2ccccc2,,,,,,,,,,5.55846196129784,,5.1627272974977,4.98367714598621,5.3799681048737,,,5.65364702554936,,,,,,,,,,,,,
COC(=O)C(C)CC(=O)C[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4C[C@@H]3O,,,,,,,,,,,,,,,,,,,,,,,4.51913107631283,,,,,,,
COc1ccc(cc1O)C(=O)CC(=O)CC2CCN(Cc3ccccc3)CC2,,,,,,,,,,,,,,,,,,,,,,,,,6.7281583934635,,,,,
Cn1cc(cn1)c2ccc(F)c(CN3Cc4ccc5nncn5c4C3=O)c2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(cc1C(=O)NCCN2CCOCC2)c3cn(Cc4cccc(F)c4)nn3,,,,,,,,,,,,,,,,,,,,,,,,,4.52114503247134,,,,,
COc1cc2CCNC(Cc3ccc(OCCCCCCN4CCOCC4)cc3)c2cc1OC,,,,,,,,,,,,,,,,,,,,,,,4.45001638884031,,4.54302698636418,,4.88572270343841,,,
CCCCNC(=O)Oc1cccc(CN(CCC)CCCOc2ccc3C(=O)c4ccccc4Oc3c2)c1,,,,,,,,,,,,,,,,,,,,,,,7.15490195998574,,,,,,,
CCC1=CC2CC(C1)c3c(N)c4ccccc4nc3C2,,,,,,,,,,,,,,,,,,,,,,,7.42250820016277,6.0515870342214,,,,,,
CCCCC1C2=C(Oc3nc4CCCCc4c(N)c13)c5ccccc5OC2=O,,,,,,,,,,,,,,,,,,,,,,,,,7.24412514432751,,4.63827216398241,,,
Fc1cccc(c1)S(=O)(=O)N2CC(C2)C(=O)N3CCN(CC3)c4ccncc4,,,,,,,,,,,,,,,,,5.76955107862173,,,,,,,,,,,,,
CCCNc1nc(NCCc2ccc(OC)c(OC)c2)c3ccccc3n1,,,,,,,,,,,,,,,,,,,,,,,5.15490195998574,,,,,,,
CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)Nc4cccc(c4)C#N)cc23,,,,,,,,,,,,,,,,,,,,,,,,,,6.35477428846458,,,,
ClP(=O)(Cl)NC(=O)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,3.08618614761628,3.4145392704915,,,,,,,
CCCCOC(=O)N[C@H](C)c1nc2ccc(F)cc2s1,,,,,,,,,,,,,,,,,,,,,,,,,5.03338901331807,,4.38785216167351,,,
CN1C2CCC1CC(CCOC(c3ccc(F)cc3)c4ccc(F)cc4)C2,,,,,,,6.88605664769316,,,,,,,,,,,,,,,,,,,,,,,
[O-][N+](=O)c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,,,,,,,,,,,,,,,,,,,,,,,6.14266750356873,,,,,,,
COC(=O)\C(=C/C(=O)c1cc(O)ccc1O)\CC\C=C(/C)\CCC=C(C)C,,,,,,,,,,,,,,,,,,,,,,,5.08618614761628,,,,,,,
OC1(CCNC(=O)C2CCN(CC2)c3ccc(OC(F)(F)F)c(F)c3)CCN(Cc4ccccc4)CC1,,,,,,,,6.25963731050576,,,,,,,,,,,6.25963731050576,,,,,,,,,,,
C[N+](C)(C)CCN1CC(NC1=O)(c2ccccc2)c3ccccc3,,,,,,,,,6.47495519296315,,,,,,,,,,,,,,,,,,,,,
C[C@H](N1CCN(C[C@H]1C)C2CCN(CC2)C(=O)c3c(C)cccc3C)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5,,,,,,,,9.09691001300806,,,,,,,,,,,,,,,,,,,,,,
COc1cc2ccnc3c2c(COC3(O)CC=C)c1OC,,,,,,,,,,,,,,,,,,,,,,,3.7594507517174,,,,,,,
CC(c1ccncc1)c2c(CCN(C)C)sc3ccccc23,,,,,,,,,,,,,,,,,,,8.2518119729938,,,,,,,,,,,
C[C@@]12CCC[C@@]3(CN4CCO[C@H]14)[C@@H]2CC[C@@]56CC[C@@H](C[C@@H]35)C(=C)[C@H]6O,,,,,,,,,,,,,,,,,,,,,,,,,4.98716277529483,,,,,
COc1ccc(cc1OC)C(=O)c2ccc(CN(C)Cc3cccc(C)c3)cc2,,,,,,,,,,,,,,,,,,,,,,,5.78251605578609,,,,,,,
[Cl-].COc1ccc(C[n+]2ccc(\C=C/3\C(=O)Nc4ccccc34)cc2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,6.16941133131486,,5.10237290870956,,,
Oc1ccc(CN2CCC(CC2)NCCCCCCCCN3C(=O)c4ccccc4C3=O)cc1,,,,,,,,,,,,,,,,,,,,,,,,,4.62819354149258,,6.09151498112135,,,
COc1ccc2C=C(C(=O)Oc2c1)c3ccc(CN(C)Cc4ccccc4)cc3,,,,,,,,,,,,,,,,,,,,,,,6.04963514562388,,,,,,,
Brc1c(NC2CC2)nc(nc1N3CCCCCC3)C4CC4,,,,,,,,,6.5003129173816,,,,,,,,,,,,,,,,,,,,,
CN(C)CCCC1(OCc2cc(ccc12)C#N)c3ccc(F)cc3,,,,,,,,,,,,,,,,,,,5.84466396253494,5.2518119729938,,,,,,,,,,
N#CSCCCCCNc1c2CCCCc2nc3ccccc13,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.30102999566398,,
N#CC(N1CCCC1)c2ccc3OCOc3c2,,,,,,,,,,,,,,,,,,,,,,,4.29242982390206,,,,,,,
CN1CCC(=C2c3ccccc3C=Cc4ccccc24)CC1,,,,,,,,8.15490195998574,7.92081875395237,,,,,,8.09691001300806,7.92811799269387,,,7.92081875395237,,,,,,,,,,,
Clc1ccc2C(=C)N3CCCCCC3=Nc2c1,,,,,,,,,,,,,,,,,,,,,,,6.80134291304558,,,,,,,
CN[C@@H]1CCN(C1)c2ccc(cn2)N3N=Cc4cc(sc4C3=O)c5ccc(cc5)C(F)(F)F,,,,,,,,,6.79588001734407,,,,,,,,,,6.58502665202918,,,,,,,,,,,
C[C@@]12CCN(Cc3ccccc3)[C@@H]1N(Cc4ccccc4)c5ccc(OC(=O)Nc6ccccc6)cc25,,,,,,,,,,,,,,,,,,,,,,,4.38584129049083,,,,,,,
COc1cc2CC(C(=O)c3ccc(cc3)N(C)C)C(=O)c2cc1OC,,,,,,,,,,,,,,,,,,,,,,,,,7.53760200210104,,,,,
COc1cc(CNCCCCCCNc2c3CCCCc3nc4ccccc24)cc(OC)c1OC,,,,,,,,,,,,,,,,,,,,,,,,,7.64955814346494,,8.58670023591875,,,
CC(COC(=O)c1ccc(Oc2nc(Oc3ccc(cc3)C(=O)OCC(C)N(C)C)nc(Oc4ccc(cc4)C(=O)OCC(C)N(C)C)n2)cc1)N(C)C,,,,,,,,,,,,,,,,,,,,,,,4.09258863922541,,,,,,,
CN1CCC[C@H]1COC(=O)Nc2ccc(F)cc2c3ccc(F)c(F)c3,,,,,,,,,7.77211329538633,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CNc2nc(NC(=O)C)nc3ccccc23)cc1OC,,,,,,,,,,,,,,,,,,,,,,,5.07058107428571,,,,,,,
CC(=O)N(CCCCN=C1N2CCCC2=Nc3ccccc13)CCCN=C4N5CCCC5=Nc6ccccc46,,,,,,,,,,,,,,,,,,,,,,,,,7.67985371388895,,8.39794000867204,,,
COc1ccc2c(c1)c(CC(=O)OCc3ccc(OC(=O)OCC[Si](C)(C)C)cc3)c(C)n2C(=O)c4ccc(Cl)cc4,,,,,,,,,,,,,,,,,,,,,,,,,6.14266750356873,,,,,
CCN(CCCCCCNC(=O)COc1ccc(\C=C\c2cc(OC)cc(OC)c2)cc1)Cc3ccccc3OC,,,,,,,,,,,,,,,,,,,,,,,,,7.22184874961636,,,,,
CN(Cc1ccc(cc1)c2ccc(CN(C)C3CCCCC3)cc2)C4CCCCC4,,,,,,,,,,,,,,,,,,,,,,,,,,5.77999919071334,,,,
Cc1sc2ncnc(N3CCC(CC3)C(=O)Nc4ccc(cc4)S(=O)(=O)C)c2c1C,,,,6.07007043991541,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(NC(=O)OCCN(C)[C@@H]2CC[C@H](CC2)OC(=O)[C@@](O)(C3CCCC3)c4cccs4)c(Cl)cc1CNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56,,,,,,,,,,,,8.42021640338319,,,,,,,,,,,,,,,,,,
COc1cc(N)c(Cl)cc1C(=O)NC2CCN(Cc3ccccc3)CC2,,,,,,,,,,,,,,,,,,,,,,,6.05060999335509,,,,,,,
Clc1ccc(cc1)C(OC2CC3CCC(C2)N3CCC(=O)Nc4ccccc4)c5ccc(Cl)cc5,,,,,,,5.3829996588791,,,,,,,,,,,,,,,,,,,,,,,
C[C@H](NC(=O)[C@H](C)NC(=O)C)C(=O)NCCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c4ccccc24)CC1.OC(=O)C(F)(F)F,,,,,,,,,,,,,,,,5.8699880503281,,,6.51999305704285,,,,,,,,,,,
C(CNc1cc(nc2ccccc12)c3ccc4OCOc4c3)CN5CCOCC5,,,,,,,,,,,,,,,,,,,,,,,,,5.49214412830417,,,,,
COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2c(OC)c1OC,,,,,,,,,,,,,,,,,,,,,,7.88605664769316,,,,,,,,
[O-][N+](=O)c1ccc(cc1)C(=O)NCCC2CCN(Cc3ccccc3)CC2,,,,,,,,,,,,,,,,,,,,,,7.25963731050576,,,,,,,,
CC1(CC(=C(C#N)C(=C(C#N)C#N)N1)c2ccc(F)cc2)c3ccc(F)cc3,,,,,,,,,,,,,,,,,,,,,,,,,4.92445303860747,,4.2580609222708,,,
COc1ccc(NCc2ccc(C)cc2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,5.87614835903291,,,,,
CC(C)c1ccc(NC(=O)Oc2ccc3N=C4N(CCCN5CCCCC5)CCCN4C(=O)c3c2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,6.10790539730952,,,,,
C[C@H](CN1[C@@H]2CC[C@H]1C[C@H](C2)OCC=C)Cn3ncc4ccccc34,,8.10237290870956,6.88605664769316,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc2C(=O)\C(=C\c3ccc(OC)c(OC)c3Cl)\CCc12,,,,,,,,,,,,,,,,,,,,,,,,,4.09044397075882,,,,,
O=C(CCc1c[nH]c2ccccc12)NCCC3CCN(Cc4ccccc4)CC3,,,,,,,,,,,,,,,,,,,,,,,5.22548303427145,,6.71444269099223,,7.13667713987954,,,
CO[P@]1(=O)OC[C@@H]2COC(=O)C2=C(C)O1,,,,,,,,,,,,,,,,,,,,,,,7.45593195564972,,,,,,,
NCCCCCC\N=C\1/N2CCCC2=Nc3cc(Cl)ccc13,,,,,,,,,,,,,,,,,,,,,,,,,5.82681373158773,,6.41566877563247,,,
CCOP(=S)(OCC)SCc1ccncc1,,,,,,,,,,,,,,,,,,,,,,,,,4.62069448224942,,,,,
CN1CCN(CC(=O)N2c3ccccc3C(=O)N(CCCCCCC#N)c4cccnc24)CC1,,,,,,,5.05060999335509,,,,,,,,,,,,,,,,,,,,,,,
C[N+]1(CC#CCOC2=NOCC2)CCCCC1,,,,,,,,6.65955588515988,5.32422165832591,,,,,,5.77443228656053,5.3855246339096,,,5.13270933014512,,,,,,,,,,,
CN(C)c1ccc(cc1)c2sc3cc(C)ccc3[n+]2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.30189945437661,
C[C@@H](NC(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCCC3CCN(Cc4ccccc4)CC3)N(C)S(=O)(=O)C)c5ccccc5,,,,,,,,,,,,,,,,,,,,,,,,,,5.73754891026957,,,,
CN1[C@@H]2CC[C@@H]1CC(CC(O)(c3ccccc3)c4ccccc4)C2,,,,,,,,,,,,6.01188715973165,,,,,,,,,,,,,,,,,,
[O-][N+](=O)OCCCNCCNc1c2CCCCc2nc3ccccc13,,,,,,,,,,,,,,,,,,,,,,,,,7.88605664769316,,7.74232142513082,,,
OC[C@H]1O[C@@H](Oc2ccc(C=O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,,,,,,,,,,,,,,,,,,,,,,,,,6.34678748622466,,,6.13667713987954,,
CCCCN(C)C(=O)Oc1ccc2C(CCC(=O)OC)CN(C)c2c1,,,,,,,,,,,,,,,,,,,,,,,,3.91364016932525,,,4.17522353752445,,,
CN1C2CCC1C(CCCOC(c3ccccc3)c4ccccc4)C(C2)c5ccccc5,,,,,,,5.09854167860389,,,,,,,,,,,,,,,,,,,,,,,
Clc1ccc(cc1)C2=CC(=O)c3ccc(OCCCN4CCN(CCCNc5c6CCCCc6nc7ccccc57)CC4)cc3O2,,,,,,,,,,,,,,,,,,,,,,,,,7.39794000867204,,6.00261361560269,,,
O=C(CNCC#C)Nc1ccc2N=C3CCCN3C(=O)c2c1,,,,,,,,,,,,,,,,,,,,,,,7.33724216831843,,,,,,,
CCN(CC)CCOc1ccc(\C=C\C(=O)Nc2ccccc2)cc1OC,,,,,,,,,,,,,,,,,,,,,,,7.38721614328026,,,,,,,
Oc1ccccc1C(=O)\C=C\c2ccc(OCCCCCCN3CCCC3)cc2,,,,,,,,,,,,,,,,,,,,,,,,,5.05060999335509,,,,,
[Br-].COc1ccc2C(=O)C(Cc3cc[n+](Cc4ccccc4F)cc3C(=O)C)CCc2c1,,,,,,,,,,,,,,,,,,,,,,,7.36653154442041,,,,,,,
CCCn1cnc2N(C)C(=O)N(CCCCC(=O)C)C(=O)c12,,,,,,,,,,,,,,,,,,,,,,,5.19382002601611,,,,,,,
COC1(CN2CCC1CC2)C#CC(O)(c3ccccc3)c4cccnn4,,,,,,,,7.39794000867204,8.10237290870956,,,,,,,,,,,,,,,,,,,,,
COc1cc(\C=C\2/Oc3cc(OCCN4CCCC4)ccc3C2=O)cc(OC)c1OC,,,,,,,,,,,,,,,,,,,,,,,,,6.19178902707578,,4.93181413825384,,,
CCOc1ccc2C(=O)\C(=C\c3cc[n+](Cc4ccccc4)cc3)\Oc2c1,,,,,,,,,,,,,,,,,,,,,,,,,7.20065945054642,,,,,
COc1cc(CNCCCCCCCNCc2cc(OC)c3OCOc3c2)cc4OCOc14,,,,,,,,,,,,,,,,,,,,,,,,,5.37263414340727,,5.51999305704285,,,
CCN(CCCOc1ccc(cc1)C2=CC(=O)c3c(O2)cc(OC)c(OC)c3OC)Cc4ccccc4,,,,,,,,,,,,,,,,,,,,,,,,,5.13667713987954,5.6903698325741,,,,
Oc1ccc2C(=O)\C(=C\c3ccc(OCCN4CCCCC4)cc3)\Oc2c1,,,,,,,,,,,,,,,,,,,,,,,,,5.65169513695184,,,,,
CCCN1C(=O)C=CC2=C1CCCC2NC3Cc4ccccc4C3,,,,,,,,,,,,,,,,,,,,,,,,,,5.40782324260413,,,,
C[C@H](NC(=O)[C@H](CCCCN)NC(=O)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCCCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c5ccccc35)CC2.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F,,,,,,,,,,,,,,,,6.64975198166584,,,7.22914798835786,,,,,,,,,,,
Cc1ccnc2c(cn(Cc3ccc(F)cc3)c12)C(=O)NC4CCOC[C@@H]4O,,7.80134291304558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C(CCCCNc1c2CCCCCc2nc3ccccc13)CCCNc4c5CCCCCc5nc6ccccc46,,,,,,,,,,,,,,,,,,,,,,,8.79588001734407,,,6.47755576649368,,,,
COC(=O)C1=C(C)Oc2nc3CCCCc3c(N)c2C1c4cc5ccc(OC)cc5nc4Cl,,,,,,,,,,,,,,,,,,,,,,,,,6.32790214206428,,,7.85387196432176,,
CCN(Cc1cccc(c1)C(F)(F)F)C(=O)C2CCN(CC2)S(=O)(=O)c3ccc4cn[nH]c4c3,,,,,,5.2518119729938,,,,,,,,,,,,,,,,,,,,,,,,
CCOP(=O)(OCC)SCCCCCSP(=O)(OCC)OCC,,,,,,,,,,,,,,,,,,,,,,,4.90868484030278,,,,,,,
CCN(Cc1ccccc1Cl)C(=O)C2CCN(CC2)S(=O)(=O)c3ccc4cn[nH]c4c3,,,,,,6.18976748200492,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc2OC\C(=C/c3ccc(CN4CCCC4)c(O)c3)\C(=O)c2cc1OC,,,,,,,,,,,,,,,,,,,,,,,,,6.44129142946683,,,,,
CCCc1ccccc1NC(=O)[C@H](COC(C)(C)C)NC(=O)c2ccc(C=C3SC(=NC3=O)S)cc2,,,,,,,,,,,,,,,,,,,,,,,,,4.66554624884907,,,,,
O\N=C\c1ccc(OCC2CCN(Cc3ccccc3)CC2)nc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57511836336893,
O=C(NCCCCCCNc1c2CCCCc2nc3ccccc13)[C@@H]4Cc5c(CN4)[nH]c6ccccc56,,,,,,,,,,,,,,,,,,,,,,,7.20065945054642,,7.65757731917779,,7.39794000867204,,,
CCN(Cc1cccc2[nH]c3cc(Cl)ccc3c12)C(=O)\C=C\c4ccc(O)c(OC)c4,,,,,,,,,,,,,,,,,,,,,,,5.16115090926274,,5.72124639904717,,,,,
[O-][N+](=O)c1ccccc1NC(=O)Nc2nc(cs2)c3oc4ccc(Br)cc4c3,,,,,,,,,,,,,,,,,,,,,,,,,5.05453141486818,,5.29073003902417,,,
CC(C)N(C(=O)O[C@H]1CN2CCC1CC2)c3ccccc3,,,,,,,,,,5.86489916623428,,6.1809169242563,,,,,6.36855623098683,,,,,,,,,,,,,
Cc1onc(NC(=O)CS(=O)(=O)c2cn(Cc3cccc(c3)c4cn[nH]c4)c5cc(F)cc(F)c25)c1,5.73282827159699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC(CNC(=O)\C=C\c1ccc(O)c(O)c1)CNc2c3CCCCc3nc4ccccc24,,,,,,,,,,,,,,,,,,,,,,,,,6.15490195998574,,5.99567862621736,,,
CC(=O)c1ccc(OCCCCCCCCCCN2CCC(Cc3ccccc3)CC2)cc1O,,,,,,,,,,,,,,,,,,,,,,,,,5.03621217265444,,,,,
CCC(=O)O[C@@H]1C[C@@H]2Oc3c(OC)ccc4CN(C)CC[C@]2(C=C1)c34,,,,,,,,,,,,,,,,,,,,,,,,,,2.02410886359821,,,,
O=C(CC(c1ccccc1)(c2ccccc2)c3ccccc3)N4CCC[C@H]4C(=O)N5CCC[C@@H]5C(=O)NCCC6CCNCC6,,,,,,,,,7.53760200210104,,,,,,,,,,,,,,,,,,,,,
C#CCOc1cccc(c1)c2cc(nc(n2)c3ccccc3)c4cccc(OCC#C)c4,,,,,,,,,,,,,,,,,,,,,,,,,5.17198493577602,,,,,
COc1ccc(cc1)C2c3c(N)c4CCCCc4cc3Oc5[nH]nc(c6ccccc6)c25,,,,,,,,,,,,,,,,,,,,,,,,,7.09151498112135,,,,,
