smiles,pEC50_rM1,pEC50_hM1,pEC50_hM2,pEC50_hM4,pEC50_rM4,pEC50_hM5,pKi_rM1,pKi_hM2,pKi_hM3,pIC50_hM2,pIC50_rM2,pIC50_hM3,pIC50_hM4,pIC50_hM5,pKi_hM4,pKi_hM5,pIC50_hM1,pIC50_rM1,pKi_hM1,pKi_rM2,pKi_rM3,pIC50_AChE_HouseMouse,pIC50_AChE_human,pIC50_AChE_Cow,pIC50_AChE_eel,pIC50_AChE_BrownRat,pIC50_BChE_human,pKi_AChE_eel,pKi_AChE_human,pKi_BChE_human
COP(=O)(F)CCCCn1cc(CNS(=O)(=O)c2ccc(C3=C4C=C5CCC[N+]6=C5C(=C4Oc7c8CCCN9CCCc(cc37)c89)CCC6)c(c2)S(=O)(=O)[O-])nn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
CC(N1CCN(CC1)C2CCCCC2)c3ccc(cc3)S(=O)(=O)c4ccc(C)cc4,,,,,,,,9.09691001300806,,,,,,,,,,,7.95860731484177,,,,,,,,,,,
Cc1ccc2onc(CCC3CCN(Cc4ccccc4)CC3)c2c1,,,,,,,,,,,,,,,,,,,,,,,8.10790539730952,,,,,,,
CC1CCCN(Cc2oc(CNCCN3CCN=C3C(C#N)C#N)cc2)C1,,,,,,,,,,,,,,,,,,,,,,,6.43179827593301,,,,,,,
COc1ccc(cc1OC)[C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c3ccc(CNC(C(=O)OC[C@@H]4CCN(C)C4)c5ccccc5)s3,,,,,,,,,,,,7.25963731050576,,,,,,,,,,,,,,,,,,
COc1ccc2cc3c4cc5OCOc5cc4CC[n+]3cc2c1OCCc6cccc(O)c6,,,,,,,,,,,,,,,,,,,,,,,,,6.37468754903833,,5.57839607313017,,,
CN1CCN(CC(=O)N2c3ccccc3NC(=O)c4cccnc24)CC1,,,,,,,,,,,5.52287874528034,,,,,,,6.52287874528034,,,,,,,,,,,,
COC(=O)C1C[C@]23CCO[C@H]2[C@@]4(C[C@@H]5C[C@]67CC(=O)C[C@H]6CCN8CC[C@]9([C@H]78)c%10cccc(OC)c%10N(C4)[C@@]59O)CN%11CC[C@@]%12([C@H]3%11)C1=Nc%13ccccc%12%13,,,,,,,,,,,,,,,,,,,,,,,,,4.04575749056067,,4.74472749489669,,,
COc1cc2OC(=O)C(=Cc2cc1OC)C(=O)NCCCCCNc3c4CCCCc4nc5ccccc35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15490195998574,
[I-].CCN(CC)c1ccc(\C=C\c2ccc3ccccc3[n+]2C)c(OC)c1,,,,,,,,,,,,,,,,,,,,,,,6.15490195998574,,,,,,,
CN1C2CCC1CC(C2)NC(c3ccccc3)c4ccc(Cl)cc4,,,,,,,,,,,,,,,,,,,8.03151705144606,,,,,,,,,,,
COc1cc(OC)cc(\C=C\c2ccc3O[C@@H]([C@@H](c4cc(OC)cc(OC)c4)c3c2)c5ccc(O)cc5)c1,,,,,,,,,,,,,,,,,,,,,,,,,4.93181413825384,,,,,
COc1cc(NC(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)ccc1CNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56,,,,,,,,,9.8000008748032,,,,,,,,,,,,,,,,,,,,,
Fc1ccc(cc1)C(=O)Nc2ccc3[nH]cc(C4CCN(CCCCCCCN5CCC(CC5)c6c[nH]c7ccc(NC(=O)c8ccc(F)cc8)cc67)CC4)c3c2,,,,,,,,,,5.49485002168009,,,,,,,,,,,,,,,,,,,,
CC1(C)[C@@H]2CC[C@]3(C)[C@H](CC[C@@H]4[C@H]5[C@@H](CC[C@]5(C)C(=O)C[C@@]34C)C(=C)C=O)[C@@]2(C)CCC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6675615400844,,,
COc1cc(ccc1OCCN2CCCC2)N3C=C(O)N(C3=O)c4ccc(Oc5ccccc5)cc4,,,,,,,,,,,,,,,,,,,6.43179827593301,,,,,,,,,,,
Cc1ccc(cc1)N2CCN(CC2)C3=CC(=O)Oc4ccc(C)cc34,,,,,,,,,,,,,,,,,,,,,,,,,4.21467016498923,,,,,
Cc1ccc(O)cc1[N+](C)(C)C,,,,,,,,,,,,,,,,,,,,,,,5.54899999614356,,8.55284196865778,,,,,
Cl.O=C(CCN1CCC(Cc2ccccc2)CC1)c3ccc4ccccc4c3,,,,,,,,,,,,,,,,,,,,,,,,,4.73165608604894,,,,,
CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)NC4CCCCC4)cc23,,,,,,,,,,,,,,,,,,,,,,,,,,8.07058107428571,,,,
COc1cc2OCOc2cc1S(=O)(=O)c3ccc(cc3)[C@H](C)N4CCN(C[C@H]4C)C5CCN(CC5)C(=O)c6ccccc6C,,,,,,,,7.27572413039921,,,,,,,,,,,,,,,,,,,,,,
CCCCCCN1CCC(=CC1)\C=C\c2cccc3ccccc23,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
CCCN(CC(=O)N1CCC[C@@H]2[C@@H]3CC4=C(C=CC(=O)N4)[C@]12CC(=C3)C)CC(=O)N5C(=O)C=CC6=C5C[C@@H]7C=C(C)C[C@]68NCCC[C@H]78,,,,,,,,,,,,,,,,,,,,,,,,,,6.80410034759077,,,,
O=C1CCN(Cc2ccccc2)CC1=Cc3c[nH]c4ccccc34,,,,,,,,,,,,,,,,,,,,,,,5.09691001300806,,5.09691001300806,,,,,
COc1ccc(cc1C)C23N(CCN2C(=O)c4ccccc34)C(=O)c5cc(F)c(F)c(F)c5,,,,,,,,,,,,,,6.28988263488818,,,,,,,,,,,,,,,,
CCC(CC)n1cc(cn1)C(=O)C(F)(F)F,,,,,,,,,,,,,,,,,,,,,,,8.55284196865778,,,,,,,
COc1cc2OC(=CC(=O)c2c(OC)c1OC)c3ccc(OCC(=O)NCCCCCNc4c5CCCCc5nc6cc(Cl)ccc46)cc3,,,,,,,,,,,,,,,,,,,,,,,8.16115090926274,,7.88605664769316,,6.33441900898205,,,
COc1ccc2OC(=CC(=O)c2c1)C(=O)NCC3CCN(Cc4ccccc4)CC3,,,,,,,,,,,,,,,,,,,,,,,5.44249279809434,,,,,,,
COc1cc2CC(CC3CCN(Cc4cccc(C)n4)CC3)C(=O)c2cc1OC,,,,,,,,,,,,,,,,,,,,,,,7.13667713987954,,7.07058107428571,,,,,
COc1ccc2C(=O)C(C)Cc2c1OC,,,,,,,,,,,,,,,,,,,,,,,6.42021640338319,,,,,,,
Cc1nc2cccc(F)c2c(N)c1CN,,,,,,,,,,,,,,,,,,,,,,,4.72124639904717,,,,,,,
O=C1N2CCCCCC2=Nc3ccc(OCCCN4CCCCCC4)cc13,,,,,,,,,,,,,,,,,,,,,,,,,7.4089353929735,,5.7440042732776,,,
C[N+](C)(C)CCOC(=O)\C=C\c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,4.30102999566398,,,,,,,
CCCCCOC(=O)C1=C(CCN(CC)C1)c2ccccc2,,,,,,,,,,6.22112552799726,,6.44733178388781,6.36451625318509,6.46597389394386,,,7.19382002601611,,,,,,,,,,,,,
[O-][N+](=O)c1ccc(s1)C(=O)N(C2CCN(Cc3ccccc3)CC2)c4ccc(Br)cc4,,,,,,,,6.5003129173816,8.10237290870956,,,,,,,,,,,,,,,,,,,,,
COc1ccc(cc1)c2[nH]c3ccccc3c2C(=O)CN(C)CC(=O)N4CCOCC4,,,,,,,,,,,,4.23999995270727,,,,,,,,,,,,,,,,,,
CC1=C[C@@H]2C[C@H](C1)c3c(C2)nc4cc(Cl)ccc4c3NCCCCCCCCNc5c6[C@@H]7C[C@H](Cc6nc8cc(Cl)ccc58)C=C(C)C7,,,,,,,,,,,,,,,,,,,,,,,7.13667713987954,,,,,,,
Clc1cccc(c1)c2ccccc2CNC(=O)C3CCNCC3,,6.29999760285775,,,,,,,,,,5.70000050388302,,,,,,,,,,,,,,,,,,
CCCCOc1nsnc1C2=CCCN(C)C2,,,,,,,,,,,,,,,,,4.10999838681536,8.30102999566398,,,,,,,,,,,,
Cl.CN(Cc1ccc(COc2ccc3C=CC(=O)Oc3c2)cc1)Cc4cccc(Cl)c4,,,,,,,,,,,,,,,,,,,,,,,,,6.22914798835786,,5.92081875395237,,,
CN1C(=O)C=CC2=C1CCCC2NCCCc3ccccc3,,,,,,,,,,,,,,,,,,,,,,,,,,4.31479586552899,,,,
COc1cc2CC(CC3CCN(Cc4ccc5cccc(O)c5n4)CC3)C(=O)c2cc1OC,,,,,,,,,,,,,,,,,,,,,,,4.52578373592374,,5.19246497193115,,,,,
C[C@H](CC(=O)CC(C)C(=O)O)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4C[C@@H]3O,,,,,,,,,,,,,,,,,,,,,,,4.64531544604527,,,,,,,
CCN(CCCOc1cc(O)c2C(=O)c3ccccc3Sc2c1)Cc4ccc(cc4)N(C)C,,,,,,,,,,,,,,,,,,,,,,,,,4.75202673363819,,,,,
C\C=C\1/[C@@H]2CC3=C(C=CC(=O)N3)[C@]1(CC(=C2)C)\N=C\c4ccccc4OS(=O)(=O)[O-],,,,,,,,,,,,,,,,,,,,,,,7.73992861201492,,,,,,,
[O-][N+](=O)c1ccc(cc1)C2(CCCC2)C(=O)OCCN3CCC(CC3)c4ccccc4,,,,,,,6.05551732784983,,,,,,,,,,,,,5.76700388960785,,,,,,,,,,
CCCCCCSc1nc(nn1C(=O)N2CCCCC2)c3ccc(Cl)cc3,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,
OC1(C(=O)N(CC2CCN(Cc3ccccc3)CC2)c4ccccc14)c5ccccc5,,,,,,,,,,,,,,,,,,,,,,,,,3.71424021745456,,,,,
C[N+](C)(C)c1cc(O)cc(OCCCOc2cc(O)cc(c2)[N+](C)(C)C)c1,,,,,,,,,,,,,,,,,,,,,,,,9.30980391997149,,,6.1438755557577,,,
Clc1ccc(Cn2cc(CNc3c4CCCCc4nc5cc(Cl)ccc35)nn2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,6.00744648216786,,,,,
Oc1ccc(C(=O)c2ccc(O)c(O)c2)c(Br)c1,,,,,,,,,,,,,,,,,,,,,,,8.3269790928711,,,,,,8.39147396642281,
C[NH+](C)CCCC=C,,,,,,,,,,,,,,,,,,,,,,,8.95860731484177,,,,,,,
Clc1cccc(c1)C#CCOc2nsnc2C34CN5CC3C4C5,,7.95860731484177,5.64206515299955,,,,,,,,7.32790214206428,,,,,,,,,,,,,,,,,,,
C(N1CCC(CC1)\C=C\c2noc3ccccc23)c4ccccc4,,,,,,,,,,,,,,,,,,,,,,,6.67778070526608,,,,,,,
Oc1ccc2OC(=CC(=O)c2c1)C(=O)NCCCCCCCCCCNc3c4CCCCc4nc5ccccc35,,,,,,,,,,,,,,,,,,,,,,,8.09691001300806,7.1249387366083,,,9,,,
CN(C)c1ccc(\C=C\c2ccc3ccccc3[n+]2C)cc1,,,,,,,,,,,,,,,,,,,,,,,6.30102999566398,,,,,,,
Fc1cccc(CN2CCC(CCC(=O)c3cc4CCC(=O)n5ccc(c3)c45)CC2)c1,,,,,,,,,,,,,,,,,,,,,,,8.88941028970075,,,,,,,
COc1ccccc1CN(C)CCCCNC(=O)C2=CC(=O)c3c(O)cccc3O2,,,,,,,,,,,,,,,,,,,,,,,,,5.48280410205003,5.86327943284359,,,,
O=C(C1CC(NC12C(=O)Nc3ccccc23)c4ccccc4)N5C\C(=C/c6ccccc6)\C(=O)C7(C5)C(C(NC78C(=O)Nc9ccccc89)c%10ccccc%10)c%11ccccc%11,,,,,,,,,,,,,,,,,,,,,,,,,4.68235445677884,,4.58004425151024,,,
Cc1ccc2OC(=O)C=C(N3CCN(CC3)c4ccccc4C)c2c1,,,,,,,,,,,,,,,,,,,,,,,,,5.10237290870956,,,,,
CSc1nc(nn1C(=O)N(C)c2ccccc2)c3ccc(C)cc3,,,,,,,,,,,,,,,,,,,,,,,5.61978875828839,,,,,,,
Cl.Cl.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCNc3c4CCCCc4nc5ccccc35,,,,,,,,,,,,,,,,,,,,,,,6.23657200643706,,,,,,,
NCCCN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1,,,,,,,5.41228903498109,,,,,,,,,,,,,5.29073003902417,,,,,,,,,,
CCOc1cc(ccc1OCC#C)c2cc(nc(N)n2)c3ccc(OCC#C)cc3,,,,,,,,,,,,,,,,,,,,,,,,,5.1518108830086,,,,,
C[C@H](CN1[C@@H]2CC[C@H]1C[C@H](C2)OCC3CC3)Cn4ncc5ccc(C)cc45,,8.30102999566398,7.60205999132796,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1Oc2cc(OCCN3CCC(Cc4ccccc4)CC3)ccc2C=C1,,,,,,,,,,,,,,,,,,,,,,,,,4.43533393574791,,,,,
CCN(CC)c1ccc(\C=C\2/COc3cc(OCCCCCCNc4c5CCCCc5nc6ccccc46)ccc3C2=O)cc1,,,,,,,,,,,,,,,,,,,,,,,,,6.15926676538819,,6.62893213772826,,,
COc1ccccc1NC(=O)Nc2nc(cs2)c3oc4ccc(Br)cc4c3,,,,,,,,,,,,,,,,,,,,,,,,,4.10319830233508,,3.81225373021954,,,
CC1=CC2CC(C1)c3c(C2)nc4cc(Cl)ccc4c3NCCCl,,,,,,,,,,,,,,,,,,,,,,,7.36351210364663,,,,,,,
[O-][N+](=O)c1cccc(c1)c2oc(\C=C\c3ccc4OCOc4c3)nn2,,,,,,,,,,,,,,,,,,,,,,,,,4.30662484897482,,,,,
COc1cc2CC(CC3CCN(Cc4ccc(cc4)[N+](=O)[O-])CC3)C(=O)c2cc1OC,,,,,,,,,,,,,,,,,,,,,,7,5.71896663275227,,5.39577394691553,,,,,
CCOC(=O)N1C[C@@H]2[C@H](C1)C2NCCNC(=O)c3ccccc3C,,2.38721614328026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCn1ncc2c(NC3CCCCC3)c(cnc12)C(=O)NCCCCCCCCNc4c5CCCCc5nc6cc(Cl)ccc46,,,,,,,,,,,,,,,,,,,,,,,,,6.09044397075882,,,,,
CN1CCN(CC1)C(=O)C(F)(Cc2ccccc2)c3ccccc3,,7.55005901122666,,,,,,,,,,,,,,,7.53760200210104,,,,,,,,,,,,,
C[C@H](Cc1ccc(OCCCCCCNc2c3CCCCc3nc4cc(Cl)ccc24)cc1)N(C)CC#C,,,,,,,,,,,,,,,,,,,,,,,,,7.10237290870956,,7.72124639904717,,,
CCN(CC)CCSC(N=O)C(=O)c1ccc(cc1)C#N,,,,,,,,,,,,,,,,,,,,,,,3.74472749489669,,,,,,,
CC(C)C(=O)NC1CCN(CCCN2C(=O)COc3ccccc23)CC1,,7.33724216831843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc2CC\C(=C/c3ccc(CN(C)Cc4ccccc4)cc3)\C(=O)c2c1,,,,,,,,,,,,,,,,,,,,,,,5.26921772433361,,,,,,,
[I-].C[N+](C)(C)C[C@@H]1CO[C@@](CO1)(C2CCCCC2)c3ccccc3,,,,,,,,,,,,,,,,7.31875876262441,,,7.82390874094432,,,,,,,,,,,
CCCCC1=NC2(CCCC2)C(=O)N1CC(=O)c3ccc(Cl)cc3,,,,,,,,,,,,,,,,,,,,,,,6.54302698636418,,6.55346283292636,6.55222199070538,,,,
CC(C)C(=O)[C@@]12C3=C([C@H](O)[C@H](O3)C(C)(C)O)C(=O)[C@@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CCC=C(C)C)C2=O,,,,,,,,,,,,,,,,,,,,,,,5.05403929642243,,,,,,,
CCN(C)C(=O)Oc1cccc(CCNCC#C)c1,,,,,,,,,,,,,,,,,,,,,,,4.51999305704285,,,,6.26760624017703,,,
CN1CCC[C@H]1c2oc(cc2)[C@@](O)(C3CCCCC3)c4ccccc4,,,,,,,,7.21997087266266,7.63004239265395,,,,,,7.26003230324049,7.5600360640791,,,7.6399749108106,,,,,,,,,,,
O=C1N(Cc2cccnc2)N=C3C1=CN(Cc4ccccc4)c5ccccc35,,5.19997064075587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1c2CCC(CNC(=O)CCCCC3CCSS3)Cc2nc4cc(Cl)ccc14,,,,,,,,,,,,,,,,,,,,,,,5.96257350205938,,,,,,,
COC(=O)[C@]12[C@H]3C[C@@H]4N(CC[C@@]15c6ccccc6N(C)[C@H]2O[C@]45O)C/C/3=C/C,,,,,,,,,,,,,,,,,,,,,,,,,3.41680122603138,,,,,
C[N+]1(C[C@H]2O[C@@H]2c3ccccc3)CCC(C1)N4CC(NC4=O)(c5ccccc5)c6ccccc6,,,,,,,,7.56224943717961,8.1765257708297,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)Oc1cc(CC(C)(C)C)on1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.35654732351381,
C[C@@H]1CN(CCN1C(=O)NCCC2CCN(Cc3ccccc3)CC2)c4ccc(C#N)c(c4)C(F)(F)F,,,,,,,,7.25963731050576,,,,,,,,6.25963731050576,,,7.25963731050576,,,,,,,,,,,
Cc1cccc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(Cc4ccc(Br)cc4)CC3,,,,,,,,5.8784401558125,,,,,,,,,,,,,,,,,,,,,,
CCCCCCCCCCCCP(=O)(F)OC(C)C,,,,,,,,,,,,,,,,,,,,,,5.20065945054642,,,,,,,,
[Br-].CC[N+](C)(CC)CCOC(=O)C(c1ccccc1)c2ccccc2,,,,,,,,,,,,,,,,,,,8.23657200643706,,,,,,,,,,,
COC1=CC=C2C=C3N(CCc4cc5OCOc5cc34)C=C2C1=[NH+]CCCCOc6ccccc6,,,,,,,,,,,,,,,,,,,,,,,,,6.45717457304082,,5.92045699259709,,,
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C(=C)C3CCN(CC3)C4CCN(CC4)C(=O)OC(C)C,,,,,,,,9.38721614328026,,,,,,,,,,,7.82390874094432,,,,,,,,,,,
CC1(NC(=O)c2ccccc2N1)c3ccccc3,,,,,,,,,,,,,,,,,,,,,,,,,4.61083391563547,,4.69250396208679,,,
CCC#CCON=C1CCN(C)CC1,,,,,,,-5,,,,,,,,,,,,,-4.79999976289065,-4.69999979755458,,,,,,,,,
CN(CCC1CCNCC1)C(=O)c2ccccc2,,,,,,,,,,,,,,,,,,,,,,4.58502665202918,,,,,,,,
CN(CCC1CCN(Cc2cccc(C)c2)CC1)C(=O)c3ccccc3,,,,,,,,,,,,,,,,,,,,,,6.83863199776503,,,,,,,,
[Br-].CCCCCCC[N+]12CCC(CC1)[C@H](C2)OC(=O)C3(O)c4ccccc4c5ccccc35,,,,,,,,,,8.34678748622466,,8.77469071827414,,,,,8.50863830616573,,,,,,,,,,,,,
C[N+]1(C)C2CCC1CC(C2)OC(=O)N(Cc3ccc(Br)cc3)c4ccccc4,,,,,,,,,,6.3981572102179,,7.24718356881173,,,,,7.47625353318844,,,,,,,,,,,,,
CCN(CCCCCCN1C(=O)c2cc3C(=O)N(CCCCCCN(CC)Cc4ccccc4OC)C(=O)c3cc2C1=O)Cc5ccccc5OC,,,,,,,,,,,,,,,,,,,,,,,8.11350927482752,,,,,,,
C(CNc1cc2CCCc3ccccc3c2nn1)CN4CCOCC4,,,,,,,,,,,,,,,,,,5.69897000433602,,,,,,,,,,,,
Cc1cccc(CN2C3N(CCC3(Cc4cccc(C)c4)c5ccccc25)C(=O)CCc6ccccc6)c1,,,,,,,,,,,,,,,,,,,,,,,,,11.698970004336,,,,,
CCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3,,,,,,,,,8.15490195998574,,,,,,,,,,,,,,,,,,,,,
Cc1cc(N2CCN(CC2)c3ncccc3C#N)n4ncnc4n1,,,,,,,,,,,,,,,,,,,,,,,,,5.85698519974591,,,,,
CN(C)C(=O)Oc1ccc(cc1)c2c[n+]3c(NC=O)cccc3n2C,,,,,,,,,,,,,,,,,,,,,,,5.92081875395237,,,,,,,
Cc1onc(NC(=O)CS(=O)(=O)c2cn(Cc3ccc(nc3)c4cnn(C)c4)c5cc(F)cc(F)c25)c1,,6.07314329105031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59999938302362,,
COc1cc(\C=C\C(=O)NCCCNc2c3CCCCc3nc4ccccc24)cc(OC)c1O,,,,,,,,,,,,,,,,,,,,,,,,,7.58502665202918,,,,,
O=C(Nc1cccc(c1)C2=NCCN2)Nc3cccc(c3)C4=NCCN4,,,,,,,,,,,,,,,,,,,,,,,6.22914798835786,,,,,,,
COc1cccc2cc(CNCCCCCCNc3c4CCCCc4nc5ccccc35)oc12,,,,,,,,,,,,,,,,,,,,,,,7.82390874094432,,,,,,,
Nc1c2CCCCc2nc3N4N(C(c5ccc(cc5)[N+](=O)[O-])c13)C(=O)c6ccccc6C4=O,,,,,,,,,,,,,,,,,,,,,,,,,6.50863830616573,,,,,
CN(C)C(=O)Oc1cccc(c1)c2cn3c(Cl)cccc3[n+]2C,,,,,,,,,,,,,,,,,,,,,,,4.89962945488244,,,,,,,
C(CCNc1c2CCCCc2nc3ccccc13)CCSSCCCCCNc4c5CCCCc5nc6ccccc46,,,,,,,,,,,,,,,,,,,,,,,8.79588001734407,,,,,8.24412514432751,,
[O-][N+](=O)c1ccc(CNc2ccc(cc2)c3oc4ccccc4n3)cc1,,,,,,,,,,,,,,,,,,,,,,,,,4.61618463401957,,,,,
CN1CCC=C(C1)C2CN(CCO2)C(=S)Nc3ccccc3F,,,,,,,4.82390874094432,,,,,,,,,,,4.17392519729917,,,,,,,,,,,,
Clc1ccc(NC(=S)NC(=O)C2=Cc3ccccc3OC2=O)cc1,,,,,,,,,,,,,,,,,,,,,,,,,5.29242982390206,,4.37468754903833,,,
CSc1nsnc1C2=C(C)CCN(C)C2,,,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,
C(CCCCNc1ccncc1)CCCNc2ccncc2,,,,,,,,,,,,,,,,,,,,,,,,,,6.04191415147891,,,,
CCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3,,,,,,,,,7.11350927482752,,,,,,,,,,,,,,,,,,,,,
CCn1c2ccccc2c3cc(\C=C\c4ccc5ccccc5[n+]4C)ccc13,,,,,,,,,,,,,,,,,,,,,,,6.52287874528034,,,,,,,
CN1CCC[C@H]1[C@H]2CS(=O)[C@@](O2)(C3CCCCC3)c4ccccc4,,,,,,,,5.8399999311187,6.16000060949141,,,,,,5.82000035822084,6.11999861167823,,,6.27000145271658,,,,,,,,,,,
O=C(O[C@H]1CN2CCC1CC2)N3CCc4ccccc4[C@@H]3c5ccccc5,,,,,,,8,,,6.24131515011756,,6.88339225601175,,,,7.35654732351381,7.19722627470802,,7.29242982390206,6.92081875395237,8,,,,,,,,,
COc1cc(ccc1Cl)C23N(CCN2C(=O)c4ccccc34)C(=O)c5cc(F)c(F)c(F)c5,,,,,,,,,,,,,,5.79588001734407,,,,,,,,,,,,,,,,
CC[N+](C)(CC)CCNC(=O)c1cnc2C(=O)c3ccccc3c4cccc1c24,,,,,,,,,,,,,,,,,,,,,,,,,5.76700388960785,,5.0893755951108,,,
Cc1nc2sc(C(=O)NCc3ccc(F)c(F)c3)c(N)c2c(C)c1Cl,,,,6.79588001734407,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)O[C@H]2O[C@H](CNCCCCCCCCCNc3c4CCCCc4nc5ccccc35)[C@@H]6OC(C)(C)O[C@@H]6[C@H]2O1,,,,,,,,,,,,,,,,,,,,,,8.11918640771921,,,,,,,,
[Br-].CC(C)C1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1,,,,,,,,,,,,,,,,,,,,,,,3.58502665202918,,,,,,,
COc1cc2OC(=CC(=O)c2cc1OC)c3cccc(c3)N4CCCC4,,,,,,,,,,,,,,,,,,,,,,,,,,6.15242734085789,,,,
CN(C)CCOC(=O)\C=C\c1ccc2OC(=CC(=O)c2c1)C(=O)Nc3ccc(C)c(C)c3,,,,,,,,,,,,,,,,,,,,,,,6.67778070526608,,,,,,,
[Br-].[Br-].CC(C)(CN1C(=O)c2ccccc2C1=O)C[N+](C)(C)CCCCCC[N+]3(C)[C@@H]4CC[C@@H]3CC(C4)OC(=O)C(CO)c5ccccc5,,,,,,,,,,,,,,,,7.76955107862173,,,,,,,,,,,,,,
O=C(CCC1CCN(CC2CCCC2)CC1)c3ccc4[nH]ccc4c3,,,,,,,,,,,,,,,,,,,,,,,7.0268721464003,,,,,,,
CCN(CC)CC#CCN1C(=O)NC2(CCc3ccccc23)C1=O,,,,,,,5.97881070093006,,,,,,,,,,,,,,,,,,,,,,,
Oc1ccccc1C(=O)\C=C\c2cccc(OCCCCCN3CCc4ccccc4C3)c2,,,,,,,,,,,,,,,,,,,,,,,,,4.73048705578208,,,,,
C[C@@H](C(=O)NCCCNCCCNC1=CC(=O)C(=CC1=O)NCCCNCCCNC(=O)[C@H](C)c2ccc(c(F)c2)c3ccccc3)c4ccc(c(F)c4)c5ccccc5,,,,,,,,,,,,,,,,,,,,,,,4.55595520408192,,,,,,,
CN(C)C(=S)SCCOc1ccc2C(=CC(=O)Oc2c1)C,,,,,,,,,,,,,,,,,,,,,,,4.97510403989252,,,,,,,
C[C@H](Cc1ccc(CCNC(=O)Cc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)cc1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,
COc1cc2OC(CC(=O)c2cc1OC)c3ccc(cc3)N4CCCC4,,,,,,,,,,,,,,,,,,,,,,,,,,5.90657831483776,,,,
CC[C@]1(CCCCN(CCCCCCCCCCCN2CCCC[C@](CC)(C2)c3cccc(O)c3)C1)c4cccc(O)c4,,,,,,,,,,,,,,,,,,,,,,7.61978875828839,,,,,,,,
CCCCCCCCCCCCCCC(N(CC)CC)c1cccc(OC(=O)N(C)C)c1,,,,,,,,,,,,,,,,,,,,,,,,,3.60015328728708,,,,,
CN(C)c1ccccc1CNCCCCCCCCNc2c3CCCCc3nc4ccccc24,,,,,,,,,,,,,,,,,,,,,,,8.39361863488939,,8.80966830182971,,8.67571754470231,,,
CCO[C@@H]1CC[C@](C)(CC1)N2CCC(CC2)N3C(=O)Oc4ccc(cc34)S(=O)(=O)CC,,6.69897000433602,,5.8000008748032,,5.30000020244542,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc2C[C@H]3N(CC=C)CC[C@@]4(CC(=O)CC[C@@]34OC)c12,,,,,,,,,,,,,,,,,,,,,,,,,4.08671609823958,,,,,
CCOC(=O)N(C)CC[C@@]12C=C[C@H](O)C[C@@H]1Oc3c(OC)ccc(C=O)c23,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
C(CCCNc1ccncc1)CCCNc2c3CCCCc3nc4ccccc24,,,,,,,,,,,,,,,,,,,,,,,7.89279003035213,,,7.89279003035213,,,,
CN(C)CCCCCCCCCCCCNc1c2CCCCc2nc3ccccc13,,,,,,,,,,,,,,,,,,,,,,,6.57839607313017,,,6.57839607313017,,,,
